stageId,gitCommit,configHash,caseId,displayName,payloadLength,motherN,motherK,motherT,blockCount,encodedLength,actualRate,channelModelId,rawImpulseResponse,normalizedImpulseResponse,channelEnergy,equalizerType,solverType,ebn0Index,ebn0Db,snrLinear,snrDb,sigma2,masterSeed,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,encodeTimeTotalNs,channelTimeTotalNs,equalizeTimeTotalNs,hardDecisionTimeTotalNs,decodeTimeTotalNs,encodeTimeMeanNs,channelTimeMeanNs,equalizeTimeMeanNs,hardDecisionTimeMeanNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,decodeTimeMaxNs,equalizeTimeP50Ns,equalizeTimeP95Ns,equalizeTimeP99Ns,equalizeTimeMaxNs,solverResidualMean,solverResidualMax,stopReason,checkpointId,shardId
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_S15,"BCH15分块200",200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,"1;0.65;0;0.35","0.80451798670912955;0.52293669136093424;0;0.28158129534819532",0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,0,8,8.8555416769149939,9.4721513131945212,0.11292363996285433,8080808,5000,1000000,8612,2543,0,2543,2543,2457,0.0086119999999999999,0.50860000000000005,0,0.50860000000000005,0.50860000000000005,0.4914,19296100,11122600,25049100,2749600,44026500,3859.2199999999998,2224.52,5009.8199999999997,549.91999999999996,8805.2999999999993,7400,12900,16400,78300,4700,5700,6800,162500,1.8259895726094114e-16,2.2622039877026843e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_S15_0,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_S15,"BCH15分块200",200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,"1;0.65;0;0.35","0.80451798670912955;0.52293669136093424;0;0.28158129534819532",0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,2,16,55.874690603999625,17.472151313194523,0.017897190824505756,8080808,50000,10000000,67,30,0,30,30,49970,6.7000000000000002e-06,0.00059999999999999995,0,0.00059999999999999995,0.00059999999999999995,0.99939999999999996,274386900,144055200,295159600,38433300,609330600,5487.7380000000003,2881.1039999999998,5903.192,768.66600000000005,12186.611999999999,10100,15500,49200,8792600,5200,6600,17200,1473700,1.7719044138325334e-16,2.2296949806293035e-16,MAX_FRAMES_REACHED,SHARD0_POINT_K200_S15_2,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_M255K207,"BCH255整块200",200,255,207,6,1,248,0.80645161290322576,S2_FIXED_REAL_FIR_V1,"1;0.65;0;0.35","0.80451798670912955;0.52293669136093424;0;0.28158129534819532",0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,1,8,10.176731362583762,10.07608310501746,0.098263377932589033,8080808,5000,1000000,1993,305,304,1,1,4695,0.001993,0.060999999999999999,0.0608,0.00020000000000000001,0.00020000000000000001,0.93899999999999995,21193900,10795100,23917100,2324300,84056300,4238.7799999999997,2159.02,4783.4200000000001,464.86000000000001,16811.259999999998,15400,24400,44800,297200,4200,5300,7000,675600,1.8748072643322385e-16,2.3587921100176257e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_M255K207_1,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_M511K421,"BCH421整块200",200,511,421,10,1,290,0.68965517241379315,S2_FIXED_REAL_FIR_V1,"1;0.65;0;0.35","0.80451798670912955;0.52293669136093424;0;0.28158129534819532",0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,0,4,3.4646709400132147,5.3966199342900634,0.28862769865128546,8080808,5000,1000000,67990,4906,4906,0,0,94,0.067989999999999995,0.98119999999999996,0.98119999999999996,0,0,0.018800000000000001,46973200,18361900,47835700,4423400,405953200,9394.6399999999994,3672.3800000000001,9567.1399999999994,884.67999999999995,81190.639999999999,61600,146900,524100,3378400,6000,8300,34100,4924900,1.8282872319590532e-16,2.2868994645489655e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_M511K421_0,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_M511K421,"BCH421整块200",200,511,421,10,1,290,0.68965517241379315,S2_FIXED_REAL_FIR_V1,"1;0.65;0;0.35","0.80451798670912955;0.52293669136093424;0;0.28158129534819532",0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,2,8,8.7028599238647359,9.3966199342900634,0.11490475645343071,8080808,6469,1293800,1678,200,200,0,0,6269,0.0012969547070644614,0.030916679548616478,0.030916679548616478,0,0,0.96908332045138357,50311200,23850200,48607000,5215400,350382800,7777.2762405317671,3686.8449528520637,7513.835214098006,806.21425258927195,54163.363734734892,43800,80200,266300,2831300,6000,8300,24800,1659000,1.7559432707305901e-16,2.1360331844775643e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_M511K421_2,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_M511K385,"BCH385整块200",200,511,385,14,1,326,0.61349693251533743,S2_FIXED_REAL_FIR_V1,"1;0.65;0;0.35","0.80451798670912955;0.52293669136093424;0;0.28158129534819532",0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,1,5,3.8800952885501592,5.888423912600234,0.25772562930372289,8080808,5000,1000000,53951,4235,4235,0,0,765,0.053950999999999999,0.84699999999999998,0.84699999999999998,0,0,0.153,58097300,22390600,52617500,6832800,647369200,11619.459999999999,4478.1199999999999,10523.5,1366.5599999999999,129473.84,92400,227200,906800,21567800,6900,9800,56100,2033200,1.9547417194695483e-16,2.3756185845790958e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_M511K385_1,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K300_S15,"BCH15分块300",300,15,11,1,28,420,0.7142857142857143,S2_FIXED_REAL_FIR_V1,"1;0.65;0;0.35","0.80451798670912955;0.52293669136093424;0;0.28158129534819532",0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,0,8,9.0136763497170485,9.5490195998574325,0.11094252347227791,8080808,5000,1500000,12088,3159,0,3159,3159,1841,0.0080586666666666671,0.63180000000000003,0,0.63180000000000003,0.63180000000000003,0.36820000000000003,47554600,24404500,48972900,5937400,101477900,9510.9200000000001,4880.8999999999996,9794.5799999999999,1187.48,20295.580000000002,15900,27100,84500,3103000,8200,11900,34400,1388700,1.6797782972173367e-16,1.9815705488358751e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K300_S15_0,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K300_S15,"BCH15分块300",300,15,11,1,28,420,0.7142857142857143,S2_FIXED_REAL_FIR_V1,"1;0.65;0;0.35","0.80451798670912955;0.52293669136093424;0;0.28158129534819532",0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,2,16,56.872452936213911,17.549019599857431,0.017583205020567056,8080808,50000,15000000,113,48,0,48,48,49952,7.5333333333333329e-06,0.00096000000000000002,0,0.00096000000000000002,0.00096000000000000002,0.99904000000000004,393357900,219356700,469973700,52582800,799609800,7867.1580000000004,4387.134,9399.4740000000002,1051.6559999999999,15992.196,13900,21600,59100,12663200,7900,11500,28700,3153900,1.7330077733101486e-16,2.0694755625164774e-16,MAX_FRAMES_REACHED,SHARD0_POINT_K300_S15_2,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K300_M255K207,"BCH255双块300",300,255,207,6,2,396,0.75757575757575757,S2_FIXED_REAL_FIR_V1,"1;0.65;0;0.35","0.80451798670912955;0.52293669136093424;0;0.28158129534819532",0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,1,8,9.5599597648514134,9.8045606445813132,0.10460295070243349,8080808,5000,1500000,2704,439,441,0,0,4561,0.0018026666666666666,0.087800000000000003,0.088200000000000001,0,0,0.91220000000000001,39240300,17193600,39655300,4772600,174846000,7848.0600000000004,3438.7199999999998,7931.0600000000004,954.51999999999998,34969.199999999997,33200,48500,78100,1660200,7400,10200,20300,95500,1.738630482929986e-16,2.1524809266019021e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K300_M255K207_1,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K300_M511K421,"BCH421整块300",300,511,421,10,1,390,0.76923076923076927,S2_FIXED_REAL_FIR_V1,"1;0.65;0;0.35","0.80451798670912955;0.52293669136093424;0;0.28158129534819532",0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,0,6,6.1247257008230349,7.8708664335714449,0.16327261804812271,8080808,5000,1500000,36096,3258,3258,0,0,1742,0.024063999999999999,0.65159999999999996,0.65159999999999996,0,0,0.34839999999999999,46826400,19258500,43904300,5146100,355335600,9365.2800000000007,3851.6999999999998,8780.8600000000006,1029.22,71067.119999999995,61900,109400,256400,1892200,7400,10700,26600,424000,1.7041639039071521e-16,2.0058004343511482e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K300_M511K421_0,SHARD_0
