stageId,gitCommit,configHash,caseId,displayName,payloadLength,motherN,motherK,motherT,blockCount,encodedLength,actualRate,channelModelId,rawImpulseResponse,normalizedImpulseResponse,channelEnergy,equalizerType,solverType,ebn0Index,ebn0Db,snrLinear,snrDb,sigma2,masterSeed,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,encodeTimeTotalNs,channelTimeTotalNs,equalizeTimeTotalNs,hardDecisionTimeTotalNs,decodeTimeTotalNs,encodeTimeMeanNs,channelTimeMeanNs,equalizeTimeMeanNs,hardDecisionTimeMeanNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,decodeTimeMaxNs,equalizeTimeP50Ns,equalizeTimeP95Ns,equalizeTimeP99Ns,equalizeTimeMaxNs,solverResidualMean,solverResidualMax,stopReason,checkpointId,shardId
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,0,8,8.8555416769149939,9.4721513131945212,0.11292363996285433,8080808,5000,1000000,8612,2543,0,2543,2543,2457,0.0086119999999999999,0.50860000000000005,0,0.50860000000000005,0.50860000000000005,0.4914,19296100,11122600,25049100,2749600,44026500,3859.2199999999998,2224.52,5009.8199999999997,549.91999999999996,8805.2999999999993,7400,12900,16400,78300,4700,5700,6800,162500,1.8259895726094114e-16,2.2622039877026843e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_S15_0,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,1,12,22.244114981910361,13.472151313194521,0.044955710794213774,8080808,5103,1020600,501,200,0,200,200,4903,0.00049088771310993532,0.039192631785224377,0,0.039192631785224377,0.039192631785224377,0.96080736821477564,19297900,11326900,25539100,2697300,38862500,3781.6774446404074,2219.6551048402898,5004.7227121301194,528.57142857142856,7615.6182637664115,6300,11000,13300,161300,4700,5700,6700,107100,1.7299089055732605e-16,2.0629570342208236e-16,TARGET_FRAME_ERRORS_REACHED,SHARD1_POINT_K200_S15_1,SHARD_1
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,2,16,55.874690603999625,17.472151313194523,0.017897190824505756,8080808,50000,10000000,67,30,0,30,30,49970,6.7000000000000002e-06,0.00059999999999999995,0,0.00059999999999999995,0.00059999999999999995,0.99939999999999996,274386900,144055200,295159600,38433300,609330600,5487.7380000000003,2881.1039999999998,5903.192,768.66600000000005,12186.611999999999,10100,15500,49200,8792600,5200,6600,17200,1473700,1.7719044138325334e-16,2.2296949806293035e-16,MAX_FRAMES_REACHED,SHARD0_POINT_K200_S15_2,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_M255K207,BCH255整块200,200,255,207,6,1,248,0.80645161290322576,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,0,6,6.421083396024148,8.0760831050174602,0.155736958753594,8080808,5000,1000000,21024,2753,2747,6,6,2247,0.021024000000000001,0.55059999999999998,0.5494,0.0011999999999999999,0.0011999999999999999,0.44940000000000002,18997500,9746400,22347400,2491400,92844100,3799.5,1949.28,4469.4799999999996,498.27999999999997,18568.82,17000,25100,37600,319800,4100,5000,6100,257600,1.9763859830715937e-16,2.4725470720270999e-16,TARGET_FRAME_ERRORS_REACHED,SHARD1_POINT_K200_M255K207_0,SHARD_1
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_M255K207,BCH255整块200,200,255,207,6,1,248,0.80645161290322576,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,1,8,10.176731362583762,10.07608310501746,0.098263377932589033,8080808,5000,1000000,1993,305,304,1,1,4695,0.001993,0.060999999999999999,0.0608,0.00020000000000000001,0.00020000000000000001,0.93899999999999995,21193900,10795100,23917100,2324300,84056300,4238.7799999999997,2159.02,4783.4200000000001,464.86000000000001,16811.259999999998,15400,24400,44800,297200,4200,5300,7000,675600,1.8748072643322385e-16,2.3587921100176257e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_M255K207_1,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_M255K207,BCH255整块200,200,255,207,6,1,248,0.80645161290322576,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,2,10,16.129032258064516,12.07608310501746,0.062,8080808,50000,10000000,608,96,97,0,0,49904,6.0800000000000001e-05,0.00192,0.0019400000000000001,0,0,0.99807999999999997,286374900,141723800,283866800,32660900,902883500,5727.4979999999996,2834.4760000000001,5677.3360000000002,653.21799999999996,18057.669999999998,13900,23500,65800,8426700,4600,5900,17400,4655700,1.7346468521460173e-16,2.2218150113991468e-16,MAX_FRAMES_REACHED,SHARD1_POINT_K200_M255K207_2,SHARD_1
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_M511K421,BCH421整块200,200,511,421,10,1,290,0.68965517241379315,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,0,4,3.4646709400132147,5.3966199342900634,0.28862769865128546,8080808,5000,1000000,67990,4906,4906,0,0,94,0.067989999999999995,0.98119999999999996,0.98119999999999996,0,0,0.018800000000000001,46973200,18361900,47835700,4423400,405953200,9394.6399999999994,3672.3800000000001,9567.1399999999994,884.67999999999995,81190.639999999999,61600,146900,524100,3378400,6000,8300,34100,4924900,1.8282872319590532e-16,2.2868994645489655e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_M511K421_0,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_M511K421,BCH421整块200,200,511,421,10,1,290,0.68965517241379315,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,1,6,5.4911333869447896,7.3966199342900634,0.18211176628444456,8080808,5000,1000000,23235,2461,2461,0,0,2539,0.023234999999999999,0.49220000000000003,0.49220000000000003,0,0,0.50780000000000003,26030500,12306400,27147000,2857700,251672100,5206.1000000000004,2461.2800000000002,5429.3999999999996,571.53999999999996,50334.419999999998,46500,65400,119100,1228200,4900,6200,7600,224500,1.7007329287740155e-16,2.052096698487743e-16,TARGET_FRAME_ERRORS_REACHED,SHARD1_POINT_K200_M511K421_1,SHARD_1
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_M511K421,BCH421整块200,200,511,421,10,1,290,0.68965517241379315,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,2,8,8.7028599238647359,9.3966199342900634,0.11490475645343071,8080808,6469,1293800,1678,200,200,0,0,6269,0.0012969547070644614,0.030916679548616478,0.030916679548616478,0,0,0.96908332045138357,50311200,23850200,48607000,5215400,350382800,7777.2762405317671,3686.8449528520637,7513.835214098006,806.21425258927195,54163.363734734892,43800,80200,266300,2831300,6000,8300,24800,1659000,1.7559432707305901e-16,2.1360331844775643e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_M511K421_2,SHARD_0
stage08_multipath_formal,5fb6a373263eb6a50d0ef70a14cad16963a0fb3d,457ea7422976679d98dd9ca6857c00c84e2fbb71e546f759d4ff745aac299a84,K200_M511K385,BCH385整块200,200,511,385,14,1,326,0.61349693251533743,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,0,3,2.4481746195937171,3.888423912600234,0.40846759540622696,8080808,5000,1000000,97645,4997,4997,0,0,3,0.097644999999999996,0.99939999999999996,0.99939999999999996,0,0,0.00059999999999999995,50359800,21534100,40051600,6933300,556209700,10071.959999999999,4306.8199999999997,8010.3199999999997,1386.6600000000001,111241.94,88100,199700,725200,3918500,6700,9400,29900,552900,1.7661181878385112e-16,2.1706824115760054e-16,TARGET_FRAME_ERRORS_REACHED,SHARD1_POINT_K200_M511K385_0,SHARD_1
