name,cppRows,matlabRows,rowMismatchCount,fieldMismatchCount,firstMismatchRow,firstMismatchField,cppValue,matlabValue,cppSha256,matlabSha256,cppBytes,matlabBytes
syndrome,15,15,0,0,,,,,3f046e7c981420644c9e3f527e867fcd3bee50223dfe94defb89667fb0e70c3a,84d7426761199483de0236c11e186508d30394c9796c97480caf8cc1fe2b704a,203,187
