name,cppRows,matlabRows,rowMismatchCount,fieldMismatchCount,firstMismatchRow,firstMismatchField,cppValue,matlabValue,cppSha256,matlabSha256,cppBytes,matlabBytes
segmented_noiseless,208,208,0,0,,,,,42ea63501d3d7a7e71e9455c506f3b04040bc33a6d9a7e3a22084ccf55811d09,13be15d30618ad9f0c24a33ead117f5635ecbbbfae11d446fa46914001efe336,351978,351769
