rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,tracebackMode,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,mismatchVsBlockBits,mismatchVsBlockFrames,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,tracebackOperations,ACSCount,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,fullFrameLastDecisionSymbol,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId
R23,0.40000000000000002,0.40000000000000002,2.2469143081759877,0.65359477124183007,0.45600541967795483,BLOCK_FULL_TRACEBACK,306,1000,4534,306,0.015113333333333333,0.30599999999999999,0.014682923938028157,0.015556160384050161,0.27822543332036392,0.33525934897203141,0,0,58752,1536,60288,306000,39168000,457,233,435,458,477.10100000000051,449.39999999999998,708.79999999999995,3047.8000000000002,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23-0.40000000000000002,STAGE13-REFERENCE
R23,0.40000000000000002,0.40000000000000002,2.2469143081759877,0.65359477124183007,0.45600541967795483,CONTINUOUS_TRUNCATED_D84,84,1000,4674,327,0.01558,0.32700000000000001,0.015143001412900824,0.016029404291458639,0.29863451038913641,0.35668954804686565,430,65,16128,1536,17664,18732000,39168000,124,109.42,125,458,635.28570000000082,512.20000000000005,891.89999999999998,30406.599999999999,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23-0.40000000000000002,STAGE13-REFERENCE
R23,0.40000000000000002,0.40000000000000002,2.2469143081759877,0.65359477124183007,0.45600541967795483,CONTINUOUS_TRUNCATED_D112,112,1000,4560,307,0.0152,0.307,0.014768358931840456,0.015644056504090075,0.27919575142340997,0.3362813773520143,100,17,21504,1536,23040,21840000,39168000,166,138.58666666666667,167,458,637.41569999999945,530.10000000000002,895.89999999999998,25320.200000000001,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23-0.40000000000000002,STAGE13-REFERENCE
R34,1.8999999999999999,1.8999999999999999,3.2353890837021746,0.73529411764705888,0.32282711451732771,BLOCK_FULL_TRACEBACK,306,2260,2320,200,0.0034218289085545723,0.088495575221238937,0.0032856133133635241,0.0035636715650655066,0.077473583054109146,0.10091411156434166,0,0,58752,1536,60288,691560,88519680,406,207,386,407,494.4728761061956,445.80000000000001,688.10000000000002,10905.700000000001,5,2026072001,2026072903,0-2259,STAGE13-REFERENCE-R34-1.8999999999999999,STAGE13-REFERENCE
R34,1.8999999999999999,1.8999999999999999,3.2353890837021746,0.73529411764705888,0.32282711451732771,CONTINUOUS_TRUNCATED_D84,84,2260,2487,228,0.0036681415929203541,0.10088495575221239,0.0035270274871228731,0.0038148799689029923,0.089137329201630866,0.11398707998744723,291,47,16128,1536,17664,42334320,88519680,110,97.233333333333334,111,407,560.01243362831838,505.10000000000002,774.70000000000005,6974.3999999999996,5,2026072001,2026072903,0-2259,STAGE13-REFERENCE-R34-1.8999999999999999,STAGE13-REFERENCE
R34,1.8999999999999999,1.8999999999999999,3.2353890837021746,0.73529411764705888,0.32282711451732771,CONTINUOUS_TRUNCATED_D112,112,2260,2346,203,0.0034601769911504427,0.089823008849557517,0.0033231873171128677,0.0036027932919599818,0.078720202943877007,0.10231785394999814,52,7,21504,1536,23040,49358400,88519680,148,123.15000000000001,148,407,582.44884955752173,520.79999999999995,831,9578.8999999999996,5,2026072001,2026072903,0-2259,STAGE13-REFERENCE-R34-1.8999999999999999,STAGE13-REFERENCE
