runId,taskKey,shardId,group,channel,scheme,decoder,K,N,actualRate,esN0Db,ebN0Db,sigmaSquared,frames,payloadBitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,decoderFailureFrames,undetectedPayloadErrorFrames,successfulDecodedFrames,iterationsApplicable,avgIterations,medianIterations,p95Iterations,maxIterations,maxIterationFrames,maxIterationRate,avgChannelImpairmentTimeUs,medianChannelImpairmentTimeUs,p95ChannelImpairmentTimeUs,maxChannelImpairmentTimeUs,avgAwgnTimeUs,medianAwgnTimeUs,p95AwgnTimeUs,maxAwgnTimeUs,avgEqualizationTimeUs,medianEqualizationTimeUs,p95EqualizationTimeUs,maxEqualizationTimeUs,avgProjectionTimeUs,medianProjectionTimeUs,p95ProjectionTimeUs,maxProjectionTimeUs,avgLlrGenerationTimeUs,medianLlrGenerationTimeUs,p95LlrGenerationTimeUs,maxLlrGenerationTimeUs,avgChannelProcessingTimeUs,medianChannelProcessingTimeUs,p95ChannelProcessingTimeUs,maxChannelProcessingTimeUs,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,avgTotalReceiverAlgorithmTimeUs,medianTotalReceiverAlgorithmTimeUs,p95TotalReceiverAlgorithmTimeUs,maxTotalReceiverAlgorithmTimeUs,stopReason,frameStart,nextFrame,payloadSequenceHash,codewordSequenceHash,channelSequenceHash,decoderSequenceHash,noisePolicy,payloadPolicy,blockagePolicy,burstPolicy,timingClock,timingScope,warmupFrames,configHash,codeVersion,taskResultHash
S5_FORMAL_20260802,RATE_NEAR_1_2_AWGN_-5.0,2,RATE_NEAR_1_2,AWGN,CC_R12_BLOCK_FLOAT,SOFT_VITERBI_FULL_BLOCK,300,612,0.49019607843137253,-5,-1.9036983257410123,1.5811388300841895,1000,117649,1000,0.39216333333333331,1,0.39041763830623827,0.39391178999249515,0.99617324151444497,1,0,0,0,false,NA,NA,NA,NA,NA,NA,0.094299999999999828,0.10000000000000001,0.20000000000000001,0.69999999999999996,41.559800000000045,37.200000000000003,56.299999999999997,462.80000000000001,0,0,0,0,0.4643000000000006,0.40000000000000002,0.90000000000000002,4.9000000000000004,0.97909999999999375,0.90000000000000002,1.3999999999999999,8.5999999999999996,43.097499999999933,38.5,58.799999999999997,464.80000000000007,314.11320000000029,271.05000000000001,449.80000000000001,1157.8,357.21070000000009,310.20000000000005,508.90000000000003,1214.0999999999999,PAIRED_TARGET_FRAME_ERRORS_REACHED,0,1000,1edbbec40e37994a,e3af990788089d94,22fd8ca23d6217d4,466597fdffd8c334,s5_complex_pair_v1,COMMON_FRAME_POOL_K300_V1,KNOWN_CONTIGUOUS_ERASURE_5_PERCENT_LLR_ZERO,UNKNOWN_CONTIGUOUS_BURST_5_PERCENT_ISR_10DB_NOMINAL_AWGN_LLR,steady_clock,LLR_TO_DECODE_PAYLOAD_STATUS,10,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f,S5_FORMAL_READINESS_V1,ac3f3693a7cfca37
S5_FORMAL_20260802,RATE_NEAR_1_2_AWGN_-5.0,2,RATE_NEAR_1_2,AWGN,LDPC_BG2_N640_NMS,DIRECT_LAYERED_NMS,300,640,0.46875,-5,-1.7094128073577526,1.5811388300841895,1000,66439,1000,0.22146333333333335,1,0.21998104506169996,0.22295275476119464,0.99617324151444497,1,1000,0,0,true,32,32,32,32,1000,1,0.088299999999999546,0.10000000000000001,0.29999999999999999,0.69999999999999996,41.371000000000002,36.899999999999999,56.100000000000001,250.40000000000001,0,0,0,0,0.44350000000000056,0.40000000000000002,0.90000000000000002,3,0.99529999999998953,0.90000000000000002,1.3999999999999999,14.199999999999999,42.898099999999985,38.199999999999996,59.100000000000001,255.09999999999999,1244.0025000000012,1096.8499999999999,1771.0999999999999,3710.1999999999998,1286.9006000000002,1136.8499999999999,1860.8999999999999,3765.8999999999996,PAIRED_TARGET_FRAME_ERRORS_REACHED,0,1000,1edbbec40e37994a,cca05f954b97a3a0,d9bdf0aa0cf1c896,53cbe7cea49c32f5,s5_complex_pair_v1,COMMON_FRAME_POOL_K300_V1,KNOWN_CONTIGUOUS_ERASURE_5_PERCENT_LLR_ZERO,UNKNOWN_CONTIGUOUS_BURST_5_PERCENT_ISR_10DB_NOMINAL_AWGN_LLR,steady_clock,LLR_TO_DECODE_PAYLOAD_STATUS,10,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f,S5_FORMAL_READINESS_V1,ac3f3693a7cfca37
S5_FORMAL_20260802,RATE_NEAR_1_2_AWGN_-4.5,3,RATE_NEAR_1_2,AWGN,CC_R12_BLOCK_FLOAT,SOFT_VITERBI_FULL_BLOCK,300,612,0.49019607843137253,-4.5,-1.4036983257410123,1.4091914656322269,1000,104295,1000,0.34765000000000001,1,0.34594784553211072,0.34935605605960557,0.99617324151444497,1,0,0,0,false,NA,NA,NA,NA,NA,NA,0.10169999999999971,0.10000000000000001,0.29999999999999999,0.59999999999999998,41.169000000000011,37.799999999999997,52.700000000000003,232.19999999999999,0,0,0,0,0.56660000000000144,0.5,1,12,1.9581999999999993,0.90000000000000002,2.7000000000000002,829.29999999999995,43.795500000000047,39.400000000000006,55.599999999999994,987.5,314.15200000000004,274.69999999999999,448.5,1548.0999999999999,357.94749999999965,314.14999999999998,504.60000000000002,1605.8,PAIRED_TARGET_FRAME_ERRORS_REACHED,0,1000,1edbbec40e37994a,e3af990788089d94,c17f5788b75061be,37fdb02ecb197607,s5_complex_pair_v1,COMMON_FRAME_POOL_K300_V1,KNOWN_CONTIGUOUS_ERASURE_5_PERCENT_LLR_ZERO,UNKNOWN_CONTIGUOUS_BURST_5_PERCENT_ISR_10DB_NOMINAL_AWGN_LLR,steady_clock,LLR_TO_DECODE_PAYLOAD_STATUS,10,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f,S5_FORMAL_READINESS_V1,9b59a9a6e09c932e
S5_FORMAL_20260802,RATE_NEAR_1_2_AWGN_-4.5,3,RATE_NEAR_1_2,AWGN,LDPC_BG2_N640_NMS,DIRECT_LAYERED_NMS,300,640,0.46875,-4.5,-1.2094128073577526,1.4091914656322269,1000,61775,1000,0.20591666666666666,1,0.20447344426715106,0.20736742036317737,0.99617324151444497,1,1000,0,0,true,32,32,32,32,1000,1,0.071000000000000188,0.10000000000000001,0.20000000000000001,0.5,40.698599999999978,36.799999999999997,54.399999999999999,180.40000000000001,0,0,0,0,0.41739999999999983,0.40000000000000002,0.80000000000000004,2.5,0.92819999999999647,0.90000000000000002,1.3,2.8999999999999999,42.115199999999938,38.100000000000001,56.300000000000004,184.5,1834.4308000000017,1677.9000000000001,2496.6999999999998,3569.5,1876.5459999999994,1720.9000000000001,2549.6999999999998,3628.1999999999998,PAIRED_TARGET_FRAME_ERRORS_REACHED,0,1000,1edbbec40e37994a,cca05f954b97a3a0,863f0d968f669ed9,48f5c6131f9b6e4d,s5_complex_pair_v1,COMMON_FRAME_POOL_K300_V1,KNOWN_CONTIGUOUS_ERASURE_5_PERCENT_LLR_ZERO,UNKNOWN_CONTIGUOUS_BURST_5_PERCENT_ISR_10DB_NOMINAL_AWGN_LLR,steady_clock,LLR_TO_DECODE_PAYLOAD_STATUS,10,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f,S5_FORMAL_READINESS_V1,9b59a9a6e09c932e
S5_FORMAL_20260802,RATE_NEAR_1_2_AWGN_-4.0,0,RATE_NEAR_1_2,AWGN,CC_R12_BLOCK_FLOAT,SOFT_VITERBI_FULL_BLOCK,300,612,0.49019607843137253,-4,-0.90369832574101228,1.2559432157547903,1000,87014,1000,0.29004666666666667,1,0.28842554914102053,0.29167316097069235,0.99617324151444497,1,0,0,0,false,NA,NA,NA,NA,NA,NA,0.11449999999999921,0.10000000000000001,0.29999999999999999,15.4,40.035200000000025,37,50.899999999999999,375.39999999999998,0,0,0,0,1.116699999999998,0.40000000000000002,5,53.200000000000003,1.2568999999999959,0.90000000000000002,3.6000000000000001,7.2000000000000002,42.523299999999963,39,58.099999999999994,387.30000000000001,308.56029999999959,273.30000000000001,433.39999999999998,992.20000000000005,351.08359999999959,312.94999999999999,487,1032.7,PAIRED_TARGET_FRAME_ERRORS_REACHED,0,1000,1edbbec40e37994a,e3af990788089d94,255c5d1e6ab94f3e,77f84833e1e87f14,s5_complex_pair_v1,COMMON_FRAME_POOL_K300_V1,KNOWN_CONTIGUOUS_ERASURE_5_PERCENT_LLR_ZERO,UNKNOWN_CONTIGUOUS_BURST_5_PERCENT_ISR_10DB_NOMINAL_AWGN_LLR,steady_clock,LLR_TO_DECODE_PAYLOAD_STATUS,10,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f,S5_FORMAL_READINESS_V1,c973fe097586dbb4
S5_FORMAL_20260802,RATE_NEAR_1_2_AWGN_-4.0,0,RATE_NEAR_1_2,AWGN,LDPC_BG2_N640_NMS,DIRECT_LAYERED_NMS,300,640,0.46875,-4,-0.70941280735775258,1.2559432157547903,1000,55855,1000,0.18618333333333334,1,0.18479445088324117,0.18758025243919887,0.99617324151444497,1,1000,0,0,true,32,32,32,32,1000,1,0.10259999999999955,0.10000000000000001,0.29999999999999999,5.0999999999999996,40.4039,37.299999999999997,52.299999999999997,130.40000000000001,0,0,0,0,0.37749999999999989,0.29999999999999999,0.69999999999999996,3.6000000000000001,1.1316999999999893,0.90000000000000002,2.2000000000000002,3.7000000000000002,42.01570000000001,38.899999999999999,54.900000000000006,135.70000000000002,1225.1604999999984,1094.95,1698.0999999999999,3105.1999999999998,1267.1761999999999,1136.4499999999998,1749.8,3155,PAIRED_TARGET_FRAME_ERRORS_REACHED,0,1000,1edbbec40e37994a,cca05f954b97a3a0,e0b8cb15594401d2,df5d39df2c884005,s5_complex_pair_v1,COMMON_FRAME_POOL_K300_V1,KNOWN_CONTIGUOUS_ERASURE_5_PERCENT_LLR_ZERO,UNKNOWN_CONTIGUOUS_BURST_5_PERCENT_ISR_10DB_NOMINAL_AWGN_LLR,steady_clock,LLR_TO_DECODE_PAYLOAD_STATUS,10,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f,S5_FORMAL_READINESS_V1,c973fe097586dbb4
S5_FORMAL_20260802,RATE_NEAR_1_2_AWGN_-3.5,1,RATE_NEAR_1_2,AWGN,CC_R12_BLOCK_FLOAT,SOFT_VITERBI_FULL_BLOCK,300,612,0.49019607843137253,-3.5,-0.40369832574101228,1.1193605692841697,1000,64870,998,0.21623333333333333,0.998,0.21476383807914171,0.21771009568090202,0.99273719213650791,0.99945135641187932,0,0,2,false,NA,NA,NA,NA,NA,NA,0.097899999999999626,0.10000000000000001,0.20000000000000001,0.5,39.387000000000043,36.799999999999997,48,201.09999999999999,0,0,0,0,0.49820000000000136,0.40000000000000002,1,9.4000000000000004,1.0037999999999954,0.80000000000000004,1.3999999999999999,54.399999999999999,40.986899999999999,38.199999999999996,50.400000000000006,207.39999999999998,304.3360000000003,270.80000000000001,417.89999999999998,987.89999999999998,345.32289999999995,309.60000000000002,468.5,1028.8,PAIRED_TARGET_FRAME_ERRORS_REACHED,0,1000,1edbbec40e37994a,e3af990788089d94,81c607c520124fbf,8b9acff3a916d61d,s5_complex_pair_v1,COMMON_FRAME_POOL_K300_V1,KNOWN_CONTIGUOUS_ERASURE_5_PERCENT_LLR_ZERO,UNKNOWN_CONTIGUOUS_BURST_5_PERCENT_ISR_10DB_NOMINAL_AWGN_LLR,steady_clock,LLR_TO_DECODE_PAYLOAD_STATUS,10,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f,S5_FORMAL_READINESS_V1,b8721165c3288cad
S5_FORMAL_20260802,RATE_NEAR_1_2_AWGN_-3.5,1,RATE_NEAR_1_2,AWGN,LDPC_BG2_N640_NMS,DIRECT_LAYERED_NMS,300,640,0.46875,-3.5,-0.20941280735775258,1.1193605692841697,1000,49976,999,0.16658666666666666,0.999,0.1652576071526162,0.16792426469531771,0.99435744140204207,0.99982345362937386,999,0,1,true,31.984999999999999,32,32,32,999,0.999,0.073600000000000249,0.10000000000000001,0.20000000000000001,0.40000000000000002,39.728499999999968,36.600000000000001,50.200000000000003,156.19999999999999,0,0,0,0,0.36819999999999997,0.29999999999999999,0.69999999999999996,6.2000000000000002,0.88969999999999383,0.80000000000000004,1.2,2.7999999999999998,41.060000000000016,37.799999999999997,52.100000000000001,158.19999999999999,1207.482599999998,1095.25,1632.3,2237.5,1248.5425999999982,1133.5999999999999,1683,2286.5,PAIRED_TARGET_FRAME_ERRORS_REACHED,0,1000,1edbbec40e37994a,cca05f954b97a3a0,f835261b921e868a,f9b98bc35d463fc1,s5_complex_pair_v1,COMMON_FRAME_POOL_K300_V1,KNOWN_CONTIGUOUS_ERASURE_5_PERCENT_LLR_ZERO,UNKNOWN_CONTIGUOUS_BURST_5_PERCENT_ISR_10DB_NOMINAL_AWGN_LLR,steady_clock,LLR_TO_DECODE_PAYLOAD_STATUS,10,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f,S5_FORMAL_READINESS_V1,b8721165c3288cad
S5_FORMAL_20260802,RATE_NEAR_1_2_AWGN_-3.0,2,RATE_NEAR_1_2,AWGN,CC_R12_BLOCK_FLOAT,SOFT_VITERBI_FULL_BLOCK,300,612,0.49019607843137253,-3,0.096301674258987724,0.99763115748443987,1000,42094,978,0.14031333333333335,0.97799999999999998,0.13907512187918603,0.14156075614631947,0.96691432665260035,0.98542729223520897,0,0,22,false,NA,NA,NA,NA,NA,NA,0.077400000000000219,0.10000000000000001,0.20000000000000001,0.59999999999999998,40.127900000000025,37.100000000000001,51.100000000000001,189.59999999999999,0,0,0,0,0.52200000000000102,0.40000000000000002,1.5,7.2999999999999998,0.98939999999999417,0.90000000000000002,1.8999999999999999,4.9000000000000004,41.716700000000003,38.5,53.700000000000003,194.29999999999998,310.17540000000025,276.5,436.60000000000002,797,351.89209999999997,315.39999999999998,493.10000000000002,836.89999999999998,PAIRED_TARGET_FRAME_ERRORS_REACHED,0,1000,1edbbec40e37994a,e3af990788089d94,49e252e570ed121d,439ec70409e906bf,s5_complex_pair_v1,COMMON_FRAME_POOL_K300_V1,KNOWN_CONTIGUOUS_ERASURE_5_PERCENT_LLR_ZERO,UNKNOWN_CONTIGUOUS_BURST_5_PERCENT_ISR_10DB_NOMINAL_AWGN_LLR,steady_clock,LLR_TO_DECODE_PAYLOAD_STATUS,10,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f,S5_FORMAL_READINESS_V1,ce9121bc5b0f80f8
S5_FORMAL_20260802,RATE_NEAR_1_2_AWGN_-3.0,2,RATE_NEAR_1_2,AWGN,LDPC_BG2_N640_NMS,DIRECT_LAYERED_NMS,300,640,0.46875,-3,0.29058719264224742,0.99763115748443987,1000,42204,992,0.14068,0.99199999999999999,0.1394404264945984,0.14192877547412799,0.98429366546901986,0.99594080418119402,992,0,8,true,31.838999999999999,32,32,32,992,0.99199999999999999,0.072800000000000142,0.10000000000000001,0.20000000000000001,0.5,40.694600000000008,36.799999999999997,53.299999999999997,214.30000000000001,0,0,0,0,0.39530000000000037,0.29999999999999999,0.69999999999999996,7.2999999999999998,0.93519999999999404,0.80000000000000004,1.2,11.699999999999999,42.097900000000045,37.999999999999993,55.200000000000003,217.00000000000003,1211.8569999999995,1090.25,1674.7,2406.0999999999999,1253.9548999999979,1128.3000000000002,1735.6000000000001,2454,PAIRED_TARGET_FRAME_ERRORS_REACHED,0,1000,1edbbec40e37994a,cca05f954b97a3a0,5fa61499a18697c1,05dc08487428881b,s5_complex_pair_v1,COMMON_FRAME_POOL_K300_V1,KNOWN_CONTIGUOUS_ERASURE_5_PERCENT_LLR_ZERO,UNKNOWN_CONTIGUOUS_BURST_5_PERCENT_ISR_10DB_NOMINAL_AWGN_LLR,steady_clock,LLR_TO_DECODE_PAYLOAD_STATUS,10,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f,S5_FORMAL_READINESS_V1,ce9121bc5b0f80f8
