taskIndex,taskKey,shardId,group,channel,esN0Db,schemePointCount,minFrames,targetFrameErrors,maxFrames,checkpointIntervalFrames,configHash
312,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_-4.0,0,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,-4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
313,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_-3.5,1,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,-3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
314,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_-3.0,2,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,-3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
315,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_-2.5,3,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,-2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
316,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_-2.0,0,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,-2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
317,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_-1.5,1,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,-1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
318,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_-1.0,2,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,-1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
319,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_-0.5,3,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,-0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
320,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_0.0,0,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,0.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
321,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_0.5,1,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
322,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_1.0,2,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
323,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_1.5,3,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
324,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_2.0,0,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
325,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_2.5,1,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
326,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_3.0,2,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
327,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_3.5,3,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
328,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_4.0,0,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
329,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_4.5,1,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
330,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_5.0,2,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
331,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_5.5,3,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,5.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
332,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_6.0,0,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,6.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
333,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_6.5,1,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,6.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
334,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_7.0,2,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,7.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
335,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_7.5,3,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,7.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
336,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_8.0,0,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,8.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
337,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_8.5,1,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,8.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
338,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_9.0,2,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,9.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
339,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_9.5,3,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,9.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
340,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_10.0,0,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,10.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
341,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-5.0,1,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
342,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-4.5,2,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
343,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-4.0,3,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
344,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-3.5,0,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
345,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-3.0,1,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
346,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-2.5,2,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
347,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-2.0,3,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
348,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-1.5,0,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
349,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-1.0,1,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
350,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-0.5,2,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
351,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_0.0,3,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,0.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
352,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_0.5,0,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
353,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_1.0,1,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
354,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_1.5,2,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
355,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_2.0,3,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
356,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_2.5,0,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
357,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_3.0,1,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
358,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_3.5,2,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
359,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_4.0,3,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
360,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_4.5,0,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
361,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_5.0,1,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
362,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_5.5,2,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,5.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
363,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_6.0,3,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,6.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
364,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_6.5,0,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,6.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
365,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_7.0,1,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,7.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
366,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_7.5,2,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,7.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
367,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_8.0,3,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,8.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
368,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_8.5,0,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,8.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
369,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_9.0,1,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,9.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
370,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_9.5,2,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,9.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
371,RATE_NEAR_1_2_UNKNOWN_BURST_5_PERCENT_ISR_10DB_10.0,3,RATE_NEAR_1_2,UNKNOWN_BURST_5_PERCENT_ISR_10DB,10.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
