caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,13,1.500000,segmentCount,0,0,0,0
BCH-B200,13,1.500000,initialSyndromeCount,0,0,0,0
BCH-B200,13,1.500000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,13,1.500000,syndromeCalculationCount,0,0,0,0
BCH-B200,13,1.500000,syndromeBitTestCount,0,0,0,0
BCH-B200,13,1.500000,syndromeXorCount,0,0,0,0
BCH-B200,13,1.500000,syndromeShiftCount,0,0,0,0
BCH-B200,13,1.500000,tableLookupCount,0,0,0,0
BCH-B200,13,1.500000,lookupHitCount,0,0,0,0
BCH-B200,13,1.500000,lookupMissCount,0,0,0,0
BCH-B200,13,1.500000,bitFlipCount,327,0.32700000000000001,5,6
BCH-B200,13,1.500000,postSyndromeCheckCount,1000,1,1,1
BCH-B200,13,1.500000,correctedSegmentCount,0,0,0,0
BCH-B200,13,1.500000,failedSegmentCount,0,0,0,0
BCH-B200,13,1.500000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,13,1.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,13,1.500000,syndromeValueCount,12000,12,12,12
BCH-B200,13,1.500000,syndromeEvaluationCount,3060000,3060,3060,3060
BCH-B200,13,1.500000,bmIterationCount,12000,12,12,12
BCH-B200,13,1.500000,bmDiscrepancyCount,12000,12,12,12
BCH-B200,13,1.500000,bmLocatorUpdateCount,15724,15.724,16,16
BCH-B200,13,1.500000,bmPolynomialCopyCount,5943,5.9429999999999996,6,6
BCH-B200,13,1.500000,chienPositionTestCount,254490,254.49000000000001,255,255
BCH-B200,13,1.500000,chienPolynomialEvaluationCount,254490,254.49000000000001,255,255
BCH-B200,13,1.500000,chienRootCount,1309,1.3089999999999999,5,6
BCH-B200,13,1.500000,gfAddCount,4794848,4794.848,5102.1999999999989,5485
BCH-B200,13,1.500000,gfMultiplyCount,1822628,1822.6279999999999,1837,1837
BCH-B200,13,1.500000,gfDivideCount,5943,5.9429999999999996,6,6
BCH-B200,13,1.500000,gfInverseCount,0,0,0,0
BCH-B200,13,1.500000,locatorDegree,5961,5.9610000000000003,6,7
BCH-B200,13,1.500000,rootCount,1309,1.3089999999999999,5,6
BCH-B200,13,1.500000,decoderFailureCount,939,0.93899999999999995,1,1
BCH-B200,13,1.500000,miscorrectionCount,0,0,0,0
