caseId,configurationId,snrIndex,origin
K300_M511K385,NONE_LREP,23,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,24,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,25,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,26,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,27,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,28,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,29,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,30,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,31,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,32,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,33,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,34,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,35,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,36,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,0,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,1,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,2,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,3,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,4,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,5,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,6,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,7,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,8,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,9,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,10,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,11,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,12,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,13,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,14,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,15,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,16,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,17,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,18,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,19,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,20,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,21,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,22,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,23,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,24,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,25,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,26,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,27,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,28,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,29,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,30,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,31,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,32,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,33,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,34,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,35,reused_verified_baseline_or_k300_l8
K300_M511K385,BEST_LREP,36,reused_verified_baseline_or_k300_l8
