caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,4,-3.000000,segmentCount,0,0,0,0
BCH-B200,4,-3.000000,initialSyndromeCount,0,0,0,0
BCH-B200,4,-3.000000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,4,-3.000000,syndromeCalculationCount,0,0,0,0
BCH-B200,4,-3.000000,syndromeBitTestCount,0,0,0,0
BCH-B200,4,-3.000000,syndromeXorCount,0,0,0,0
BCH-B200,4,-3.000000,syndromeShiftCount,0,0,0,0
BCH-B200,4,-3.000000,tableLookupCount,0,0,0,0
BCH-B200,4,-3.000000,lookupHitCount,0,0,0,0
BCH-B200,4,-3.000000,lookupMissCount,0,0,0,0
BCH-B200,4,-3.000000,bitFlipCount,0,0,0,0
BCH-B200,4,-3.000000,postSyndromeCheckCount,1000,1,1,1
BCH-B200,4,-3.000000,correctedSegmentCount,0,0,0,0
BCH-B200,4,-3.000000,failedSegmentCount,0,0,0,0
BCH-B200,4,-3.000000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,4,-3.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,4,-3.000000,syndromeValueCount,12000,12,12,12
BCH-B200,4,-3.000000,syndromeEvaluationCount,3060000,3060,3060,3060
BCH-B200,4,-3.000000,bmIterationCount,12000,12,12,12
BCH-B200,4,-3.000000,bmDiscrepancyCount,12000,12,12,12
BCH-B200,4,-3.000000,bmLocatorUpdateCount,15893,15.893000000000001,16,16
BCH-B200,4,-3.000000,bmPolynomialCopyCount,5979,5.9790000000000001,6,6
BCH-B200,4,-3.000000,chienPositionTestCount,254235,254.23500000000001,255,255
BCH-B200,4,-3.000000,chienPolynomialEvaluationCount,254235,254.23500000000001,255,255
BCH-B200,4,-3.000000,chienRootCount,974,0.97399999999999998,3,4
BCH-B200,4,-3.000000,gfAddCount,4803039,4803.0389999999998,5125,5461
BCH-B200,4,-3.000000,gfMultiplyCount,1830255,1830.2550000000001,1837,1837
BCH-B200,4,-3.000000,gfDivideCount,5979,5.9790000000000001,6,6
BCH-B200,4,-3.000000,gfInverseCount,0,0,0,0
BCH-B200,4,-3.000000,locatorDegree,5998,5.9980000000000002,6,7
BCH-B200,4,-3.000000,rootCount,974,0.97399999999999998,3,4
BCH-B200,4,-3.000000,decoderFailureCount,1000,1,1,1
BCH-B200,4,-3.000000,miscorrectionCount,0,0,0,0
