caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,25,7.500000,segmentCount,0,0,0,0
BCH-B200,25,7.500000,initialSyndromeCount,0,0,0,0
BCH-B200,25,7.500000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,25,7.500000,syndromeCalculationCount,0,0,0,0
BCH-B200,25,7.500000,syndromeBitTestCount,0,0,0,0
BCH-B200,25,7.500000,syndromeXorCount,0,0,0,0
BCH-B200,25,7.500000,syndromeShiftCount,0,0,0,0
BCH-B200,25,7.500000,tableLookupCount,0,0,0,0
BCH-B200,25,7.500000,lookupHitCount,0,0,0,0
BCH-B200,25,7.500000,lookupMissCount,0,0,0,0
BCH-B200,25,7.500000,bitFlipCount,4945,0.098900000000000002,1,3
BCH-B200,25,7.500000,postSyndromeCheckCount,50000,1,1,1
BCH-B200,25,7.500000,correctedSegmentCount,0,0,0,0
BCH-B200,25,7.500000,failedSegmentCount,0,0,0,0
BCH-B200,25,7.500000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,25,7.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,25,7.500000,syndromeValueCount,600000,12,12,12
BCH-B200,25,7.500000,syndromeEvaluationCount,153000000,3060,3060,3060
BCH-B200,25,7.500000,bmIterationCount,56352,1.12704,12,12
BCH-B200,25,7.500000,bmDiscrepancyCount,56352,1.12704,12,12
BCH-B200,25,7.500000,bmLocatorUpdateCount,4955,0.099099999999999994,1,4
BCH-B200,25,7.500000,bmPolynomialCopyCount,4945,0.098900000000000002,1,3
BCH-B200,25,7.500000,chienPositionTestCount,1197480,23.9496,255,255
BCH-B200,25,7.500000,chienPolynomialEvaluationCount,1197480,23.9496,255,255
BCH-B200,25,7.500000,chienRootCount,4945,0.098900000000000002,1,3
BCH-B200,25,7.500000,gfAddCount,151295411,3025.9082199999998,3510,4447
BCH-B200,25,7.500000,gfMultiplyCount,2517287,50.345739999999999,522,1051
BCH-B200,25,7.500000,gfDivideCount,4945,0.098900000000000002,1,3
BCH-B200,25,7.500000,gfInverseCount,0,0,0,0
BCH-B200,25,7.500000,locatorDegree,4945,0.098900000000000002,1,3
BCH-B200,25,7.500000,rootCount,4945,0.098900000000000002,1,3
BCH-B200,25,7.500000,decoderFailureCount,0,0,0,0
BCH-B200,25,7.500000,miscorrectionCount,0,0,0,0
