payloadLength,caseName,encodedLength,frameRate,redundancyBits,decoderType,correctionStructure,EbN0AtFer1e1,EbN0AtFer1e2,EbN0AtFer1e3,avgDecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,miscorrectionRateAtRepresentativePoint,decoderFailureRateAtRepresentativePoint,representativePointEbN0Db,representativePointFer,complexitySummary,recommendation
200,BCH-S200,285,0.7017543859649122,85,SYNDROME_LOOKUP,"19 shortened BCH(15,11) segments",6.202887049173538,7.593497696726304,,14.832468461741842,23.5,45.1,758.5,0.011385631333257429,0,7.5,0.011385631333257429,"19 shortened BCH(15,11) segments",Prefer when tiny fixed lookup blocks and regular parallel structure dominate
200,BCH-B200,248,0.8064516129032258,48,BERLEKAMP_MASSEY_CHIEN,"shortened BCH(255,207), t=6",4.587445581288869,5.348166343479317,5.847226188212811,47.710816871160745,75.6,131.1050000000001,1252.7,0,0.012215232394796311,5.2999999999999998,0.012215232394796311,"shortened BCH(255,207), t=6","Prefer for AWGN performance, rate, and compact codeword"
300,BCH-S300,420,0.7142857142857143,120,SYNDROME_LOOKUP,"28 shortened BCH(15,11) segments",6.413944588341992,7.709326504789244,8.66224051743405,21.967041418937807,35.7,83.5010000000002,5470.4,0.0084012433840208352,0,7.7999999999999998,0.0084012433840208352,"28 shortened BCH(15,11) segments",Prefer when tiny fixed lookup blocks and regular parallel structure dominate
300,BCH-B300,390,0.7692307692307693,90,BERLEKAMP_MASSEY_CHIEN,"shortened BCH(511,421), t=10",4.545055155041064,5.157329769435952,,127.74007446587723,274.9400000000001,548.0330000000007,3061.7,0,0.0081903435849133878,5.2000000000000002,0.0081903435849133878,"shortened BCH(511,421), t=10","Prefer for AWGN performance, rate, and compact codeword"
