caseId,legendLabel,styleId,ebn0Db,actualRate,snrLinear,snrDb,rawY,plotY,isZeroObserved,plotSurrogateUsed,plotSurrogateFormula,sourceCsv,sourceRowId
K200_S15,分块200,STYLE_1,8,0.70175438596491224,8.8555416769149939,9.4721513131945212,0.0086119999999999999,0.0086119999999999999,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_S15:0
K200_S15,分块200,STYLE_1,12,0.70175438596491224,22.244114981910361,13.472151313194521,0.00049088771310993532,0.00049088771310993532,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_S15:1
K200_S15,分块200,STYLE_1,16,0.70175438596491224,55.874690603999625,17.472151313194523,6.7000000000000002e-06,6.7000000000000002e-06,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_S15:2
K200_M255K207,255整块200,STYLE_2,6,0.80645161290322576,6.421083396024148,8.0760831050174602,0.021024000000000001,0.021024000000000001,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M255K207:0
K200_M255K207,255整块200,STYLE_2,8,0.80645161290322576,10.176731362583762,10.07608310501746,0.001993,0.001993,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M255K207:1
K200_M255K207,255整块200,STYLE_2,10,0.80645161290322576,16.129032258064516,12.07608310501746,6.0800000000000001e-05,6.0800000000000001e-05,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M255K207:2
K200_M511K421,421整块200,STYLE_3,4,0.68965517241379315,3.4646709400132147,5.3966199342900634,0.067989999999999995,0.067989999999999995,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K421:0
K200_M511K421,421整块200,STYLE_3,6,0.68965517241379315,5.4911333869447896,7.3966199342900634,0.023234999999999999,0.023234999999999999,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K421:1
K200_M511K421,421整块200,STYLE_3,8,0.68965517241379315,8.7028599238647359,9.3966199342900634,0.0012969547070644614,0.0012969547070644614,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K421:2
K200_M511K385,385整块200,STYLE_4,3,0.61349693251533743,2.4481746195937171,3.888423912600234,0.097644999999999996,0.097644999999999996,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K385:0
K200_M511K385,385整块200,STYLE_4,5,0.61349693251533743,3.8800952885501592,5.888423912600234,0.053950999999999999,0.053950999999999999,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K385:1
K200_M511K385,385整块200,STYLE_4,7,0.61349693251533743,6.1495366089235857,7.888423912600234,0.00564,0.00564,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K385:2
