caseId,legendLabel,styleId,ebn0Db,actualRate,snrLinear,snrDb,rawY,plotY,isZeroObserved,plotSurrogateUsed,plotSurrogateFormula,sourceCsv,sourceRowId
K200_S15,分块200,STYLE_1,8,0.70175438596491224,8.8555416769149939,9.4721513131945212,5009.8199999999997,5.0098199999999995,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_S15:0
K200_S15,分块200,STYLE_1,12,0.70175438596491224,22.244114981910361,13.472151313194521,5004.7227121301194,5.0047227121301194,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_S15:1
K200_S15,分块200,STYLE_1,16,0.70175438596491224,55.874690603999625,17.472151313194523,5903.192,5.9031919999999998,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_S15:2
K200_M255K207,255整块200,STYLE_2,6,0.80645161290322576,6.421083396024148,8.0760831050174602,4469.4799999999996,4.4694799999999999,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M255K207:0
K200_M255K207,255整块200,STYLE_2,8,0.80645161290322576,10.176731362583762,10.07608310501746,4783.4200000000001,4.7834200000000004,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M255K207:1
K200_M255K207,255整块200,STYLE_2,10,0.80645161290322576,16.129032258064516,12.07608310501746,5677.3360000000002,5.6773360000000004,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M255K207:2
K200_M511K421,421整块200,STYLE_3,4,0.68965517241379315,3.4646709400132147,5.3966199342900634,9567.1399999999994,9.5671400000000002,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K421:0
K200_M511K421,421整块200,STYLE_3,6,0.68965517241379315,5.4911333869447896,7.3966199342900634,5429.3999999999996,5.4293999999999993,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K421:1
K200_M511K421,421整块200,STYLE_3,8,0.68965517241379315,8.7028599238647359,9.3966199342900634,7513.835214098006,7.5138352140980063,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K421:2
K200_M511K385,385整块200,STYLE_4,3,0.61349693251533743,2.4481746195937171,3.888423912600234,8010.3199999999997,8.0103200000000001,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K385:0
K200_M511K385,385整块200,STYLE_4,5,0.61349693251533743,3.8800952885501592,5.888423912600234,10523.5,10.5235,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K385:1
K200_M511K385,385整块200,STYLE_4,7,0.61349693251533743,6.1495366089235857,7.888423912600234,8139.04,8.1390399999999996,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K385:2
