caseId,legendLabel,styleId,ebn0Db,actualRate,snrLinear,snrDb,rawY,plotY,isZeroObserved,plotSurrogateUsed,plotSurrogateFormula,sourceCsv,sourceRowId
K200_S15,分块200,STYLE_1,8,0.70175438596491224,8.8555416769149939,9.4721513131945212,0.50860000000000005,0.50860000000000005,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_S15:0
K200_S15,分块200,STYLE_1,12,0.70175438596491224,22.244114981910361,13.472151313194521,0.039192631785224377,0.039192631785224377,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_S15:1
K200_S15,分块200,STYLE_1,16,0.70175438596491224,55.874690603999625,17.472151313194523,0.00059999999999999995,0.00059999999999999995,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_S15:2
K200_M255K207,255整块200,STYLE_2,6,0.80645161290322576,6.421083396024148,8.0760831050174602,0.55059999999999998,0.55059999999999998,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M255K207:0
K200_M255K207,255整块200,STYLE_2,8,0.80645161290322576,10.176731362583762,10.07608310501746,0.060999999999999999,0.060999999999999999,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M255K207:1
K200_M255K207,255整块200,STYLE_2,10,0.80645161290322576,16.129032258064516,12.07608310501746,0.00192,0.00192,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M255K207:2
K200_M511K421,421整块200,STYLE_3,4,0.68965517241379315,3.4646709400132147,5.3966199342900634,0.98119999999999996,0.98119999999999996,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K421:0
K200_M511K421,421整块200,STYLE_3,6,0.68965517241379315,5.4911333869447896,7.3966199342900634,0.49220000000000003,0.49220000000000003,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K421:1
K200_M511K421,421整块200,STYLE_3,8,0.68965517241379315,8.7028599238647359,9.3966199342900634,0.030916679548616478,0.030916679548616478,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K421:2
K200_M511K385,385整块200,STYLE_4,3,0.61349693251533743,2.4481746195937171,3.888423912600234,0.99939999999999996,0.99939999999999996,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K385:0
K200_M511K385,385整块200,STYLE_4,5,0.61349693251533743,3.8800952885501592,5.888423912600234,0.84699999999999998,0.84699999999999998,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K385:1
K200_M511K385,385整块200,STYLE_4,7,0.61349693251533743,6.1495366089235857,7.888423912600234,0.1104,0.1104,false,false,NONE,results/stage08_multipath_formal_results.csv,K200_M511K385:2
