caseId,legendLabel,styleId,ebn0Db,actualRate,snrLinear,snrDb,rawY,plotY,isZeroObserved,plotSurrogateUsed,plotSurrogateFormula,sourceCsv,sourceRowId
K300_S15,分块300,STYLE_1,8,0.7142857142857143,9.0136763497170485,9.5490195998574325,0.63180000000000003,0.63180000000000003,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_S15:0
K300_S15,分块300,STYLE_1,12,0.7142857142857143,22.641331320873046,13.549019599857433,0.060199999999999997,0.060199999999999997,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_S15:1
K300_S15,分块300,STYLE_1,16,0.7142857142857143,56.872452936213911,17.549019599857431,0.00096000000000000002,0.00096000000000000002,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_S15:2
K300_M255K207,255双块300,STYLE_2,6,0.75757575757575757,6.0319268265681396,7.8045606445813132,0.68820000000000003,0.68820000000000003,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M255K207:0
K300_M255K207,255双块300,STYLE_2,8,0.75757575757575757,9.5599597648514134,9.8045606445813132,0.087800000000000003,0.087800000000000003,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M255K207:1
K300_M255K207,255双块300,STYLE_2,10,0.75757575757575757,15.15151515151515,11.804560644581313,0.0039199999999999999,0.0039199999999999999,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M255K207:2
K300_M511K421,421整块300,STYLE_3,6,0.76923076923076927,6.1247257008230349,7.8708664335714449,0.65159999999999996,0.65159999999999996,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K421:0
K300_M511K421,421整块300,STYLE_3,8,0.76923076923076927,9.7070360689260511,9.8708664335714449,0.041200000000000001,0.041200000000000001,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K421:1
K300_M511K421,421整块300,STYLE_3,10,0.76923076923076927,15.384615384615383,11.870866433571445,0.00032000000000000003,0.00032000000000000003,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K421:2
K300_M511K385,385整块300,STYLE_4,5,0.70422535211267601,4.4539121974202525,6.4874165128092471,0.91720000000000002,0.91720000000000002,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K385:0
K300_M511K385,385整块300,STYLE_4,7,0.70422535211267601,7.0589751215108762,8.4874165128092471,0.1384,0.1384,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K385:1
K300_M511K385,385整块300,STYLE_4,9,0.70422535211267601,11.187721615834951,10.487416512809247,0.00088000000000000003,0.00088000000000000003,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K385:2
