caseId,targetLength,actualLength,actualRate,Zc,fillerLength,rankHp,algorithm,alpha,snrDb,esN0Db,ebN0Db,sigmaSquared,frames,bitErrors,frameErrors,BER,FER,avgIterations,medianIterations,p95Iterations,maxUsedIterations,earlyStopRate,maxIterationRate,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,avgFinalSyndromeWeight,validCodewordRate,nanInfCount,edgeCount,checkNodeUpdates,variableNodeUpdates,messageUpdates,tanhOperations,atanhOperations,absOperations,comparisonOperations,min1Min2Updates,signOperations,alphaMultiplications,decoderMemoryBytes,payloadSeed,noiseSeed,noiseGroupId,frameStart,frameEnd,runId,alphaCalibrationFrameRange,smokeEvaluationFrameRange,stopReason,status,series,avg_check_node_updates,avg_variable_node_updates,avg_edge_message_updates,avg_normalized_complexity
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_SPA_BP,0,2.5,2.5,5.2106677228653799,0.28117066259517454,300,811,254,0.0090111111111111104,0.84666666666666668,14.32,2,32,32,0.58666666666666667,0.41333333333333333,628.11299999999983,116.8,1851.7900000000002,2896.5,0.56000000000000005,0.58666666666666667,0,784,481152,3368064,3368064,6736128,3368064,0,0,0,0,0,11312,2026072001,2026968361,560,40000,40299,1212001,,40000:40299,MAX_FRAMES_REACHED,PASS,BP,1603.84,11226.88,11226.88,11226.88
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.59999999999999998,2.5,2.5,5.2106677228653799,0.28117066259517454,300,916,275,0.010177777777777779,0.91666666666666663,30.07,32,32,32,0.063333333333333339,0.93666666666666665,282.75866666666656,255.34999999999999,441.255,903.20000000000005,3.2033333333333331,0.063333333333333339,0,784,1010352,7072464,7072464,0,0,7072464,14144928,4276820,7072464,7072464,11312,2026072001,2026968361,560,40000,40299,1212001,,40000:40299,MAX_FRAMES_REACHED,PASS,NMS (α=0.60),3367.84,23574.88,23574.88,23574.88
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.65000000000000002,2.5,2.5,5.2106677228653799,0.28117066259517454,300,885,273,0.0098333333333333328,0.91000000000000003,29.460000000000001,32,32,32,0.083333333333333329,0.91666666666666663,261.03366666666653,243.94999999999999,417.55500000000012,666.5,2.6933333333333334,0.083333333333333329,0,784,989856,6928992,6928992,0,0,6928992,13857984,4197621,6928992,6928992,11312,2026072001,2026968361,560,40000,40299,1212001,,40000:40299,MAX_FRAMES_REACHED,PASS,NMS (α=0.65),3299.52,23096.64,23096.64,23096.64
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.69999999999999996,2.5,2.5,5.2106677228653799,0.28117066259517454,300,842,264,0.0093555555555555562,0.88,27.763333333333332,32,32,32,0.14000000000000001,0.85999999999999999,249.79400000000012,241.09999999999999,431.95000000000016,624.89999999999998,2.1333333333333333,0.14000000000000001,0,784,932848,6529936,6529936,0,0,6529936,13059872,3959972,6529936,6529936,11312,2026072001,2026968361,560,40000,40299,1212001,,40000:40299,MAX_FRAMES_REACHED,PASS,NMS (α=0.70),3109.4933333333333,21766.453333333335,21766.453333333335,21766.453333333335
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.75,2.5,2.5,5.2106677228653799,0.28117066259517454,300,828,262,0.0091999999999999998,0.87333333333333329,25.446666666666665,32,32,32,0.21666666666666667,0.78333333333333333,229.6756666666667,238.40000000000001,436.90500000000014,747.29999999999995,1.7266666666666666,0.21666666666666667,0,784,855008,5985056,5985056,0,0,5985056,11970112,3633176,5985056,5985056,11312,2026072001,2026968361,560,40000,40299,1212001,,40000:40299,MAX_FRAMES_REACHED,PASS,NMS (α=0.75),2850.0266666666666,19950.18666666667,19950.18666666667,19950.18666666667
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.80000000000000004,2.5,2.5,5.2106677228653799,0.28117066259517454,300,805,260,0.0089444444444444441,0.8666666666666667,23.633333333333333,32,32,32,0.27666666666666667,0.72333333333333338,210.98066666666676,237.09999999999999,415.12,581.79999999999995,1.4033333333333333,0.27666666666666667,0,784,794080,5558560,5558560,0,0,5558560,11117120,3377978,5558560,5558560,11312,2026072001,2026968361,560,40000,40299,1212001,,40000:40299,MAX_FRAMES_REACHED,PASS,NMS (α=0.80),2646.9333333333334,18528.533333333333,18528.533333333333,18528.533333333333
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.84999999999999998,2.5,2.5,5.2106677228653799,0.28117066259517454,300,807,259,0.0089666666666666662,0.86333333333333329,20.609999999999999,32,32,32,0.37666666666666665,0.62333333333333329,187.56333333333328,234.64999999999998,409.91500000000002,761.70000000000005,1.0533333333333332,0.37666666666666665,0,784,692496,4847472,4847472,0,0,4847472,9694944,2948258,4847472,4847472,11312,2026072001,2026968361,560,40000,40299,1212001,,40000:40299,MAX_FRAMES_REACHED,PASS,NMS (α=0.85),2308.32,16158.24,16158.24,16158.24
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.90000000000000002,2.5,2.5,5.2106677228653799,0.28117066259517454,300,814,256,0.0090444444444444452,0.85333333333333339,15.483333333333333,2,32,32,0.54666666666666663,0.45333333333333331,141.35333333333332,28.399999999999999,393.755,576.29999999999995,0.64333333333333331,0.54666666666666663,0,784,520240,3641680,3641680,0,0,3641680,7283360,2211292,3641680,3641680,11312,2026072001,2026968361,560,40000,40299,1212001,,40000:40299,MAX_FRAMES_REACHED,PASS,NMS (α=0.90),1734.1333333333334,12138.933333333332,12138.933333333332,12138.933333333332
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.94999999999999996,2.5,2.5,5.2106677228653799,0.28117066259517454,300,826,257,0.0091777777777777778,0.85666666666666669,9.4033333333333342,2,32,32,0.75,0.25,87.876666666666694,19.950000000000003,367.05500000000006,621.60000000000002,0.31333333333333335,0.75,0,784,315952,2211664,2211664,0,0,2211664,4423328,1344104,2211664,2211664,11312,2026072001,2026968361,560,40000,40299,1212001,,40000:40299,MAX_FRAMES_REACHED,PASS,NMS (α=0.95),1053.1733333333334,7372.213333333333,7372.213333333333,7372.213333333333
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,1,2.5,2.5,5.2106677228653799,0.28117066259517454,300,835,256,0.0092777777777777772,0.85333333333333339,1.96,2,3,4,1,0,21.785333333333323,18.649999999999999,36.805,234.40000000000001,0,1,0,784,65856,460992,460992,0,0,460992,921984,282996,460992,460992,11312,2026072001,2026968361,560,40000,40299,1212001,,40000:40299,MAX_FRAMES_REACHED,PASS,MS (α=1.00),219.52,1536.64,1536.64,1536.64
