stageId,runId,gitCommit,caseId,legendLabel,payloadLength,encodedLength,actualRate,motherN,motherK,motherT,blockCount,interleaverMode,interleaverDepth,interleaverRows,interleaverColumns,interleaverBlockCount,interleaverSeed,permutationFile,permutationSha256,burstLengthIndex,burstLengthBits,burstRatio,masterSeed,framesProcessed,payloadBitsProcessed,payloadErrorBits,payloadErrorFrames,decoderDeclaredSuccessFrames,decoderDeclaredFailureFrames,trueSuccessFrames,miscorrectionFrames,undetectedErrorFrames,affectedCodeBlocksTotal,meanAffectedCodeBlocks,maxAffectedCodeBlocks,maxErrorsInOneCodeBlockObserved,meanMaxErrorsInOneCodeBlock,interleaverApplyTimeTotalNs,deinterleaverApplyTimeTotalNs,decoderTimeTotalNs,interleaverTimeMeanNs,deinterleaverTimeMeanNs,decoderTimeMeanNs,decoderTimeP50Ns,decoderTimeP95Ns,decoderTimeP99Ns,decoderTimeMaxNs,interleaverBufferBits,interleaverBufferBytes,interleaverStartupDelayBits,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,stopReason,checkpointPath,resultSha256
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,BLOCK,8,0,36,8,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,b00e0066407eab7f2b2598c86c3c145c7be81dc1f67896a63cb4e42c7d71e481,0,1,0.0035087719298245615,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,1,1,83196500,45333800,480295500,1663,906,9605,7900,10100,35500,12004600,285,36,285,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_BLOCK_D8_L1.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,BLOCK,8,0,36,8,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,b00e0066407eab7f2b2598c86c3c145c7be81dc1f67896a63cb4e42c7d71e481,4,8,0.028070175438596492,1397048147,1000,200000,1758,774,1000,0,226,774,0,7174,7.1740000000000004,8,2,1.821,637700,694000,7237800,637,694,7237,6000,10100,13900,27300,285,36,285,0.0087899999999999992,0.77400000000000002,0,0.77400000000000002,0,0.22600000000000001,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_BLOCK_D8_L8.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,BLOCK,8,0,36,8,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,b00e0066407eab7f2b2598c86c3c145c7be81dc1f67896a63cb4e42c7d71e481,8,30,0.10526315789473684,1397048147,1000,200000,25788,1000,1000,0,0,1000,0,9380,9.3800000000000008,10,5,4.5430000000000001,691600,733000,8215300,691,733,8215,8500,10400,12500,25300,285,36,285,0.12894,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_BLOCK_D8_L30.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,8,8,36,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,2b312269240f77dde40f544b6f57c8a9c6c3d3ebdf8b3cced607cce08e57df4f,3,5,0.017543859649122806,1397048147,50000,10000000,0,0,50000,0,50000,0,0,250000,5,5,1,1,33128100,35146700,357395100,662,702,7147,5800,9700,14400,785100,285,36,285,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D8_L5.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,8,8,36,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,2b312269240f77dde40f544b6f57c8a9c6c3d3ebdf8b3cced607cce08e57df4f,7,20,0.070175438596491224,1397048147,1000,200000,18841,1000,1000,0,0,1000,0,8793,8.7929999999999993,10,3,3,566700,656400,6669000,566,656,6669,6000,9900,10500,95600,285,36,285,0.094204999999999997,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D8_L20.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,PSEUDORANDOM,8,0,36,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,63fb1b01aa485e46b6779f3c63933326a6531c0209aaf6b5db394efa80200e1e,2,3,0.010526315789473684,1397048147,1069,213800,475,200,1069,0,869,200,0,3007,2.8129092609915811,3,2,1.1870907390084191,592500,681800,6284500,554,637,5878,5400,8600,11400,89100,285,36,285,0.0022217025257249765,0.18709073900841908,0,0.18709073900841908,0,0.8129092609915809,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_PSEUDORANDOM_D8_L3.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,PSEUDORANDOM,8,0,36,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,63fb1b01aa485e46b6779f3c63933326a6531c0209aaf6b5db394efa80200e1e,6,15,0.052631578947368418,1397048147,1000,200000,8397,1000,1000,0,0,1000,0,10390,10.390000000000001,13,5,2.8959999999999999,665400,734800,7615400,665,734,7615,6300,10700,15300,42900,285,36,285,0.041985000000000001,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_PSEUDORANDOM_D8_L15.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,BLOCK,8,0,31,8,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,2e5ebe72548d9088e1c555dcccc5100c323eb852fdc43aad20d0da0d58b4b988,1,2,0.0080645161290322578,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,2,2,57841700,68074800,1152406100,1156,1361,23048,15400,32800,127100,22060800,248,31,248,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage15_interleaving_formal_K200_M255K207_BLOCK_D8_L2.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,BLOCK,8,0,31,8,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,2e5ebe72548d9088e1c555dcccc5100c323eb852fdc43aad20d0da0d58b4b988,5,10,0.040322580645161289,1397048147,1000,200000,8017,1000,0,1000,0,0,0,1000,1,1,10,10,871900,1105900,41630200,871,1105,41630,21500,90600,339600,3465800,248,31,248,0.040085000000000003,1,1,0,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_M255K207_BLOCK_D8_L10.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,ROW_COLUMN,8,8,31,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,92f8f881ee29e8ccc62f3288fa7276bfe40326d4b12fa44d558e60977239076a,0,1,0.0040322580645161289,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,1,1,74128900,76069700,1321183300,1482,1521,26423,14700,45000,219100,17227600,248,31,248,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage15_interleaving_formal_K200_M255K207_ROW_COLUMN_D8_L1.json,
