caseName,ebn0Db,snrIndex,frameIndex,noiseHash,channelHardBitErrors,decodedBitErrors,trueSuccess,reportedSuccess,miscorrected,decoderFailure,frameStatus
BCH-S300,6,3,0,f982df43ee32878e99a1ba265e365a0ca92a44aa41b67ce81341721a0848e3d2,3,3,0,1,1,0,CORRECTED
BCH-S300,6,3,1,24f57e826ff0a84768810077152fa942706cd3027d44fa6b313bb18a0b7d2971,3,0,1,1,0,0,CORRECTED
BCH-S300,6,3,2,e780cec503e20f638c9b88e9c35e8a6dfbc36a852768cc88d94061ba4660c488,4,0,1,1,0,0,CORRECTED
BCH-S300,6,3,3,b6c7d24979d473bace7985b9967ee11f645328164ad4be3664dbd1975df1c899,5,0,1,1,0,0,CORRECTED
BCH-S300,6,3,4,b2a132c0eb823caa790b91288d0fd629498efda7b958f97efc4aabe31bc1e86f,0,0,1,1,0,0,NO_ERROR
BCH-S300,6,3,5,216501b16a753bd534796b3afc8b5bd59139c6c1a8f43fb90105596bc575578c,2,0,1,1,0,0,CORRECTED
BCH-S300,6,3,6,15a416526e5f11cc9621b81dda97b22450bb486e52dede543c0182be094212ec,2,0,1,1,0,0,CORRECTED
BCH-S300,6,3,7,d95187014322f2aae24fe43faf672ca6b661036724b6eeef6350cbe7645a9d29,4,0,1,1,0,0,CORRECTED
BCH-S300,6,3,8,fd04bec1a7423e288a95873648491e8d6c56b6f021fecd6c52314092a6d60c29,4,0,1,1,0,0,CORRECTED
BCH-S300,6,3,9,d975641acbf5f4dec39b1184241414cbca21c3e2316ffd35507f5e8e5d7c13cd,3,0,1,1,0,0,CORRECTED
BCH-S300,6,3,10,ad00bc706757b1e513494d04aaa4b94a5b6419c7690fe37e92cce91bbd2c55f0,3,0,1,1,0,0,CORRECTED
BCH-S300,6,3,11,bc7e09573f33bc842288c17b24b93d8877abdba08f39f72a99fed71887f54edb,0,0,1,1,0,0,NO_ERROR
BCH-S300,6,3,12,fe249ffdf0389c33f9eff21427081383cae7252c1b132c8810ad148d16c485e0,4,0,1,1,0,0,CORRECTED
BCH-S300,6,3,13,0493035f51c4f81d9f6d060e6c2380c7333ae67c42cdebfb61fa7c95a02c5614,1,0,1,1,0,0,CORRECTED
BCH-S300,6,3,14,cd83b83b5e5e407f8dd64e2d9881e29da863eebee387035d91258620778593ed,2,0,1,1,0,0,CORRECTED
BCH-S300,6,3,15,2a92cf4945377ccf54bebe0fa3405cf03faa3b3bd0300ea7bd8cc6b03a2b5bb3,7,0,1,1,0,0,CORRECTED
BCH-S300,6,3,16,06ad8cbbf5a64430a42826cd4ad565875c365336db973393dd4327528e31351b,3,0,1,1,0,0,CORRECTED
BCH-S300,6,3,17,3a7d03da7a52dcb5e2f170c491708f3571ab0a88a6210f175c486ef32362a8c9,3,0,1,1,0,0,CORRECTED
BCH-S300,6,3,18,e7ac83d591488a86c3ae70e2775fccbfa911ea70418907dae2b5d9d115fdead4,2,0,1,1,0,0,CORRECTED
BCH-S300,6,3,19,7fb9620c44287f0523fdcd58c769b56fae4ff24f921b3a3261b891df251a10ec,2,0,1,1,0,0,CORRECTED
BCH-S300,6,3,20,2b13b3402b364a9d5f7ce50de84d7daa344f837d5d371dc2955c5aee165c1afd,1,0,1,1,0,0,CORRECTED
BCH-S300,6,3,21,28a93339e9a96b3b57a3515c94ba99adb37ff301dbd1047df3c622b7076c7569,10,4,0,1,1,0,CORRECTED
BCH-S300,6,3,22,c6ee54ae0a43f8486c8b8bd6428a86fa933478f62f9459006a2b115438911fdc,3,0,1,1,0,0,CORRECTED
BCH-S300,6,3,23,34e6948dff573f70e360816418cf505a776929d89bb89129b6a9bcb88fa1e96d,0,0,1,1,0,0,NO_ERROR
BCH-S300,6,3,24,a211df0ea6406101225059139ac54b3ce6ce9eafd9c1c38f3483c4ebdf39afaa,5,0,1,1,0,0,CORRECTED
BCH-S300,6,3,25,fc825958a3ab0257a8369d2c5975f3a41ac74fc467f9bbda703ef56f1df6b77a,0,0,1,1,0,0,NO_ERROR
BCH-S300,6,3,26,580a63e78a95f3cec8672aa15709781b24178646e80eb3127de417d7494fc2e2,2,0,1,1,0,0,CORRECTED
BCH-S300,6,3,27,fd1bc9705ecd7379011790df95f416906708f3bc9316ce575547184a79edd725,4,0,1,1,0,0,CORRECTED
BCH-S300,6,3,28,b13e67b934215e14241a2955a6f8860dcda6000673f6408ea553a00a80499357,3,0,1,1,0,0,CORRECTED
BCH-S300,6,3,29,7e1faf76ef27a41889ecd86006b4d32b015691190f843053d43d2b05f388edb2,2,0,1,1,0,0,CORRECTED
BCH-S300,6,3,30,c894ee0f0212b1923d6f6f94b2ae2bdea2aa2785069de3dddf030c1ce9c46239,3,0,1,1,0,0,CORRECTED
BCH-S300,6,3,31,32f8ab240d30835108219708fc4a68a48c7dc4f54cbc39c39462de8d95fe8391,1,0,1,1,0,0,CORRECTED
BCH-S300,6,3,32,358fdaaf0a9558f5896f3c4f68b8d0d91e29eaa45a6e01e66fefa8b32cfd7755,2,0,1,1,0,0,CORRECTED
BCH-S300,6,3,33,cefa9016754d9d835daabfbc3dcf9ed10ad3433d6c6f1072dad0cf3df00510fa,4,0,1,1,0,0,CORRECTED
BCH-S300,6,3,34,e8617181ec59dc1e5ac0088bf1539d112e13188d72ca42a8c2e4f7aecfa7a2ca,3,0,1,1,0,0,CORRECTED
BCH-S300,6,3,35,e12c9e12223ab89b66d1fae6b0443c9f252504c63ad70f1a4266398ba837c5ca,4,0,1,1,0,0,CORRECTED
BCH-S300,6,3,36,35e62b34538da891f2aa7e098da005769114fd3d663774225d1105a0992d8a04,8,3,0,1,1,0,CORRECTED
BCH-S300,6,3,37,2884f40e8e3aaaf42816865151c2f688f0acb11da0192d80b170a7099b21bbcd,2,0,1,1,0,0,CORRECTED
