schemaVersion,stage,channelType,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,sourcePayloadEbN0Db,snrDb,noisePolicyVersion,initialPhaseDeg,frameRotationDeg,compensationMode,attenuationDb,completeBlockage,blockageLength,blockageStartPolicy,burstMode,burstLength,burstStartPolicy,burstInjectionDomain,backgroundAwgnEnabled,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,channelHardBER,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,avgTotalReceiverTimeUs,medianReceiverTimeUs,p95ReceiverTimeUs,p99ReceiverTimeUs,maxReceiverTimeUs,minFrames,targetFrameErrors,maxFrames,stopReason,checkpointCount,resumeCount,shardIndex,shardCount,configHash,gitCommit
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,BURST,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,0,-1.5381486434452905,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,FRAME_START,POST_HARD_DECISION_BIT_FLIP,0,5000,1000000,5000,5000,0.0035087719298245615,0,0,0,0,5000,1,5000,1,0,0,0,0,16.545460000000034,12.9,24.800000000000001,58.608000000000182,1278,18.174060000000029,14.4,27.399999999999999,68.117000000000374,1279.7,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,5a6c91027529ef7f8d560c5998cc2d36a0701ce6a3a9b3e86e7655ce813c009a,WORKTREE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,BURST,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,0,-1.5381486434452905,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,FRAME_END,POST_HARD_DECISION_BIT_FLIP,0,5000,1000000,5000,5000,0.0035087719298245615,0,0,0,0,5000,1,5000,1,0,0,0,0,14.419159999999975,11.5,21.399999999999999,38.708000000000176,308.19999999999999,15.800079999999967,12.699999999999999,23.405000000000015,42.005000000000109,309.5,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,976bdd63033c641862a40e2808e6ffdd9d4958ade88ff90c656cdaa31e8834a1,WORKTREE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,BURST,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,0,-1.5381486434452905,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,SEGMENT_INTERIOR,POST_HARD_DECISION_BIT_FLIP,0,5000,1000000,5000,5000,0.0035087719298245615,0,0,0,0,5000,1,5000,1,0,0,0,0,14.544040000000043,11.4,22.399999999999999,48.006000000000128,221.09999999999999,15.969400000000038,12.6,24.899999999999999,52.011000000000237,223.5,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,6dcdbb924b5a214adaec865edd655035485b9ba2f4141e6245b67abab922d8c7,WORKTREE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,BURST,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,0,-1.5381486434452905,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,ONE_BEFORE_SEGMENT_BOUNDARY,POST_HARD_DECISION_BIT_FLIP,0,5000,1000000,5000,5000,0.0035087719298245615,0,0,0,0,5000,1,5000,1,0,0,0,0,15.197719999999984,13.1,21.899999999999999,41.101000000000028,374.30000000000001,16.698719999999987,14.550000000000001,24.100000000000001,46.904000000000082,377.39999999999998,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,532dd566aee0b0e0d8f68c312e9c7c55375acc46c3f21a1bb01fea6b3f349472,WORKTREE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,BURST,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,0,-1.5381486434452905,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,ON_SEGMENT_BOUNDARY,POST_HARD_DECISION_BIT_FLIP,0,5000,1000000,5000,5000,0.0035087719298245615,0,0,0,0,5000,1,5000,1,0,0,0,0,12.703860000000088,10.9,19.5,25.803000000000068,515.10000000000002,13.949620000000046,12,21.300000000000001,28.401000000000021,516.79999999999995,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,98be21f02c586d2664dd51742ab18e7cad6fe5142910f1cc32e577747d684662,WORKTREE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,BURST,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,0,-1.5381486434452905,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,0,5000,1000000,5000,5000,0.0035087719298245615,0,0,0,0,5000,1,5000,1,0,0,0,0,13.926720000000016,11.300000000000001,20.199999999999999,30.206000000000127,792.79999999999995,15.425460000000021,12.6,22.205000000000016,33.705000000000112,794.39999999999998,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,5dca9e87b7526d903cf1dcd464911307354f870aa36f07d1b10f03584211369a,WORKTREE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,BURST,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,0,-1.46128035678238,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,FRAME_START,POST_HARD_DECISION_BIT_FLIP,0,5000,1500000,5000,5000,0.0023809523809523812,0,0,0,0,5000,1,5000,1,0,0,0,0,22.031340000000032,17.5,33.200000000000003,76.41800000000039,715.79999999999995,23.874279999999949,19.199999999999999,36.399999999999999,81.302000000000035,718.60000000000002,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,04197d90a4ded288159118c5661205d6dba134a38bec0b1e59ef8fd0bb558daa,WORKTREE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,BURST,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,0,-1.46128035678238,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,FRAME_END,POST_HARD_DECISION_BIT_FLIP,0,5000,1500000,5000,5000,0.0023809523809523812,0,0,0,0,5000,1,5000,1,0,0,0,0,24.059260000000066,19.800000000000001,35.600000000000001,82.906000000000134,2595,25.99875999999999,21.5,39.399999999999999,88.206000000000145,2597.1999999999998,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,005ea9c80e4b60efedf48869292a3c6eaa55a3ea0a3c5c6352d7a26eb60f93b8,WORKTREE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,BURST,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,0,-1.46128035678238,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,SEGMENT_INTERIOR,POST_HARD_DECISION_BIT_FLIP,0,5000,1500000,5000,5000,0.0023809523809523812,0,0,0,0,5000,1,5000,1,0,0,0,0,20.591120000000025,16.300000000000001,29.505000000000017,46.707000000000157,559.60000000000002,22.291280000000061,17.800000000000001,32.100000000000001,50.619000000000419,562.70000000000005,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,6bd3e8ba5eaa9bc7b2390814cd2dbc4ec9dcda30b4bbd82239d78d781645fe62,WORKTREE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,BURST,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,0,-1.46128035678238,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,ONE_BEFORE_SEGMENT_BOUNDARY,POST_HARD_DECISION_BIT_FLIP,0,5000,1500000,5000,5000,0.0023809523809523812,0,0,0,0,5000,1,5000,1,0,0,0,0,19.642379999999964,16.300000000000001,28.800000000000001,43.408000000000172,745.10000000000002,21.343300000000013,17.800000000000001,31,46.9140000000003,747.5,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,0ab83c2185654c8827467826ab4f8babe9149a679ded7a48101e187882573275,WORKTREE
