caseName,burstMode,sourcePayloadEbN0Db,burstStartPolicy,targetFER,parameter,maximumToleratedParameter,lowerBound,upperBound,numberOfCrossings,firstCrossing,lastCrossing,method,status
BCH-B300-426,AWGN,5,ONE_BEFORE_SEGMENT_BOUNDARY,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-B300-426,AWGN,5,ON_SEGMENT_BOUNDARY,0.5,burstLength,,7.0,8.0,1,7.0..8.0,7.0..8.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5,ON_SEGMENT_BOUNDARY,0.1,burstLength,,3.0,4.0,1,3.0..4.0,3.0..4.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5,ON_SEGMENT_BOUNDARY,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-B300-426,AWGN,5,SEGMENT_INTERIOR,0.5,burstLength,,7.0,8.0,1,7.0..8.0,7.0..8.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5,SEGMENT_INTERIOR,0.1,burstLength,,3.0,4.0,1,3.0..4.0,3.0..4.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5,SEGMENT_INTERIOR,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-B300-426,AWGN,5,UNIFORM_RANDOM,0.5,burstLength,,7.0,8.0,1,7.0..8.0,7.0..8.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5,UNIFORM_RANDOM,0.1,burstLength,,3.0,4.0,1,3.0..4.0,3.0..4.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5,UNIFORM_RANDOM,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-B300-426,AWGN,5.5,FRAME_END,0.5,burstLength,,8.0,10.0,1,8.0..10.0,8.0..10.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,FRAME_END,0.1,burstLength,,6.0,7.0,1,6.0..7.0,6.0..7.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,FRAME_END,0.01,burstLength,,3.0,4.0,1,3.0..4.0,3.0..4.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,FRAME_START,0.5,burstLength,,8.0,10.0,1,8.0..10.0,8.0..10.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,FRAME_START,0.1,burstLength,,6.0,7.0,1,6.0..7.0,6.0..7.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,FRAME_START,0.01,burstLength,,3.0,4.0,1,3.0..4.0,3.0..4.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,ONE_BEFORE_SEGMENT_BOUNDARY,0.5,burstLength,,8.0,10.0,1,8.0..10.0,8.0..10.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,ONE_BEFORE_SEGMENT_BOUNDARY,0.1,burstLength,,6.0,7.0,1,6.0..7.0,6.0..7.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,ONE_BEFORE_SEGMENT_BOUNDARY,0.01,burstLength,,3.0,4.0,1,3.0..4.0,3.0..4.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,ON_SEGMENT_BOUNDARY,0.5,burstLength,,8.0,10.0,1,8.0..10.0,8.0..10.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,ON_SEGMENT_BOUNDARY,0.1,burstLength,,6.0,7.0,1,6.0..7.0,6.0..7.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,ON_SEGMENT_BOUNDARY,0.01,burstLength,,3.0,4.0,1,3.0..4.0,3.0..4.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,SEGMENT_INTERIOR,0.5,burstLength,,8.0,10.0,1,8.0..10.0,8.0..10.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,SEGMENT_INTERIOR,0.1,burstLength,,6.0,7.0,1,6.0..7.0,6.0..7.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,SEGMENT_INTERIOR,0.01,burstLength,,3.0,4.0,1,3.0..4.0,3.0..4.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,UNIFORM_RANDOM,0.5,burstLength,,8.0,10.0,1,8.0..10.0,8.0..10.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,UNIFORM_RANDOM,0.1,burstLength,,6.0,7.0,1,6.0..7.0,6.0..7.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,AWGN,5.5,UNIFORM_RANDOM,0.01,burstLength,,3.0,4.0,1,3.0..4.0,3.0..4.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,FRAME_END,0.5,burstLength,,64.0,,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,LOWER_BOUND_AT_TEST_LIMIT
BCH-B300-426,PURE,0,FRAME_END,0.1,burstLength,,64.0,,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,LOWER_BOUND_AT_TEST_LIMIT
BCH-B300-426,PURE,0,FRAME_END,0.01,burstLength,,64.0,,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,LOWER_BOUND_AT_TEST_LIMIT
BCH-B300-426,PURE,0,FRAME_START,0.5,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,FRAME_START,0.1,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,FRAME_START,0.01,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,ONE_BEFORE_SEGMENT_BOUNDARY,0.5,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,ONE_BEFORE_SEGMENT_BOUNDARY,0.1,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,ONE_BEFORE_SEGMENT_BOUNDARY,0.01,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,ON_SEGMENT_BOUNDARY,0.5,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,ON_SEGMENT_BOUNDARY,0.1,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,ON_SEGMENT_BOUNDARY,0.01,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,SEGMENT_INTERIOR,0.5,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,SEGMENT_INTERIOR,0.1,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,SEGMENT_INTERIOR,0.01,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,UNIFORM_RANDOM,0.5,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,UNIFORM_RANDOM,0.1,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-B300-426,PURE,0,UNIFORM_RANDOM,0.01,burstLength,,14.0,15.0,1,14.0..15.0,14.0..15.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,7.5,FRAME_END,0.5,burstLength,,,,3,7.0..8.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S200,AWGN,7.5,FRAME_END,0.1,burstLength,,,,3,7.0..8.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S200,AWGN,7.5,FRAME_END,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S200,AWGN,7.5,FRAME_START,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,7.5,FRAME_START,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,7.5,FRAME_START,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S200,AWGN,7.5,ONE_BEFORE_SEGMENT_BOUNDARY,0.5,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,7.5,ONE_BEFORE_SEGMENT_BOUNDARY,0.1,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,7.5,ONE_BEFORE_SEGMENT_BOUNDARY,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S200,AWGN,7.5,ON_SEGMENT_BOUNDARY,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,7.5,ON_SEGMENT_BOUNDARY,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,7.5,ON_SEGMENT_BOUNDARY,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S200,AWGN,7.5,SEGMENT_INTERIOR,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,7.5,SEGMENT_INTERIOR,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,7.5,SEGMENT_INTERIOR,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S200,AWGN,7.5,UNIFORM_RANDOM,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,7.5,UNIFORM_RANDOM,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,7.5,UNIFORM_RANDOM,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S200,AWGN,8.5,FRAME_END,0.5,burstLength,,,,3,7.0..8.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S200,AWGN,8.5,FRAME_END,0.1,burstLength,,,,3,7.0..8.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S200,AWGN,8.5,FRAME_END,0.01,burstLength,,,,3,7.0..8.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S200,AWGN,8.5,FRAME_START,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,8.5,FRAME_START,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,8.5,FRAME_START,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S200,AWGN,8.5,ONE_BEFORE_SEGMENT_BOUNDARY,0.5,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,8.5,ONE_BEFORE_SEGMENT_BOUNDARY,0.1,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,8.5,ONE_BEFORE_SEGMENT_BOUNDARY,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S200,AWGN,8.5,ON_SEGMENT_BOUNDARY,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,8.5,ON_SEGMENT_BOUNDARY,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,8.5,ON_SEGMENT_BOUNDARY,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,8.5,SEGMENT_INTERIOR,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,8.5,SEGMENT_INTERIOR,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,8.5,SEGMENT_INTERIOR,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S200,AWGN,8.5,UNIFORM_RANDOM,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,8.5,UNIFORM_RANDOM,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,AWGN,8.5,UNIFORM_RANDOM,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S200,PURE,0,FRAME_END,0.5,burstLength,,,,3,7.0..8.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S200,PURE,0,FRAME_END,0.1,burstLength,,,,3,7.0..8.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S200,PURE,0,FRAME_END,0.01,burstLength,,,,3,7.0..8.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S200,PURE,0,FRAME_START,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,FRAME_START,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,FRAME_START,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,ONE_BEFORE_SEGMENT_BOUNDARY,0.5,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,ONE_BEFORE_SEGMENT_BOUNDARY,0.1,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,ONE_BEFORE_SEGMENT_BOUNDARY,0.01,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,ON_SEGMENT_BOUNDARY,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,ON_SEGMENT_BOUNDARY,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,ON_SEGMENT_BOUNDARY,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,SEGMENT_INTERIOR,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,SEGMENT_INTERIOR,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,SEGMENT_INTERIOR,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,UNIFORM_RANDOM,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,UNIFORM_RANDOM,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S200,PURE,0,UNIFORM_RANDOM,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,7.7999999999999998,FRAME_END,0.5,burstLength,,,,5,3.0..4.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S300,AWGN,7.7999999999999998,FRAME_END,0.1,burstLength,,,,5,3.0..4.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S300,AWGN,7.7999999999999998,FRAME_END,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S300,AWGN,7.7999999999999998,FRAME_START,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,7.7999999999999998,FRAME_START,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,7.7999999999999998,FRAME_START,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S300,AWGN,7.7999999999999998,ONE_BEFORE_SEGMENT_BOUNDARY,0.5,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,7.7999999999999998,ONE_BEFORE_SEGMENT_BOUNDARY,0.1,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,7.7999999999999998,ONE_BEFORE_SEGMENT_BOUNDARY,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S300,AWGN,7.7999999999999998,ON_SEGMENT_BOUNDARY,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,7.7999999999999998,ON_SEGMENT_BOUNDARY,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,7.7999999999999998,ON_SEGMENT_BOUNDARY,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S300,AWGN,7.7999999999999998,SEGMENT_INTERIOR,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,7.7999999999999998,SEGMENT_INTERIOR,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,7.7999999999999998,SEGMENT_INTERIOR,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
BCH-S300,AWGN,7.7999999999999998,UNIFORM_RANDOM,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,7.7999999999999998,UNIFORM_RANDOM,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,7.7999999999999998,UNIFORM_RANDOM,0.01,burstLength,,,1.0,0,,,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BELOW_MINIMUM_TESTED_PARAMETER
