caseName,channelType,profileId,targetFER,interpolatedSnrDb,status,leftSnrDb,rightSnrDb,method
BCH-B200,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,MULTIPATH_MMSE,MULTIPATH_MMSE,0.001,9.5301871229076571,BRACKETED_LOG_FER_INTERPOLATION,9.4657831483776498,9.6657831483776491,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,AWGN,AWGN,0.1,4.9526642315596119,BRACKETED_LOG_FER_INTERPOLATION,4.9387196432176204,5.1387196432176196,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,BLOCKAGE_H,BLOCKAGE_H,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,BLOCKAGE_M,BLOCKAGE_M,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.1,5.4182680531065524,BRACKETED_LOG_FER_INTERPOLATION,5.3387196432176198,5.53871964321762,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,MULTIPATH_MMSE,MULTIPATH_MMSE,0.1,9.9040707284178939,BRACKETED_LOG_FER_INTERPOLATION,9.7387196432176193,9.9387196432176204,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,AWGN,AWGN,0.01,6.2480461480068641,BRACKETED_LOG_FER_INTERPOLATION,6.1387196432176196,6.3387196432176198,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,BLOCKAGE_H,BLOCKAGE_H,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,BLOCKAGE_M,BLOCKAGE_M,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.01,6.7986438729001932,BRACKETED_LOG_FER_INTERPOLATION,6.7387196432176193,6.9387196432176204,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,MULTIPATH_MMSE,MULTIPATH_MMSE,0.01,12.451440992824901,BRACKETED_LOG_FER_INTERPOLATION,12.338719643217621,12.53871964321762,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,AWGN,AWGN,0.001,7.2009601606516691,BRACKETED_LOG_FER_INTERPOLATION,7.1387196432176196,7.3387196432176207,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,BLOCKAGE_H,BLOCKAGE_H,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,BLOCKAGE_M,BLOCKAGE_M,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S300,MULTIPATH_MMSE,MULTIPATH_MMSE,0.001,14.594454883643829,BRACKETED_LOG_FER_INTERPOLATION,14.53871964321762,14.738719643217619,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,AWGN,AWGN,0.1,3.4056216319726964,BRACKETED_LOG_FER_INTERPOLATION,3.2605664769316327,3.460566476931632,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,BLOCKAGE_H,BLOCKAGE_H,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,BLOCKAGE_M,BLOCKAGE_M,0.1,4.6639343768340762,BRACKETED_LOG_FER_INTERPOLATION,4.6605664769316322,4.8605664769316324,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.1,3.866520063521103,BRACKETED_LOG_FER_INTERPOLATION,3.8605664769316324,4.0605664769316325,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,MULTIPATH_MMSE,MULTIPATH_MMSE,0.1,6.4072008826838962,BRACKETED_LOG_FER_INTERPOLATION,6.2605664769316327,6.460566476931632,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,AWGN,AWGN,0.01,4.0178962463675845,BRACKETED_LOG_FER_INTERPOLATION,3.8605664769316324,4.0605664769316325,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,BLOCKAGE_H,BLOCKAGE_H,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,BLOCKAGE_M,BLOCKAGE_M,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.01,4.4831869501465995,BRACKETED_LOG_FER_INTERPOLATION,4.460566476931632,4.6605664769316322,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,MULTIPATH_MMSE,MULTIPATH_MMSE,0.01,7.4746703666584349,BRACKETED_LOG_FER_INTERPOLATION,7.460566476931632,7.6605664769316331,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,AWGN,AWGN,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,BLOCKAGE_H,BLOCKAGE_H,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,BLOCKAGE_M,BLOCKAGE_M,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.001,4.9109034906725091,BRACKETED_LOG_FER_INTERPOLATION,4.8605664769316324,5.0605664769316325,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300,MULTIPATH_MMSE,MULTIPATH_MMSE,0.001,8.3829833318499514,BRACKETED_LOG_FER_INTERPOLATION,8.2605664769316327,8.460566476931632,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,AWGN,AWGN,0.1,2.9072426915111884,BRACKETED_LOG_FER_INTERPOLATION,2.877116556169435,3.0771165561694342,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,BLOCKAGE_H,BLOCKAGE_H,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,BLOCKAGE_M,BLOCKAGE_M,0.1,3.7867831614690766,BRACKETED_LOG_FER_INTERPOLATION,3.6771165561694348,3.877116556169435,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.1,3.3220319440142818,BRACKETED_LOG_FER_INTERPOLATION,3.2771165561694344,3.4771165561694346,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,MULTIPATH_MMSE,MULTIPATH_MMSE,0.1,5.6979964768845344,BRACKETED_LOG_FER_INTERPOLATION,5.6771165561694348,5.877116556169435,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,AWGN,AWGN,0.01,3.4491627298851952,BRACKETED_LOG_FER_INTERPOLATION,3.2771165561694344,3.4771165561694346,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,BLOCKAGE_H,BLOCKAGE_H,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,BLOCKAGE_M,BLOCKAGE_M,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.01,3.8613100554263653,BRACKETED_LOG_FER_INTERPOLATION,3.6771165561694348,3.877116556169435,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,MULTIPATH_MMSE,MULTIPATH_MMSE,0.01,6.6260644047742092,BRACKETED_LOG_FER_INTERPOLATION,6.4771165561694346,6.6771165561694339,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,AWGN,AWGN,0.001,3.8384872690311949,BRACKETED_LOG_FER_INTERPOLATION,3.6771165561694348,3.877116556169435,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,BLOCKAGE_H,BLOCKAGE_H,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,BLOCKAGE_M,BLOCKAGE_M,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.001,4.277116556169434,EXACT_OBSERVED_POINT,4.277116556169434,4.277116556169434,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B300-426,MULTIPATH_MMSE,MULTIPATH_MMSE,0.001,7.3803783463258714,BRACKETED_LOG_FER_INTERPOLATION,7.2771165561694353,7.4771165561694346,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
