caseName,channelType,profileId,targetFER,interpolatedSnrDb,status,leftSnrDb,rightSnrDb,method
BCH-S200,AWGN,AWGN,0.1,4.6647384057282473,BRACKETED_LOG_FER_INTERPOLATION,4.5618513565547092,4.7618513565547094,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,BLOCKAGE_H,BLOCKAGE_H,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,BLOCKAGE_M,BLOCKAGE_M,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.1,5.16185135655471,EXACT_OBSERVED_POINT,5.16185135655471,5.16185135655471,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,MULTIPATH_MMSE,MULTIPATH_MMSE,0.1,9.3490582889158507,BRACKETED_LOG_FER_INTERPOLATION,9.2618513565547111,9.4618513565547104,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,AWGN,AWGN,0.01,6.0553490532810139,BRACKETED_LOG_FER_INTERPOLATION,5.9618513565547095,6.1618513565547097,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,BLOCKAGE_H,BLOCKAGE_H,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,BLOCKAGE_M,BLOCKAGE_M,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.01,6.5466562213830635,BRACKETED_LOG_FER_INTERPOLATION,6.3618513565547099,6.5618513565547092,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,MULTIPATH_MMSE,MULTIPATH_MMSE,0.01,12.015683155783043,BRACKETED_LOG_FER_INTERPOLATION,11.861851356554709,12.061851356554708,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,AWGN,AWGN,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,BLOCKAGE_H,BLOCKAGE_H,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,BLOCKAGE_M,BLOCKAGE_M,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-S200,MULTIPATH_MMSE,MULTIPATH_MMSE,0.001,14.010810185807813,BRACKETED_LOG_FER_INTERPOLATION,13.861851356554709,14.061851356554708,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,AWGN,AWGN,0.1,3.6532287296665182,BRACKETED_LOG_FER_INTERPOLATION,3.565783148377649,3.7657831483776492,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,BLOCKAGE_H,BLOCKAGE_H,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,BLOCKAGE_M,BLOCKAGE_M,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.1,4.0945090602058061,BRACKETED_LOG_FER_INTERPOLATION,3.9657831483776493,4.1657831483776491,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.1,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,MULTIPATH_MMSE,MULTIPATH_MMSE,0.1,6.7012605822589535,BRACKETED_LOG_FER_INTERPOLATION,6.6657831483776491,6.8657831483776492,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,AWGN,AWGN,0.01,4.4139494918569664,BRACKETED_LOG_FER_INTERPOLATION,4.3657831483776492,4.5657831483776494,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,BLOCKAGE_H,BLOCKAGE_H,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,BLOCKAGE_M,BLOCKAGE_M,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,CFO_30_NO_COMPENSATION_PHI0_ZERO,CFO_30_PHI0_ZERO,0.01,4.8389176080607399,BRACKETED_LOG_FER_INTERPOLATION,4.7657831483776496,4.9657831483776498,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,CFO_60_NO_COMPENSATION_PHI0_ZERO,CFO_60_PHI0_ZERO,0.01,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,MULTIPATH_MMSE,MULTIPATH_MMSE,0.01,8.1544639778053494,BRACKETED_LOG_FER_INTERPOLATION,8.0657831483776494,8.2657831483776487,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,AWGN,AWGN,0.001,4.9130093365904601,BRACKETED_LOG_FER_INTERPOLATION,4.7657831483776496,4.9657831483776498,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,BLOCKAGE_H,BLOCKAGE_H,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
BCH-B200,BLOCKAGE_M,BLOCKAGE_M,0.001,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION,,,LOG_FER_LINEAR_SNR_WITHIN_OBSERVED_BRACKET
