caseName,ebn0Db,snrIndex,frameIndex,noiseHash,channelHardBitErrors,decodedBitErrors,trueSuccess,reportedSuccess,miscorrected,decoderFailure,frameStatus
BCH-B200,4.5,45,0,181a30cf0f661ccd49115e460da34d47220513be8495bebc52794a687592273a,6,0,1,1,0,0,CORRECTED
BCH-B200,4.5,45,1,81c506e17b1dd3e2de177d903c7edf8c1c62b9f978578c7fd07290bdb664de75,4,0,1,1,0,0,CORRECTED
BCH-B200,4.5,45,2,1b72aee30ee6d0be853f10bf0d89486e03fba133d00feeca8d6e13f85367d959,4,0,1,1,0,0,CORRECTED
BCH-B200,4.5,45,3,edc8bedc85a575239016e0719400426b3260d58f9aa4c862309aebce55337519,8,7,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,4.5,45,4,ca0505d1913778b7bf3f642121f6d106b45c493e472598d2aeabc4f58bdb288d,3,0,1,1,0,0,CORRECTED
BCH-B200,4.5,45,5,e01eddccc791dcb53d981b2816fb231c22d1dde7a83a29a08b702fd3b53e33fa,6,0,1,1,0,0,CORRECTED
BCH-B200,4.5,45,6,2fc2270d85d4ddd9579c1bbff7b03992b2dc2c68742ada68a03df42cb84f984d,4,0,1,1,0,0,CORRECTED
BCH-B200,4.5,45,7,b6602f32117fc14697badb4458dbb9296e5a35b0c1df0761fce66147663fda35,5,0,1,1,0,0,CORRECTED
BCH-B200,4.5,45,8,30b654dd229e9fa9c93449c88c15b87879b15513eb7ba140bdeadd953f391dae,3,0,1,1,0,0,CORRECTED
BCH-B200,4.5,45,9,127f44e94e3fd45e23cb7fba5df3d9d93b43191575de3c6e8ad2e1d59f04e6c3,5,0,1,1,0,0,CORRECTED
BCH-B200,4.5,45,10,a9cb27c243dfbd29f2e45531d2c95392bb822c3d1e048eadf91aae1d8e8a3b0f,4,0,1,1,0,0,CORRECTED
BCH-B200,4.5,45,11,03194838765a92e62643058ea246a7f4cab9f514ff2678eabee0c4cbd108bb76,2,0,1,1,0,0,CORRECTED
BCH-B200,4.5,45,12,6ea887927b53841c95300bfb3550367dadef625a8fea3562a8d44481f1511a7d,7,5,0,0,0,1,INVALID_ROOT_COUNT
