caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,12,1.000000,segmentCount,19000,19,19,19
BCH-S200,12,1.000000,initialSyndromeCount,19000,19,19,19
BCH-S200,12,1.000000,nonzeroSyndromeCount,11041,11.041,15,18
BCH-S200,12,1.000000,syndromeCalculationCount,30041,30.041,34,37
BCH-S200,12,1.000000,syndromeBitTestCount,330451,330.45100000000002,374,407
BCH-S200,12,1.000000,syndromeXorCount,493197,493.197,579.14999999999986,645
BCH-S200,12,1.000000,syndromeShiftCount,164399,164.399,193.04999999999995,215
BCH-S200,12,1.000000,tableLookupCount,11041,11.041,15,18
BCH-S200,12,1.000000,lookupHitCount,11041,11.041,15,18
BCH-S200,12,1.000000,lookupMissCount,0,0,0,0
BCH-S200,12,1.000000,bitFlipCount,11041,11.041,15,18
BCH-S200,12,1.000000,postSyndromeCheckCount,11041,11.041,15,18
BCH-S200,12,1.000000,correctedSegmentCount,11041,11.041,15,18
BCH-S200,12,1.000000,failedSegmentCount,0,0,0,0
BCH-S200,12,1.000000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,12,1.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,12,1.000000,syndromeValueCount,0,0,0,0
BCH-S200,12,1.000000,syndromeEvaluationCount,0,0,0,0
BCH-S200,12,1.000000,bmIterationCount,0,0,0,0
BCH-S200,12,1.000000,bmDiscrepancyCount,0,0,0,0
BCH-S200,12,1.000000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,12,1.000000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,12,1.000000,chienPositionTestCount,0,0,0,0
BCH-S200,12,1.000000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,12,1.000000,chienRootCount,0,0,0,0
BCH-S200,12,1.000000,gfAddCount,0,0,0,0
BCH-S200,12,1.000000,gfMultiplyCount,0,0,0,0
BCH-S200,12,1.000000,gfDivideCount,0,0,0,0
BCH-S200,12,1.000000,gfInverseCount,0,0,0,0
BCH-S200,12,1.000000,locatorDegree,0,0,0,0
BCH-S200,12,1.000000,rootCount,0,0,0,0
BCH-S200,12,1.000000,decoderFailureCount,0,0,0,0
BCH-S200,12,1.000000,miscorrectionCount,987,0.98699999999999999,1,1
