caseName,ebn0Db,snrIndex,frameIndex,noiseHash,channelHardBitErrors,decodedBitErrors,trueSuccess,reportedSuccess,miscorrected,decoderFailure,frameStatus
BCH-S200,6,3,0,b49ee921efab19910af58c1d31b7730cfc8c702f112863bf1ce97fa6a0637e07,6,0,1,1,0,0,CORRECTED
BCH-S200,6,3,1,591ebb8e316e14d4bf78d456517b8f29426dd6ec272d221ae49ad47a68e7a35b,1,0,1,1,0,0,CORRECTED
BCH-S200,6,3,2,787c6e5bf0aa445db8a84d10893275a56d5682abf0a15b854fd2dd1ec115d662,7,0,1,1,0,0,CORRECTED
BCH-S200,6,3,3,9f1107415b3bca51cdf573265ff2000feec8f3768244d210630565c646083889,3,0,1,1,0,0,CORRECTED
BCH-S200,6,3,4,bbf7bf4129ff2adb591f79a8064fcfa2c630987c5cc1d6a9dfb3af061876396f,1,0,1,1,0,0,CORRECTED
BCH-S200,6,3,5,e9e7572651400ae8622da458e5f8366f2df4c3207255529183a8baa00416ba13,2,0,1,1,0,0,CORRECTED
BCH-S200,6,3,6,327137abb6e82b0cbfddfd21be5d94728a85748d47b8c5260d67f177c555329f,3,2,0,1,1,0,CORRECTED
BCH-S200,6,3,7,e38a713f5873d0d6e3eebf55b83ae1314ea63cbba78df8c18611d7562ea529b2,0,0,1,1,0,0,NO_ERROR
BCH-S200,6,3,8,1462edfef850ea1c86690848cf68ae8362011c26e71a3b360830ffbb61bf4d25,2,0,1,1,0,0,CORRECTED
BCH-S200,6,3,9,7b0889faa8d9b6455cc20041e8d1026ce25667177c49af25d1f05172b3d29d37,4,2,0,1,1,0,CORRECTED
BCH-S200,6,3,10,daf01697de823b70bf9ee1f33ee02181dcc151844decc6abc6c4e18893afce5d,2,0,1,1,0,0,CORRECTED
BCH-S200,6,3,11,edc086a13b92300732c47cfab1678a60877f220fa24dfeb2374b33a1168bcb57,3,0,1,1,0,0,CORRECTED
BCH-S200,6,3,12,969c920bb22dbc81bd158b731fe9f86b862765cf121978155de3223504edda94,4,0,1,1,0,0,CORRECTED
BCH-S200,6,3,13,4d2f8a93fa7cdc4d0cb919767e7840c9774ef4f89d54da5f1171789efcbeae10,4,0,1,1,0,0,CORRECTED
BCH-S200,6,3,14,f8400b5b689e9c6d0e558b1251da420b7c6f6fe21787256a88257544e3aaf6b7,4,0,1,1,0,0,CORRECTED
