caseId,targetLength,actualLength,actualRate,Zc,fillerLength,rankHp,algorithm,alpha,snrDefinition,snrDb,esN0Db,ebN0Db,sigmaSquared,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,zeroBitErrorPoint,zeroFrameErrorPoint,berUpper95,ferUpper95,avgIterations,medianIterations,p95Iterations,maxUsedIterations,earlyStopRate,maxIterationRate,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,avgFinalSyndromeWeight,validCodewordRate,correctValidFrames,wrongValidFrames,correctInvalidFrames,wrongInvalidFrames,wrongValidRate,edgeCount,checkNodeUpdates,variableNodeUpdates,messageUpdates,tanhOperations,atanhOperations,absOperations,comparisonOperations,min1Min2Updates,signOperations,alphaMultiplications,atanhClampCount,llrClampCount,messageClampCount,nanInfCount,avgEdgeMessageUpdates,avgTheoreticalOperationCount,decoderMemoryBytes,payloadSeed,noiseSeed,noiseGroupId,payloadHash,codewordHash,llrHash,frameStart,frameEnd,runId,maxIterations,earlyStopPolicy,minFrames,targetFrameErrors,maxFrames,stopReason,checkpointResumeCount,codeCommit,configHash,status
LDPC_BG2_K300_N480,480,480,0.625,40,20,160,DIRECT_LAYERED_SPA_BP,0.0,Es/N0,-0.5,-0.5,1.541199826559248,0.5610092271509817,1000,21952,1000,0.07317333333333334,1.0,0.0722469018947672,0.07411069554568957,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,32.0,32.0,32.0,32,0.0,1.0,2253.1713,1737.9499999999998,3479.324999999999,65642.1,10.779,0.0,0,0,0,1000,0.0,672,3072000,21504000,21504000,43008000,21504000,0,0,0,0,0,0,0,0,0,21504.0,86016.0,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,16890005222453607295,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS
LDPC_BG2_K300_N480,480,480,0.625,40,20,160,DIRECT_LAYERED_NMS,0.95,Es/N0,-0.5,-0.5,1.541199826559248,0.5610092271509817,1000,23004,1000,0.07668,1.0,0.07573326276237366,0.07763757820779568,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,22.965,32.0,32.0,32,0.309,0.691,329.348,356.65,737.3299999999998,6859.3,1.446,0.309,0,309,0,691,0.309,672,2204640,15432480,15432480,0,0,15432480,30864960,9297828,15432480,15432480,0,0,0,0,15432.48,101892.708,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,16890005222453607295,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS
