caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,18,4.000000,segmentCount,19000,19,19,19
BCH-S200,18,4.000000,initialSyndromeCount,19000,19,19,19
BCH-S200,18,4.000000,nonzeroSyndromeCount,3187,3.1869999999999998,6,9
BCH-S200,18,4.000000,syndromeCalculationCount,22187,22.187000000000001,25,28
BCH-S200,18,4.000000,syndromeBitTestCount,244057,244.05699999999999,275,308
BCH-S200,18,4.000000,syndromeXorCount,363582,363.58199999999999,429,519
BCH-S200,18,4.000000,syndromeShiftCount,121194,121.194,143,173
BCH-S200,18,4.000000,tableLookupCount,3187,3.1869999999999998,6,9
BCH-S200,18,4.000000,lookupHitCount,3187,3.1869999999999998,6,9
BCH-S200,18,4.000000,lookupMissCount,0,0,0,0
BCH-S200,18,4.000000,bitFlipCount,3187,3.1869999999999998,6,9
BCH-S200,18,4.000000,postSyndromeCheckCount,3187,3.1869999999999998,6,9
BCH-S200,18,4.000000,correctedSegmentCount,3187,3.1869999999999998,6,9
BCH-S200,18,4.000000,failedSegmentCount,0,0,0,0
BCH-S200,18,4.000000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,18,4.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,18,4.000000,syndromeValueCount,0,0,0,0
BCH-S200,18,4.000000,syndromeEvaluationCount,0,0,0,0
BCH-S200,18,4.000000,bmIterationCount,0,0,0,0
BCH-S200,18,4.000000,bmDiscrepancyCount,0,0,0,0
BCH-S200,18,4.000000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,18,4.000000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,18,4.000000,chienPositionTestCount,0,0,0,0
BCH-S200,18,4.000000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,18,4.000000,chienRootCount,0,0,0,0
BCH-S200,18,4.000000,gfAddCount,0,0,0,0
BCH-S200,18,4.000000,gfMultiplyCount,0,0,0,0
BCH-S200,18,4.000000,gfDivideCount,0,0,0,0
BCH-S200,18,4.000000,gfInverseCount,0,0,0,0
BCH-S200,18,4.000000,locatorDegree,0,0,0,0
BCH-S200,18,4.000000,rootCount,0,0,0,0
BCH-S200,18,4.000000,decoderFailureCount,0,0,0,0
BCH-S200,18,4.000000,miscorrectionCount,234,0.23400000000000001,1,1
