caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,17,3.500000,segmentCount,19000,19,19,19
BCH-S200,17,3.500000,initialSyndromeCount,19000,19,19,19
BCH-S200,17,3.500000,nonzeroSyndromeCount,4452,4.452,8,10
BCH-S200,17,3.500000,syndromeCalculationCount,23452,23.452000000000002,27,29
BCH-S200,17,3.500000,syndromeBitTestCount,257972,257.97199999999998,297,319
BCH-S200,17,3.500000,syndromeXorCount,385431,385.43099999999998,453,522
BCH-S200,17,3.500000,syndromeShiftCount,128477,128.477,151,174
BCH-S200,17,3.500000,tableLookupCount,4452,4.452,8,10
BCH-S200,17,3.500000,lookupHitCount,4452,4.452,8,10
BCH-S200,17,3.500000,lookupMissCount,0,0,0,0
BCH-S200,17,3.500000,bitFlipCount,4452,4.452,8,10
BCH-S200,17,3.500000,postSyndromeCheckCount,4452,4.452,8,10
BCH-S200,17,3.500000,correctedSegmentCount,4452,4.452,8,10
BCH-S200,17,3.500000,failedSegmentCount,0,0,0,0
BCH-S200,17,3.500000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,17,3.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,17,3.500000,syndromeValueCount,0,0,0,0
BCH-S200,17,3.500000,syndromeEvaluationCount,0,0,0,0
BCH-S200,17,3.500000,bmIterationCount,0,0,0,0
BCH-S200,17,3.500000,bmDiscrepancyCount,0,0,0,0
BCH-S200,17,3.500000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,17,3.500000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,17,3.500000,chienPositionTestCount,0,0,0,0
BCH-S200,17,3.500000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,17,3.500000,chienRootCount,0,0,0,0
BCH-S200,17,3.500000,gfAddCount,0,0,0,0
BCH-S200,17,3.500000,gfMultiplyCount,0,0,0,0
BCH-S200,17,3.500000,gfDivideCount,0,0,0,0
BCH-S200,17,3.500000,gfInverseCount,0,0,0,0
BCH-S200,17,3.500000,locatorDegree,0,0,0,0
BCH-S200,17,3.500000,rootCount,0,0,0,0
BCH-S200,17,3.500000,decoderFailureCount,0,0,0,0
BCH-S200,17,3.500000,miscorrectionCount,385,0.38500000000000001,1,1
