caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,2,-4.000000,segmentCount,0,0,0,0
BCH-B200,2,-4.000000,initialSyndromeCount,0,0,0,0
BCH-B200,2,-4.000000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,2,-4.000000,syndromeCalculationCount,0,0,0,0
BCH-B200,2,-4.000000,syndromeBitTestCount,0,0,0,0
BCH-B200,2,-4.000000,syndromeXorCount,0,0,0,0
BCH-B200,2,-4.000000,syndromeShiftCount,0,0,0,0
BCH-B200,2,-4.000000,tableLookupCount,0,0,0,0
BCH-B200,2,-4.000000,lookupHitCount,0,0,0,0
BCH-B200,2,-4.000000,lookupMissCount,0,0,0,0
BCH-B200,2,-4.000000,bitFlipCount,5,0.0050000000000000001,0,5
BCH-B200,2,-4.000000,postSyndromeCheckCount,1000,1,1,1
BCH-B200,2,-4.000000,correctedSegmentCount,0,0,0,0
BCH-B200,2,-4.000000,failedSegmentCount,0,0,0,0
BCH-B200,2,-4.000000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,2,-4.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,2,-4.000000,syndromeValueCount,12000,12,12,12
BCH-B200,2,-4.000000,syndromeEvaluationCount,3060000,3060,3060,3060
BCH-B200,2,-4.000000,bmIterationCount,12000,12,12,12
BCH-B200,2,-4.000000,bmDiscrepancyCount,12000,12,12,12
BCH-B200,2,-4.000000,bmLocatorUpdateCount,15886,15.885999999999999,16,16
BCH-B200,2,-4.000000,bmPolynomialCopyCount,5977,5.9770000000000003,6,6
BCH-B200,2,-4.000000,chienPositionTestCount,253980,253.97999999999999,255,255
BCH-B200,2,-4.000000,chienPolynomialEvaluationCount,253980,253.97999999999999,255,255
BCH-B200,2,-4.000000,chienRootCount,976,0.97599999999999998,3,5
BCH-B200,2,-4.000000,gfAddCount,4800650,4800.6499999999996,5101,5437
BCH-B200,2,-4.000000,gfMultiplyCount,1827950,1827.95,1837,1837
BCH-B200,2,-4.000000,gfDivideCount,5977,5.9770000000000003,6,6
BCH-B200,2,-4.000000,gfInverseCount,0,0,0,0
BCH-B200,2,-4.000000,locatorDegree,5997,5.9969999999999999,6,7
BCH-B200,2,-4.000000,rootCount,976,0.97599999999999998,3,5
BCH-B200,2,-4.000000,decoderFailureCount,999,0.999,1,1
BCH-B200,2,-4.000000,miscorrectionCount,1,0.001,0,1
