figureName,caseId,seriesLabel,payloadGroup,codeType,configuration,configurationId,snrIndex,snr,derivedEbN0Db,actualRate,ber,fer,payloadErrorBits,payloadBitsProcessed,payloadErrorFrames,framesProcessed,sourceBer,sourceFer,plotMetric,plotValue,zeroRemovedForPublication
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,10,5,5.9342168516223506,0.80645161290322576,0.055390000000000002,0.96299999999999997,11078,200000,963,1000,0.055390000000000002,0.96299999999999997,FER,0.96299999999999997,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,11,5.5,6.4342168516223506,0.80645161290322576,0.054295000000000003,0.93500000000000005,10859,200000,935,1000,0.054295000000000003,0.93500000000000005,FER,0.93500000000000005,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,12,6,6.9342168516223506,0.80645161290322576,0.051025000000000001,0.90400000000000003,10205,200000,904,1000,0.051025000000000001,0.90400000000000003,FER,0.90400000000000003,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,13,6.5,7.4342168516223506,0.80645161290322576,0.050610000000000002,0.88,10122,200000,880,1000,0.050610000000000002,0.88,FER,0.88,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,14,7,7.9342168516223506,0.80645161290322576,0.049945000000000003,0.86299999999999999,9989,200000,863,1000,0.049945000000000003,0.86299999999999999,FER,0.86299999999999999,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,15,7.5,8.4342168516223506,0.80645161290322576,0.049259999999999998,0.84699999999999998,9852,200000,847,1000,0.049259999999999998,0.84699999999999998,FER,0.84699999999999998,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,16,8,8.9342168516223506,0.80645161290322576,0.048594999999999999,0.83299999999999996,9719,200000,833,1000,0.048594999999999999,0.83299999999999996,FER,0.83299999999999996,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,17,8.5,9.4342168516223506,0.80645161290322576,0.049064999999999998,0.83999999999999997,9813,200000,840,1000,0.049064999999999998,0.83999999999999997,FER,0.83999999999999997,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,18,9,9.9342168516223506,0.80645161290322576,0.049399999999999999,0.84599999999999997,9880,200000,846,1000,0.049399999999999999,0.84599999999999997,FER,0.84599999999999997,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,19,9.5,10.434216851622351,0.80645161290322576,0.049639999999999997,0.85199999999999998,9928,200000,852,1000,0.049639999999999997,0.85199999999999998,FER,0.85199999999999998,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,20,10,10.934216851622351,0.80645161290322576,0.050035000000000003,0.85799999999999998,10007,200000,858,1000,0.050035000000000003,0.85799999999999998,FER,0.85799999999999998,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,21,10.5,11.434216851622351,0.80645161290322576,0.049970000000000001,0.85399999999999998,9994,200000,854,1000,0.049970000000000001,0.85399999999999998,FER,0.85399999999999998,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,22,11,11.934216851622351,0.80645161290322576,0.049509999999999998,0.84599999999999997,9902,200000,846,1000,0.049509999999999998,0.84599999999999997,FER,0.84599999999999997,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,23,11.5,12.434216851622351,0.80645161290322576,0.050345000000000001,0.85599999999999998,10069,200000,856,1000,0.050345000000000001,0.85599999999999998,FER,0.85599999999999998,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,24,12,12.934216851622351,0.80645161290322576,0.049645000000000002,0.84399999999999997,9929,200000,844,1000,0.049645000000000002,0.84399999999999997,FER,0.84399999999999997,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,25,12.5,13.434216851622351,0.80645161290322576,0.049274999999999999,0.84399999999999997,9855,200000,844,1000,0.049274999999999999,0.84399999999999997,FER,0.84399999999999997,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,26,13,13.934216851622351,0.80645161290322576,0.048529999999999997,0.83399999999999996,9706,200000,834,1000,0.048529999999999997,0.83399999999999996,FER,0.83399999999999996,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,27,13.5,14.434216851622351,0.80645161290322576,0.049075000000000001,0.84199999999999997,9815,200000,842,1000,0.049075000000000001,0.84199999999999997,FER,0.84199999999999997,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,28,14,14.934216851622351,0.80645161290322576,0.04972,0.84899999999999998,9944,200000,849,1000,0.04972,0.84899999999999998,FER,0.84899999999999998,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,29,14.5,15.434216851622351,0.80645161290322576,0.048989999999999999,0.84099999999999997,9798,200000,841,1000,0.048989999999999999,0.84099999999999997,FER,0.84099999999999997,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,30,15,15.934216851622351,0.80645161290322576,0.049884999999999999,0.85899999999999999,9977,200000,859,1000,0.049884999999999999,0.85899999999999999,FER,0.85899999999999999,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,31,15.5,16.434216851622352,0.80645161290322576,0.049005,0.84299999999999997,9801,200000,843,1000,0.049005,0.84299999999999997,FER,0.84299999999999997,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,32,16,16.934216851622352,0.80645161290322576,0.047789999999999999,0.81799999999999995,9558,200000,818,1000,0.047789999999999999,0.81799999999999995,FER,0.81799999999999995,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,33,16.5,17.434216851622352,0.80645161290322576,0.050604999999999997,0.86799999999999999,10121,200000,868,1000,0.050604999999999997,0.86799999999999999,FER,0.86799999999999999,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,34,17,17.934216851622352,0.80645161290322576,0.048055,0.83099999999999996,9611,200000,831,1000,0.048055,0.83099999999999996,FER,0.83099999999999996,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,35,17.5,18.434216851622352,0.80645161290322576,0.047940000000000003,0.82299999999999995,9588,200000,823,1000,0.047940000000000003,0.82299999999999995,FER,0.82299999999999995,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-无交织突发,200,255,无交织突发,NONE_LREP,36,18,18.934216851622352,0.80645161290322576,0.048779999999999997,0.83799999999999997,9756,200000,838,1000,0.048779999999999997,0.83799999999999997,FER,0.83799999999999997,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,0,0,0.93421685162235091,0.80645161290322576,0.118505,1,23701,200000,1000,1000,0.118505,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,1,0.5,1.434216851622351,0.80645161290322576,0.10994,1,21988,200000,1000,1000,0.10994,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,2,1,1.934216851622351,0.80645161290322576,0.099260000000000001,1,19852,200000,1000,1000,0.099260000000000001,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,3,1.5,2.434216851622351,0.80645161290322576,0.090084999999999998,1,18017,200000,1000,1000,0.090084999999999998,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,4,2,2.934216851622351,0.80645161290322576,0.082284999999999997,1,16457,200000,1000,1000,0.082284999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,5,2.5,3.434216851622351,0.80645161290322576,0.074624999999999997,1,14925,200000,1000,1000,0.074624999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,6,3,3.934216851622351,0.80645161290322576,0.069540000000000005,1,13908,200000,1000,1000,0.069540000000000005,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,7,3.5,4.4342168516223506,0.80645161290322576,0.063950000000000007,1,12790,200000,1000,1000,0.063950000000000007,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,8,4,4.9342168516223506,0.80645161290322576,0.059499999999999997,1,11900,200000,1000,1000,0.059499999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,9,4.5,5.4342168516223506,0.80645161290322576,0.056105000000000002,1,11221,200000,1000,1000,0.056105000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,10,5,5.9342168516223506,0.80645161290322576,0.053850000000000002,1,10770,200000,1000,1000,0.053850000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,11,5.5,6.4342168516223506,0.80645161290322576,0.051769999999999997,1,10354,200000,1000,1000,0.051769999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,12,6,6.9342168516223506,0.80645161290322576,0.050569999999999997,1,10114,200000,1000,1000,0.050569999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,13,6.5,7.4342168516223506,0.80645161290322576,0.04929,1,9858,200000,1000,1000,0.04929,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,14,7,7.9342168516223506,0.80645161290322576,0.049430000000000002,1,9886,200000,1000,1000,0.049430000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,15,7.5,8.4342168516223506,0.80645161290322576,0.048684999999999999,1,9737,200000,1000,1000,0.048684999999999999,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,16,8,8.9342168516223506,0.80645161290322576,0.048274999999999998,1,9655,200000,1000,1000,0.048274999999999998,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,17,8.5,9.4342168516223506,0.80645161290322576,0.048390000000000002,1,9678,200000,1000,1000,0.048390000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,18,9,9.9342168516223506,0.80645161290322576,0.048684999999999999,1,9737,200000,1000,1000,0.048684999999999999,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,19,9.5,10.434216851622351,0.80645161290322576,0.048474999999999997,1,9695,200000,1000,1000,0.048474999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,20,10,10.934216851622351,0.80645161290322576,0.048364999999999998,1,9673,200000,1000,1000,0.048364999999999998,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,21,10.5,11.434216851622351,0.80645161290322576,0.048155000000000003,1,9631,200000,1000,1000,0.048155000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,22,11,11.934216851622351,0.80645161290322576,0.048120000000000003,1,9624,200000,1000,1000,0.048120000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,23,11.5,12.434216851622351,0.80645161290322576,0.048355000000000002,1,9671,200000,1000,1000,0.048355000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,24,12,12.934216851622351,0.80645161290322576,0.04829,1,9658,200000,1000,1000,0.04829,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,25,12.5,13.434216851622351,0.80645161290322576,0.048265000000000002,1,9653,200000,1000,1000,0.048265000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,26,13,13.934216851622351,0.80645161290322576,0.048274999999999998,1,9655,200000,1000,1000,0.048274999999999998,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,27,13.5,14.434216851622351,0.80645161290322576,0.048344999999999999,1,9669,200000,1000,1000,0.048344999999999999,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,28,14,14.934216851622351,0.80645161290322576,0.048085000000000003,1,9617,200000,1000,1000,0.048085000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,29,14.5,15.434216851622351,0.80645161290322576,0.048125000000000001,1,9625,200000,1000,1000,0.048125000000000001,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,30,15,15.934216851622351,0.80645161290322576,0.048265000000000002,1,9653,200000,1000,1000,0.048265000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,31,15.5,16.434216851622352,0.80645161290322576,0.048410000000000002,1,9682,200000,1000,1000,0.048410000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,32,16,16.934216851622352,0.80645161290322576,0.047940000000000003,1,9588,200000,1000,1000,0.047940000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,33,16.5,17.434216851622352,0.80645161290322576,0.048050000000000002,1,9610,200000,1000,1000,0.048050000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,34,17,17.934216851622352,0.80645161290322576,0.048415,1,9683,200000,1000,1000,0.048415,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,35,17.5,18.434216851622352,0.80645161290322576,0.048274999999999998,1,9655,200000,1000,1000,0.048274999999999998,1,FER,1,false
s16_nm_k200_fer_overview,K200_M255K207,255整块-交织突发,200,255,交织突发,BEST_LREP,36,18,18.934216851622352,0.80645161290322576,0.048280000000000003,1,9656,200000,1000,1000,0.048280000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无突发,200,421,无突发,NONE_L0,0,0,1.6136800223497485,0.68965517241379315,0.079094999999999999,1,15819,200000,1000,1000,0.079094999999999999,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无突发,200,421,无突发,NONE_L0,1,0.5,2.1136800223497483,0.68965517241379315,0.066324999999999995,0.98399999999999999,13265,200000,984,1000,0.066324999999999995,0.98399999999999999,FER,0.98399999999999999,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无突发,200,421,无突发,NONE_L0,2,1,2.6136800223497483,0.68965517241379315,0.053370000000000001,0.92500000000000004,10674,200000,925,1000,0.053370000000000001,0.92500000000000004,FER,0.92500000000000004,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无突发,200,421,无突发,NONE_L0,3,1.5,3.1136800223497483,0.68965517241379315,0.039914999999999999,0.79000000000000004,7983,200000,790,1000,0.039914999999999999,0.79000000000000004,FER,0.79000000000000004,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无突发,200,421,无突发,NONE_L0,4,2,3.6136800223497483,0.68965517241379315,0.023449999999999999,0.51400000000000001,4690,200000,514,1000,0.023449999999999999,0.51400000000000001,FER,0.51400000000000001,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无突发,200,421,无突发,NONE_L0,5,2.5,4.1136800223497483,0.68965517241379315,0.010295,0.24299999999999999,2059,200000,243,1000,0.010295,0.24299999999999999,FER,0.24299999999999999,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无突发,200,421,无突发,NONE_L0,6,3,4.6136800223497483,0.68965517241379315,0.0028375527426160339,0.070323488045007029,1614,568800,200,2844,0.0028375527426160339,0.070323488045007029,FER,0.070323488045007029,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无突发,200,421,无突发,NONE_L0,7,3.5,5.1136800223497483,0.68965517241379315,0.00055701133144475917,0.014164305949008499,1573,2824000,200,14120,0.00055701133144475917,0.014164305949008499,FER,0.014164305949008499,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无突发,200,421,无突发,NONE_L0,8,4,5.6136800223497483,0.68965517241379315,5.49e-05,0.0013799999999999999,549,10000000,69,50000,5.49e-05,0.0013799999999999999,FER,0.0013799999999999999,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无突发,200,421,无突发,NONE_L0,9,4.5,6.1136800223497483,0.68965517241379315,3.4999999999999999e-06,8.0000000000000007e-05,35,10000000,4,50000,3.4999999999999999e-06,8.0000000000000007e-05,FER,8.0000000000000007e-05,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,0,0,1.6136800223497485,0.68965517241379315,0.11511,1,23022,200000,1000,1000,0.11511,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,1,0.5,2.1136800223497483,0.68965517241379315,0.10229000000000001,1,20458,200000,1000,1000,0.10229000000000001,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,2,1,2.6136800223497483,0.68965517241379315,0.092810000000000004,1,18562,200000,1000,1000,0.092810000000000004,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,3,1.5,3.1136800223497483,0.68965517241379315,0.083815000000000001,1,16763,200000,1000,1000,0.083815000000000001,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,4,2,3.6136800223497483,0.68965517241379315,0.075230000000000005,0.999,15046,200000,999,1000,0.075230000000000005,0.999,FER,0.999,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,5,2.5,4.1136800223497483,0.68965517241379315,0.068879999999999997,1,13776,200000,1000,1000,0.068879999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,6,3,4.6136800223497483,0.68965517241379315,0.062744999999999995,0.996,12549,200000,996,1000,0.062744999999999995,0.996,FER,0.996,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,7,3.5,5.1136800223497483,0.68965517241379315,0.057489999999999999,0.99099999999999999,11498,200000,991,1000,0.057489999999999999,0.99099999999999999,FER,0.99099999999999999,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,8,4,5.6136800223497483,0.68965517241379315,0.053409999999999999,0.97899999999999998,10682,200000,979,1000,0.053409999999999999,0.97899999999999998,FER,0.97899999999999998,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,9,4.5,6.1136800223497483,0.68965517241379315,0.048684999999999999,0.94499999999999995,9737,200000,945,1000,0.048684999999999999,0.94499999999999995,FER,0.94499999999999995,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,10,5,6.6136800223497483,0.68965517241379315,0.047690000000000003,0.92600000000000005,9538,200000,926,1000,0.047690000000000003,0.92600000000000005,FER,0.92600000000000005,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,11,5.5,7.1136800223497483,0.68965517241379315,0.045289999999999997,0.86799999999999999,9058,200000,868,1000,0.045289999999999997,0.86799999999999999,FER,0.86799999999999999,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,12,6,7.6136800223497483,0.68965517241379315,0.043165000000000002,0.81399999999999995,8633,200000,814,1000,0.043165000000000002,0.81399999999999995,FER,0.81399999999999995,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,13,6.5,8.1136800223497492,0.68965517241379315,0.042950000000000002,0.77300000000000002,8590,200000,773,1000,0.042950000000000002,0.77300000000000002,FER,0.77300000000000002,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,14,7,8.6136800223497492,0.68965517241379315,0.042479999999999997,0.747,8496,200000,747,1000,0.042479999999999997,0.747,FER,0.747,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,15,7.5,9.1136800223497492,0.68965517241379315,0.042305000000000002,0.74299999999999999,8461,200000,743,1000,0.042305000000000002,0.74299999999999999,FER,0.74299999999999999,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,16,8,9.6136800223497492,0.68965517241379315,0.041175000000000003,0.71299999999999997,8235,200000,713,1000,0.041175000000000003,0.71299999999999997,FER,0.71299999999999997,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,17,8.5,10.113680022349749,0.68965517241379315,0.041935,0.72499999999999998,8387,200000,725,1000,0.041935,0.72499999999999998,FER,0.72499999999999998,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,18,9,10.613680022349749,0.68965517241379315,0.042165000000000001,0.72999999999999998,8433,200000,730,1000,0.042165000000000001,0.72999999999999998,FER,0.72999999999999998,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,19,9.5,11.113680022349749,0.68965517241379315,0.042354999999999997,0.72499999999999998,8471,200000,725,1000,0.042354999999999997,0.72499999999999998,FER,0.72499999999999998,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,20,10,11.613680022349749,0.68965517241379315,0.041645000000000001,0.71399999999999997,8329,200000,714,1000,0.041645000000000001,0.71399999999999997,FER,0.71399999999999997,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,21,10.5,12.113680022349749,0.68965517241379315,0.039260000000000003,0.67600000000000005,7852,200000,676,1000,0.039260000000000003,0.67600000000000005,FER,0.67600000000000005,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,22,11,12.613680022349749,0.68965517241379315,0.041450000000000001,0.70899999999999996,8290,200000,709,1000,0.041450000000000001,0.70899999999999996,FER,0.70899999999999996,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,23,11.5,13.113680022349749,0.68965517241379315,0.040974999999999998,0.69899999999999995,8195,200000,699,1000,0.040974999999999998,0.69899999999999995,FER,0.69899999999999995,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,24,12,13.613680022349749,0.68965517241379315,0.041079999999999998,0.71099999999999997,8216,200000,711,1000,0.041079999999999998,0.71099999999999997,FER,0.71099999999999997,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,25,12.5,14.113680022349749,0.68965517241379315,0.041785000000000003,0.70899999999999996,8357,200000,709,1000,0.041785000000000003,0.70899999999999996,FER,0.70899999999999996,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,26,13,14.613680022349749,0.68965517241379315,0.041244999999999997,0.70599999999999996,8249,200000,706,1000,0.041244999999999997,0.70599999999999996,FER,0.70599999999999996,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,27,13.5,15.113680022349749,0.68965517241379315,0.041235000000000001,0.70699999999999996,8247,200000,707,1000,0.041235000000000001,0.70699999999999996,FER,0.70699999999999996,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,28,14,15.613680022349749,0.68965517241379315,0.041005,0.69999999999999996,8201,200000,700,1000,0.041005,0.69999999999999996,FER,0.69999999999999996,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,29,14.5,16.113680022349747,0.68965517241379315,0.042415000000000001,0.72299999999999998,8483,200000,723,1000,0.042415000000000001,0.72299999999999998,FER,0.72299999999999998,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,30,15,16.613680022349747,0.68965517241379315,0.041674999999999997,0.71599999999999997,8335,200000,716,1000,0.041674999999999997,0.71599999999999997,FER,0.71599999999999997,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,31,15.5,17.113680022349747,0.68965517241379315,0.041224999999999998,0.70399999999999996,8245,200000,704,1000,0.041224999999999998,0.70399999999999996,FER,0.70399999999999996,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,32,16,17.613680022349747,0.68965517241379315,0.042569999999999997,0.72799999999999998,8514,200000,728,1000,0.042569999999999997,0.72799999999999998,FER,0.72799999999999998,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,33,16.5,18.113680022349747,0.68965517241379315,0.040224999999999997,0.68799999999999994,8045,200000,688,1000,0.040224999999999997,0.68799999999999994,FER,0.68799999999999994,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,34,17,18.613680022349747,0.68965517241379315,0.039,0.67000000000000004,7800,200000,670,1000,0.039,0.67000000000000004,FER,0.67000000000000004,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,35,17.5,19.113680022349747,0.68965517241379315,0.042029999999999998,0.71099999999999997,8406,200000,711,1000,0.042029999999999998,0.71099999999999997,FER,0.71099999999999997,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-无交织突发,200,421,无交织突发,NONE_LREP,36,18,19.613680022349747,0.68965517241379315,0.041715000000000002,0.71999999999999997,8343,200000,720,1000,0.041715000000000002,0.71999999999999997,FER,0.71999999999999997,false
