figureName,caseId,seriesLabel,payloadGroup,codeType,configuration,configurationId,snrIndex,snr,derivedEbN0Db,actualRate,ber,fer,payloadErrorBits,payloadBitsProcessed,payloadErrorFrames,framesProcessed,sourceBer,sourceFer,plotMetric,plotValue,zeroRemovedForPublication
s16_nm_k200_fer_overview,K200_S15,分块-无交织突发,200,分块,无交织突发,NONE_LREP,14,7,8.5381486434452896,0.70175438596491224,0.041564999999999998,0.98799999999999999,8313,200000,988,1000,0.041564999999999998,0.98799999999999999,FER,0.98799999999999999,false
s16_nm_k200_fer_overview,K200_S15,分块-无交织突发,200,分块,无交织突发,NONE_LREP,15,7.5,9.0381486434452896,0.70175438596491224,0.041739999999999999,0.995,8348,200000,995,1000,0.041739999999999999,0.995,FER,0.995,false
s16_nm_k200_fer_overview,K200_S15,分块-无交织突发,200,分块,无交织突发,NONE_LREP,16,8,9.5381486434452896,0.70175438596491224,0.042235000000000002,0.996,8447,200000,996,1000,0.042235000000000002,0.996,FER,0.996,false
s16_nm_k200_fer_overview,K200_S15,分块-无交织突发,200,分块,无交织突发,NONE_LREP,17,8.5,10.03814864344529,0.70175438596491224,0.041775,0.98699999999999999,8355,200000,987,1000,0.041775,0.98699999999999999,FER,0.98699999999999999,false
s16_nm_k200_fer_overview,K200_S15,分块-无交织突发,200,分块,无交织突发,NONE_LREP,18,9,10.53814864344529,0.70175438596491224,0.041954999999999999,0.99299999999999999,8391,200000,993,1000,0.041954999999999999,0.99299999999999999,FER,0.99299999999999999,false
s16_nm_k200_fer_overview,K200_S15,分块-无交织突发,200,分块,无交织突发,NONE_LREP,19,9.5,11.03814864344529,0.70175438596491224,0.042195000000000003,0.996,8439,200000,996,1000,0.042195000000000003,0.996,FER,0.996,false
s16_nm_k200_fer_overview,K200_S15,分块-无交织突发,200,分块,无交织突发,NONE_LREP,20,10,11.53814864344529,0.70175438596491224,0.042095,0.99399999999999999,8419,200000,994,1000,0.042095,0.99399999999999999,FER,0.99399999999999999,false
s16_nm_k200_fer_overview,K200_S15,分块-无交织突发,200,分块,无交织突发,NONE_LREP,21,10.5,12.03814864344529,0.70175438596491224,0.042215000000000003,0.996,8443,200000,996,1000,0.042215000000000003,0.996,FER,0.996,false
s16_nm_k200_fer_overview,K200_S15,分块-无交织突发,200,分块,无交织突发,NONE_LREP,22,11,12.53814864344529,0.70175438596491224,0.041895000000000002,0.98999999999999999,8379,200000,990,1000,0.041895000000000002,0.98999999999999999,FER,0.98999999999999999,false
s16_nm_k200_fer_overview,K200_S15,分块-无交织突发,200,分块,无交织突发,NONE_LREP,23,11.5,13.03814864344529,0.70175438596491224,0.042634999999999999,0.997,8527,200000,997,1000,0.042634999999999999,0.997,FER,0.997,false
