caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,6,-2.000000,segmentCount,19000,19,19,19
BCH-S200,6,-2.000000,initialSyndromeCount,19000,19,19,19
BCH-S200,6,-2.000000,nonzeroSyndromeCount,16173,16.172999999999998,18,19
BCH-S200,6,-2.000000,syndromeCalculationCount,35173,35.173000000000002,37,38
BCH-S200,6,-2.000000,syndromeBitTestCount,386903,386.90300000000002,407,418
BCH-S200,6,-2.000000,syndromeXorCount,578781,578.78099999999995,654,744
BCH-S200,6,-2.000000,syndromeShiftCount,192927,192.92699999999999,218,248
BCH-S200,6,-2.000000,tableLookupCount,16173,16.172999999999998,18,19
BCH-S200,6,-2.000000,lookupHitCount,16173,16.172999999999998,18,19
BCH-S200,6,-2.000000,lookupMissCount,0,0,0,0
BCH-S200,6,-2.000000,bitFlipCount,16173,16.172999999999998,18,19
BCH-S200,6,-2.000000,postSyndromeCheckCount,16173,16.172999999999998,18,19
BCH-S200,6,-2.000000,correctedSegmentCount,16173,16.172999999999998,18,19
BCH-S200,6,-2.000000,failedSegmentCount,0,0,0,0
BCH-S200,6,-2.000000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,6,-2.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,6,-2.000000,syndromeValueCount,0,0,0,0
BCH-S200,6,-2.000000,syndromeEvaluationCount,0,0,0,0
BCH-S200,6,-2.000000,bmIterationCount,0,0,0,0
BCH-S200,6,-2.000000,bmDiscrepancyCount,0,0,0,0
BCH-S200,6,-2.000000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,6,-2.000000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,6,-2.000000,chienPositionTestCount,0,0,0,0
BCH-S200,6,-2.000000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,6,-2.000000,chienRootCount,0,0,0,0
BCH-S200,6,-2.000000,gfAddCount,0,0,0,0
BCH-S200,6,-2.000000,gfMultiplyCount,0,0,0,0
BCH-S200,6,-2.000000,gfDivideCount,0,0,0,0
BCH-S200,6,-2.000000,gfInverseCount,0,0,0,0
BCH-S200,6,-2.000000,locatorDegree,0,0,0,0
BCH-S200,6,-2.000000,rootCount,0,0,0,0
BCH-S200,6,-2.000000,decoderFailureCount,0,0,0,0
BCH-S200,6,-2.000000,miscorrectionCount,1000,1,1,1
