caseName,ebn0Db,payloadLength,encodedLength,frameRate,globalSeed,noisePolicyVersion,snrIndex,logicalFrameCount,shardCount,configHash,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,trueSuccessFrames,reportedSuccessFrames,miscorrectedFrames,decoderFailureFrames,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,frameStart,requestedFrameCount,BER,FER,trueSuccessRate,reportedSuccessRate,miscorrectionRate,decoderFailureRate,loadedShards,duplicateFrames,missingFrames,configHashStatus,stopReason
BCH-S200,6,200,285,0.70175438596491224,2026072201,1,60,6000,3,e2d52ba00f942b4f2cd5af95a627748d75cb81b3e2f1f004d7998ebbca406eed,6000,1200000,15565,5565,1922,817,5183,6000,817,0,436,5564,0,0,6000,0.0016016666666666666,0.13616666666666666,0.8638333333333333,1.0,0.13616666666666666,0.0,3,0,0,PASS,SHARD_RAW_COUNTS_MERGED
