phase,caseId,snrDb,ebN0Db,actualRate,sigmaSquared,N_transmitted,framesProcessed,payloadBitErrors,payloadErrorFrames,BER,FER,payloadSuccessRate,avgEncodeTime_us,maxEncodeTime_us,avgDecodeTime_us,p95DecodeTime_us,maxDecodeTime_us,rawDecodeThroughput_Mbps,successfulDecodeThroughput_Mbps,normalizedGoodput,stopReason
prescan,CC-B-R12-H,-2.5,0.59630167425898772,0.49019607843137253,0.88913970501946138,612,300,27905,300,0.31005555555555553,1,0,6.0370000000000044,152.80000000000001,329.79966666666672,539.70000000000005,1578.2,0.9096431267870696,0,0,TARGET_ERRORS_REACHED
prescan,CC-B-R12-S,-2.5,0.59630167425898772,0.49019607843137253,0.88913970501946138,612,300,7422,270,0.08246666666666666,0.90000000000000002,0.099999999999999978,6.0370000000000044,152.80000000000001,412.31699999999995,825.20000000000005,3082.4000000000001,0.72759551510124498,0.072759551510124476,0.04901960784313724,TARGET_ERRORS_REACHED
prescan,CC-B-R12-H,-2,1.0963016742589877,0.49019607843137253,0.79244659623055669,612,300,22133,300,0.24592222222222221,1,0,5.925333333333338,26.399999999999999,347.32900000000006,600.60000000000002,1501.9000000000001,0.86373438440210848,0,0,TARGET_ERRORS_REACHED
prescan,CC-B-R12-S,-2,1.0963016742589877,0.49019607843137253,0.79244659623055669,612,300,3579,205,0.039766666666666665,0.68333333333333335,0.31666666666666665,5.925333333333338,26.399999999999999,428.35000000000019,827.60000000000002,1181.4000000000001,0.70036185362437231,0.22178125364771789,0.15522875816993462,TARGET_ERRORS_REACHED
prescan,CC-B-R12-H,-1.5,1.5963016742589877,0.49019607843137253,0.70626877231137719,612,300,15874,299,0.17637777777777777,0.9966666666666667,0.0033333333333332993,5.6859999999999982,49.5,323.98766666666688,479,1561,0.92596117341915218,0.0030865372447304758,0.0016339869281045583,TARGET_ERRORS_REACHED
prescan,CC-B-R12-S,-1.5,1.5963016742589877,0.49019607843137253,0.70626877231137719,612,300,1239,110,0.013766666666666667,0.36666666666666664,0.6333333333333333,5.6859999999999982,49.5,407.52733333333316,719.89999999999998,1778.2,0.73614694147304671,0.46622639626626289,0.31045751633986923,TARGET_ERRORS_REACHED
prescan,CC-B-R12-H,-1,2.0963016742589877,0.49019607843137253,0.62946270589708364,612,300,10290,292,0.11433333333333333,0.97333333333333338,0.026666666666666616,9.0153333333333308,679.60000000000002,364.24099999999953,661.5,1777.5999999999999,0.82363050837220519,0.021963480223258763,0.013071895424836576,TARGET_ERRORS_REACHED
prescan,CC-B-R12-S,-1,2.0963016742589877,0.49019607843137253,0.62946270589708364,612,300,431,46,0.0047888888888888885,0.15333333333333332,0.84666666666666668,9.0153333333333308,679.60000000000002,453.77366666666649,823.89999999999998,3454,0.66112254200148268,0.55975041889458865,0.41503267973856206,TARGET_ERRORS_REACHED
prescan,CC-B-R12-H,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,612,528,10469,446,0.066092171717171716,0.84469696969696972,0.15530303030303028,6.2791666666666686,112.40000000000001,371.66988636363601,689.60000000000002,2217.1999999999998,0.8071678955084477,0.12535562013578164,0.076128936423054058,TARGET_ERRORS_REACHED
prescan,CC-B-R12-S,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,612,528,224,30,0.0014141414141414141,0.056818181818181816,0.94318181818181823,6.2791666666666686,112.40000000000001,474.83087121212111,918.89999999999998,3502.8000000000002,0.63180390785076201,0.59590595854105965,0.46234402852049911,TARGET_ERRORS_REACHED
prescan,CC-B-R12-H,0,3.0963016742589877,0.49019607843137253,0.5,612,1601,14250,1002,0.029668956901936289,0.62585883822610866,0.37414116177389134,5.9852592129918802,173.30000000000001,343.23554028731991,588.20000000000005,3374.0999999999999,0.87403536285570027,0.32701260609029636,0.18340253028131928,TARGET_ERRORS_REACHED
prescan,CC-B-R12-S,0,3.0963016742589877,0.49019607843137253,0.5,612,1601,187,30,0.0003893399958359359,0.018738288569643973,0.98126171143035601,5.9852592129918802,173.30000000000001,432.60430980637045,774.10000000000002,4634,0.69347436722088396,0.68047984441224774,0.48101064285801765,TARGET_ERRORS_REACHED
prescan,CC-B-R12-H,0.5,3.5963016742589877,0.49019607843137253,0.44562546906687278,612,2000,7593,743,0.012655,0.3715,0.62850000000000006,6.2446999999999955,193,363.21004999999974,586.29999999999995,1760.8,0.82596833430132288,0.51912109810838147,0.30808823529411766,MAX_FRAMES_REACHED
prescan,CC-B-R12-S,0.5,3.5963016742589877,0.49019607843137253,0.44562546906687278,612,2000,43,9,7.1666666666666669e-05,0.0044999999999999997,0.99550000000000005,6.2446999999999955,193,456.11334999999957,760.5,2305.6999999999998,0.65773124158720697,0.65477145100006462,0.48799019607843136,MAX_FRAMES_REACHED
prescan,CC-B-R12-H,1,4.0963016742589877,0.49019607843137253,0.39716411736214075,612,2000,2711,362,0.0045183333333333334,0.18099999999999999,0.81899999999999995,6.2515500000000026,886.29999999999995,344.07264999999927,516.70000000000005,1688.0999999999999,0.87190888319661741,0.71409337533802963,0.40147058823529408,MAX_FRAMES_REACHED
prescan,CC-B-R12-S,1,4.0963016742589877,0.49019607843137253,0.39716411736214075,612,2000,8,2,1.3333333333333333e-05,0.001,0.999,6.2515500000000026,886.29999999999995,435.89125000000013,675,2355.6999999999998,0.68824506112476425,0.6875568160636395,0.48970588235294116,MAX_FRAMES_REACHED
prescan,CC-B-R12-H,1.5,4.5963016742589877,0.49019607843137253,0.35397289219206896,612,2000,899,144,0.0014983333333333333,0.071999999999999995,0.92800000000000005,6.3614499999999969,494.39999999999998,346.80849999999975,544.70000000000005,5065.1999999999998,0.86503070138131044,0.80274849088185618,0.45490196078431372,MAX_FRAMES_REACHED
