caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,30,10.000000,segmentCount,0,0,0,0
BCH-B200,30,10.000000,initialSyndromeCount,0,0,0,0
BCH-B200,30,10.000000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,30,10.000000,syndromeCalculationCount,0,0,0,0
BCH-B200,30,10.000000,syndromeBitTestCount,0,0,0,0
BCH-B200,30,10.000000,syndromeXorCount,0,0,0,0
BCH-B200,30,10.000000,syndromeShiftCount,0,0,0,0
BCH-B200,30,10.000000,tableLookupCount,0,0,0,0
BCH-B200,30,10.000000,lookupHitCount,0,0,0,0
BCH-B200,30,10.000000,lookupMissCount,0,0,0,0
BCH-B200,30,10.000000,bitFlipCount,46,0.00092000000000000003,0,1
BCH-B200,30,10.000000,postSyndromeCheckCount,50000,1,1,1
BCH-B200,30,10.000000,correctedSegmentCount,0,0,0,0
BCH-B200,30,10.000000,failedSegmentCount,0,0,0,0
BCH-B200,30,10.000000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,30,10.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,30,10.000000,syndromeValueCount,600000,12,12,12
BCH-B200,30,10.000000,syndromeEvaluationCount,153000000,3060,3060,3060
BCH-B200,30,10.000000,bmIterationCount,552,0.011039999999999999,0,12
BCH-B200,30,10.000000,bmDiscrepancyCount,552,0.011039999999999999,0,12
BCH-B200,30,10.000000,bmLocatorUpdateCount,46,0.00092000000000000003,0,1
BCH-B200,30,10.000000,bmPolynomialCopyCount,46,0.00092000000000000003,0,1
BCH-B200,30,10.000000,chienPositionTestCount,11730,0.2346,0,255
BCH-B200,30,10.000000,chienPolynomialEvaluationCount,11730,0.2346,0,255
BCH-B200,30,10.000000,chienRootCount,46,0.00092000000000000003,0,1
BCH-B200,30,10.000000,gfAddCount,148801452,2976.0290399999999,3288,4014
BCH-B200,30,10.000000,gfMultiplyCount,24012,0.48024,0,522
BCH-B200,30,10.000000,gfDivideCount,46,0.00092000000000000003,0,1
BCH-B200,30,10.000000,gfInverseCount,0,0,0,0
BCH-B200,30,10.000000,locatorDegree,46,0.00092000000000000003,0,1
BCH-B200,30,10.000000,rootCount,46,0.00092000000000000003,0,1
BCH-B200,30,10.000000,decoderFailureCount,0,0,0,0
BCH-B200,30,10.000000,miscorrectionCount,0,0,0,0
