figureId,caseId,legendLabel,styleId,metric,ebn0Index,ebn0Db,actualRate,snrLinear,snrDb,rawY,plotY,denominator,zeroSurrogateApplied,zeroSurrogateRule
stage06_awgn_formal_k300_fer,K300_M255K207,255双块300,STYLE_2,FER,0,3.5,0.75757575757575757,3.3920017251035444,5.3045606445813132,0.72219999999999995,0.72219999999999995,5000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M255K207,255双块300,STYLE_2,FER,1,4.25,0.75757575757575757,4.0314016057557724,6.0545606445813132,0.29520000000000002,0.29520000000000002,5000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M255K207,255双块300,STYLE_2,FER,2,5,0.75757575757575757,4.7913297881339085,6.8045606445813132,0.047399999999999998,0.047399999999999998,5000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M255K207,255双块300,STYLE_2,FER,3,5.75,0.75757575757575757,5.6945061255824863,7.5545606445813132,0.0031800000000000001,0.0031800000000000001,50000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M255K207,255双块300,STYLE_2,FER,4,6.5,0.75757575757575757,6.7679332144085329,8.3045606445813132,0.00013999999999999999,0.00013999999999999999,50000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M511K385,385整块300,STYLE_4,FER,0,3,0.70422535211267601,2.8102286126322245,4.4874165128092471,0.90600000000000003,0.90600000000000003,5000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M511K385,385整块300,STYLE_4,FER,1,3.75,0.70422535211267601,3.3399629657206402,5.2374165128092471,0.47339999999999999,0.47339999999999999,5000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M511K385,385整块300,STYLE_4,FER,2,4.5,0.70422535211267601,3.9695534243161319,5.9874165128092471,0.0722,0.0722,5000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M511K385,385整块300,STYLE_4,FER,3,5.25,0.70422535211267601,4.7178230867299664,6.7374165128092471,0.0023999999999999998,0.0023999999999999998,50000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M511K385,385整块300,STYLE_4,FER,4,6,0.70422535211267601,5.6071432472323552,7.4874165128092471,0,1.0000000000000001e-05,50000,true,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M511K421,421整块300,STYLE_3,FER,0,4,0.76923076923076927,3.8644406638608926,5.8708664335714449,0.37,0.37,5000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M511K421,421整块300,STYLE_3,FER,1,4.4000000000000004,0.76923076923076927,4.2372749282125648,6.2708664335714452,0.1472,0.1472,5000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M511K421,421整块300,STYLE_3,FER,2,4.7999999999999998,0.76923076923076927,4.6460795698492561,6.6708664335714438,0.0482,0.0482,5000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M511K421,421整块300,STYLE_3,FER,3,5.2000000000000002,0.76923076923076927,5.0943249458860178,7.0708664335714442,0.0080870162953378347,0.0080870162953378347,24731,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_M511K421,421整块300,STYLE_3,FER,4,5.5,0.76923076923076927,5.4586675266703928,7.3708664335714449,0.00192,0.00192,50000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_S15,分块300,STYLE_1,FER,0,5,0.7142857142857143,4.5175395145262565,6.5490195998574317,0.50319999999999998,0.50319999999999998,5000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_S15,分块300,STYLE_1,FER,1,6,0.7142857142857143,5.6872452936213893,7.5490195998574317,0.17799999999999999,0.17799999999999999,5000,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_S15,分块300,STYLE_1,FER,2,7,0.7142857142857143,7.1598176232467452,8.5490195998574325,0.039706174310105223,0.039706174310105223,5037,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_S15,分块300,STYLE_1,FER,3,8,0.7142857142857143,9.0136763497170485,9.5490195998574325,0.0050762709713444501,0.0050762709713444501,39399,false,0.5/denominator
stage06_awgn_formal_k300_fer,K300_S15,分块300,STYLE_1,FER,4,9,0.7142857142857143,11.347546210346881,10.549019599857433,0.00050000000000000001,0.00050000000000000001,50000,false,0.5/denominator
