figureId,caseId,legendLabel,styleId,metric,ebn0Index,ebn0Db,actualRate,snrLinear,snrDb,rawY,plotY,denominator,zeroSurrogateApplied,zeroSurrogateRule
stage06_awgn_formal_k200_fer,K200_M255K207,255整块200,STYLE_2,FER,0,3.5,0.80645161290322576,3.6108405460779669,5.5760831050174611,0.57340000000000002,0.57340000000000002,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M255K207,255整块200,STYLE_2,FER,1,4.0999999999999996,0.80645161290322576,4.1457996496271985,6.1760831050174607,0.26600000000000001,0.26600000000000001,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M255K207,255整块200,STYLE_2,FER,2,4.7000000000000002,0.80645161290322576,4.760014881719977,6.7760831050174612,0.071599999999999997,0.071599999999999997,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M255K207,255整块200,STYLE_2,FER,3,5.2999999999999998,0.80645161290322576,5.4652283248258477,7.3760831050174609,0.010440593025683859,0.010440593025683859,19156,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M255K207,255整块200,STYLE_2,FER,4,6,0.80645161290322576,6.421083396024148,8.0760831050174602,0.00046000000000000001,0.00046000000000000001,50000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M511K385,385整块200,STYLE_4,FER,0,2.5,0.61349693251533743,2.1819379264281262,3.388423912600234,0.97040000000000004,0.97040000000000004,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M511K385,385整块200,STYLE_4,FER,1,3.25,0.61349693251533743,2.5932380856891371,4.138423912600234,0.76039999999999996,0.76039999999999996,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M511K385,385整块200,STYLE_4,FER,2,4,0.61349693251533743,3.0820692411160491,4.888423912600234,0.31,0.31,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M511K385,385整块200,STYLE_4,FER,3,4.75,0.61349693251533743,3.6630461581815457,5.638423912600234,0.039261876717707103,0.039261876717707103,5094,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M511K385,385整块200,STYLE_4,FER,4,5.5,0.61349693251533743,4.3535385182033801,6.388423912600234,0.00156,0.00156,50000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M511K421,421整块200,STYLE_3,FER,0,3,0.68965517241379315,2.7520859516812135,4.3966199342900634,0.83819999999999995,0.83819999999999995,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M511K421,421整块200,STYLE_3,FER,1,3.75,0.68965517241379315,3.2708602836712486,5.1466199342900634,0.4284,0.4284,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M511K421,421整块200,STYLE_3,FER,2,4.5,0.68965517241379315,3.8874247327785572,5.8966199342900634,0.0964,0.0964,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M511K421,421整块200,STYLE_3,FER,3,5.25,0.68965517241379315,4.6202129539010715,6.6466199342900634,0.0065919578114700065,0.0065919578114700065,30340,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_M511K421,421整块200,STYLE_3,FER,4,6,0.68965517241379315,5.4911333869447896,7.3966199342900634,0.00016000000000000001,0.00016000000000000001,50000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_S15,分块200,STYLE_1,FER,0,4.5,0.70175438596491224,3.9556251666869522,5.9721513131945212,0.57520000000000004,0.57520000000000004,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_S15,分块200,STYLE_1,FER,1,5.5,0.70175438596491224,4.9798370418747435,6.9721513131945212,0.25140000000000001,0.25140000000000001,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_S15,分块200,STYLE_1,FER,2,6.5,0.70175438596491224,6.2692433986100093,7.9721513131945212,0.069000000000000006,0.069000000000000006,5000,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_S15,分块200,STYLE_1,FER,3,7.5,0.70175438596491224,7.8925098272329706,8.9721513131945212,0.01203079884504331,0.01203079884504331,16624,false,0.5/denominator
stage06_awgn_formal_k200_fer,K200_S15,分块200,STYLE_1,FER,4,8.5,0.70175438596491224,9.9360811843387769,9.9721513131945212,0.0012800000000000001,0.0012800000000000001,50000,false,0.5/denominator
