schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,esN0Db,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,frameStart,requestedFrameCount,logicalFrameCount,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,totalDecodeTimeUs,timedFrames,decoderMemoryBytes,peakWorkspaceBytes,memoryMeasurementMethod,firstNoiseHash,lastNoiseHash,stopReason,targetFrameErrors,minFrames,maxFrames,checkpointCount,resumeCount,shardIndex,shardCount,configHash
bch.s6.result.v1,stage03_bch_formal_rerun,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,9.000000,10.53814864344529,11.319177344821007,0.25089095358284325,0.062946270589708406,20260804,1,28,0,50000,50000,50000,10000000,444,442,0,0,0,0,50000,1,50000,1,0,0,0,0,49558,442,0,4.5913200000001249,11.261436000000066,9.8000000000000007,14.5,29.303000000000612,14254.700000000001,563071.80000000331,50000,1580,779,EXACT_FROM_TYPE_AND_COUNT,0c3558f14aea502df23972ae5464bae510023f7b7d47d36cba67bb147cf97d21,0e69ce1e85dc69d90033506a2cd44a3dc312cc7ab09d145cdc8980c09c102f56,MAX_FRAMES_REACHED,200,1000,50000,11,0,0,1,0987b6da2207b4d63e9b1413ffc2e766bee0ba3fd11136abc64df4d407a1806b
