caseId,actualLength,frameIndex,snrDb,decoderType,alpha,earlyStopPolicy,payloadHash,transmittedCodewordHash,llrHash,decodedPayloadHash,decodedCodewordHash,errorBitCount,payloadErrorPositionsHash,finalSyndromeWeight,usedIterations,isPayloadCorrect,isCodewordValid,decodeTimeUs,checkNodeUpdates,variableNodeUpdates,messageUpdates,nanInfCount
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.80000000000000004,ITERATION_LIMIT_ONLY,9783873590612325145,2205681835377682537,11829681621035661518,9783873590612325145,2205681835377682537,0,1469598103934665603,0,32,1,1,216.69999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.84999999999999998,ITERATION_LIMIT_ONLY,9783873590612325145,2205681835377682537,11829681621035661518,9783873590612325145,2205681835377682537,0,1469598103934665603,0,32,1,1,207.80000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.90000000000000002,ITERATION_LIMIT_ONLY,9783873590612325145,2205681835377682537,11829681621035661518,9783873590612325145,2205681835377682537,0,1469598103934665603,0,32,1,1,208.90000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.94999999999999996,ITERATION_LIMIT_ONLY,9783873590612325145,2205681835377682537,11829681621035661518,9783873590612325145,2205681835377682537,0,1469598103934665603,0,32,1,1,214.5,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_MS,1,ITERATION_LIMIT_ONLY,9783873590612325145,2205681835377682537,11829681621035661518,9783873590612325145,2205681835377682537,0,1469598103934665603,0,32,1,1,211.40000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_SPA_BP,0,SYNDROME_AFTER_FULL_ITERATION,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,1,1,1,50.399999999999999,96,672,672,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,855761979689445327,415723239330022927,17773012331124088905,4310650691217615076,12938950059255132527,1,11146534425381395723,2,32,0,0,543.5,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,855761979689445327,415723239330022927,17773012331124088905,4310650691217615076,4342883777435343764,1,11146534425381395723,1,32,0,0,533.60000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,855761979689445327,415723239330022927,17773012331124088905,4310650691217615076,4342883777435343764,1,11146534425381395723,1,32,0,0,598.79999999999995,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.75,SYNDROME_AFTER_FULL_ITERATION,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,1,1,1,20.100000000000001,96,672,672,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.80000000000000004,SYNDROME_AFTER_FULL_ITERATION,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,1,1,1,18.5,96,672,672,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.84999999999999998,SYNDROME_AFTER_FULL_ITERATION,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,1,1,1,18.100000000000001,96,672,672,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.90000000000000002,SYNDROME_AFTER_FULL_ITERATION,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,1,1,1,17.899999999999999,96,672,672,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.94999999999999996,SYNDROME_AFTER_FULL_ITERATION,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,1,1,1,18,96,672,672,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_MS,1,SYNDROME_AFTER_FULL_ITERATION,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,1,1,1,18,96,672,672,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_SPA_BP,0,ITERATION_LIMIT_ONLY,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,32,1,1,1529,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.59999999999999998,ITERATION_LIMIT_ONLY,855761979689445327,415723239330022927,17773012331124088905,4310650691217615076,12938950059255132527,1,11146534425381395723,2,32,0,0,314.5,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.65000000000000002,ITERATION_LIMIT_ONLY,855761979689445327,415723239330022927,17773012331124088905,4310650691217615076,4342883777435343764,1,11146534425381395723,1,32,0,0,318.60000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.69999999999999996,ITERATION_LIMIT_ONLY,855761979689445327,415723239330022927,17773012331124088905,4310650691217615076,4342883777435343764,1,11146534425381395723,1,32,0,0,275.19999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.75,ITERATION_LIMIT_ONLY,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,32,1,1,228.69999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.80000000000000004,ITERATION_LIMIT_ONLY,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,32,1,1,217.5,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.84999999999999998,ITERATION_LIMIT_ONLY,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,32,1,1,213.80000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.90000000000000002,ITERATION_LIMIT_ONLY,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,32,1,1,222.90000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_NMS,0.94999999999999996,ITERATION_LIMIT_ONLY,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,32,1,1,212.19999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30001,3,DIRECT_LAYERED_MS,1,ITERATION_LIMIT_ONLY,855761979689445327,415723239330022927,17773012331124088905,855761979689445327,415723239330022927,0,1469598103934665603,0,32,1,1,217,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_SPA_BP,0,SYNDROME_AFTER_FULL_ITERATION,10986595960653262721,17479873443876228040,15301787887389732563,5672115519127709301,12689643792497216252,2,5782862677413774215,0,2,0,1,91.5,192,1344,1344,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,10986595960653262721,17479873443876228040,15301787887389732563,5086356008434085497,17473632857185178855,2,1070738297900804909,4,32,0,0,536.60000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,10986595960653262721,17479873443876228040,15301787887389732563,5086356008434085497,2721655660738109504,2,1070738297900804909,2,32,0,0,545.70000000000005,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,10986595960653262721,17479873443876228040,15301787887389732563,5086356008434085497,2721655660738109504,2,1070738297900804909,2,32,0,0,577.79999999999995,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.75,SYNDROME_AFTER_FULL_ITERATION,10986595960653262721,17479873443876228040,15301787887389732563,5086356008434085497,2721655660738109504,2,1070738297900804909,2,32,0,0,667.10000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.80000000000000004,SYNDROME_AFTER_FULL_ITERATION,10986595960653262721,17479873443876228040,15301787887389732563,437375107106610970,13685682234311844931,1,11077659917492254672,1,32,0,0,671.10000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.84999999999999998,SYNDROME_AFTER_FULL_ITERATION,10986595960653262721,17479873443876228040,15301787887389732563,437375107106610970,13685682234311844931,1,11077659917492254672,1,32,0,0,663.79999999999995,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.90000000000000002,SYNDROME_AFTER_FULL_ITERATION,10986595960653262721,17479873443876228040,15301787887389732563,5672115519127709301,12689643792497216252,2,5782862677413774215,0,2,0,1,49.600000000000001,192,1344,1344,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.94999999999999996,SYNDROME_AFTER_FULL_ITERATION,10986595960653262721,17479873443876228040,15301787887389732563,5672115519127709301,12689643792497216252,2,5782862677413774215,0,2,0,1,47.600000000000001,192,1344,1344,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_MS,1,SYNDROME_AFTER_FULL_ITERATION,10986595960653262721,17479873443876228040,15301787887389732563,5672115519127709301,12689643792497216252,2,5782862677413774215,0,1,0,1,23.699999999999999,96,672,672,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_SPA_BP,0,ITERATION_LIMIT_ONLY,10986595960653262721,17479873443876228040,15301787887389732563,5672115519127709301,12689643792497216252,2,5782862677413774215,0,32,0,1,1591,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,ITERATION_LIMIT_ONLY,10986595960653262721,17479873443876228040,15301787887389732563,5086356008434085497,17473632857185178855,2,1070738297900804909,4,32,0,0,380,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.65000000000000002,ITERATION_LIMIT_ONLY,10986595960653262721,17479873443876228040,15301787887389732563,5086356008434085497,2721655660738109504,2,1070738297900804909,2,32,0,0,326,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.69999999999999996,ITERATION_LIMIT_ONLY,10986595960653262721,17479873443876228040,15301787887389732563,5086356008434085497,2721655660738109504,2,1070738297900804909,2,32,0,0,424,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.75,ITERATION_LIMIT_ONLY,10986595960653262721,17479873443876228040,15301787887389732563,5086356008434085497,2721655660738109504,2,1070738297900804909,2,32,0,0,321.80000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.80000000000000004,ITERATION_LIMIT_ONLY,10986595960653262721,17479873443876228040,15301787887389732563,437375107106610970,13685682234311844931,1,11077659917492254672,1,32,0,0,219.19999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.84999999999999998,ITERATION_LIMIT_ONLY,10986595960653262721,17479873443876228040,15301787887389732563,437375107106610970,13685682234311844931,1,11077659917492254672,1,32,0,0,220.30000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.90000000000000002,ITERATION_LIMIT_ONLY,10986595960653262721,17479873443876228040,15301787887389732563,5672115519127709301,12689643792497216252,2,5782862677413774215,0,32,0,1,216.80000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.94999999999999996,ITERATION_LIMIT_ONLY,10986595960653262721,17479873443876228040,15301787887389732563,5672115519127709301,12689643792497216252,2,5782862677413774215,0,32,0,1,221.69999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_MS,1,ITERATION_LIMIT_ONLY,10986595960653262721,17479873443876228040,15301787887389732563,5672115519127709301,12689643792497216252,2,5782862677413774215,0,32,0,1,227.90000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_SPA_BP,0,SYNDROME_AFTER_FULL_ITERATION,12000915146729567181,1761607903058328781,12186165683474984563,2653802246461752814,4501778449065104503,1,11073833617026837292,0,2,0,1,91.5,192,1344,1344,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,12000915146729567181,1761607903058328781,12186165683474984563,8436678257715519451,14798091218424325025,2,10424707364484361531,4,32,0,0,544.10000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,12000915146729567181,1761607903058328781,12186165683474984563,8436678257715519451,14798091218424325025,2,10424707364484361531,4,32,0,0,547.20000000000005,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,12000915146729567181,1761607903058328781,12186165683474984563,17781878007750625128,15161510320016789906,3,3209244407168069316,3,32,0,0,556.60000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.75,SYNDROME_AFTER_FULL_ITERATION,12000915146729567181,1761607903058328781,12186165683474984563,17781878007750625128,15161510320016789906,3,3209244407168069316,3,32,0,0,526,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.80000000000000004,SYNDROME_AFTER_FULL_ITERATION,12000915146729567181,1761607903058328781,12186165683474984563,17781878007750625128,15161510320016789906,3,3209244407168069316,3,32,0,0,527.10000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.84999999999999998,SYNDROME_AFTER_FULL_ITERATION,12000915146729567181,1761607903058328781,12186165683474984563,2653802246461752814,10802415289032092664,1,11073833617026837292,1,32,0,0,899.89999999999998,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.90000000000000002,SYNDROME_AFTER_FULL_ITERATION,12000915146729567181,1761607903058328781,12186165683474984563,2653802246461752814,4501778449065104503,1,11073833617026837292,0,2,0,1,38.5,192,1344,1344,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.94999999999999996,SYNDROME_AFTER_FULL_ITERATION,12000915146729567181,1761607903058328781,12186165683474984563,2653802246461752814,4501778449065104503,1,11073833617026837292,0,2,0,1,36.5,192,1344,1344,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_MS,1,SYNDROME_AFTER_FULL_ITERATION,12000915146729567181,1761607903058328781,12186165683474984563,2653802246461752814,4501778449065104503,1,11073833617026837292,0,2,0,1,35.899999999999999,192,1344,1344,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_SPA_BP,0,ITERATION_LIMIT_ONLY,12000915146729567181,1761607903058328781,12186165683474984563,2653802246461752814,4501778449065104503,1,11073833617026837292,0,32,0,1,1362.0999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.59999999999999998,ITERATION_LIMIT_ONLY,12000915146729567181,1761607903058328781,12186165683474984563,8436678257715519451,14798091218424325025,2,10424707364484361531,4,32,0,0,270.10000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.65000000000000002,ITERATION_LIMIT_ONLY,12000915146729567181,1761607903058328781,12186165683474984563,8436678257715519451,14798091218424325025,2,10424707364484361531,4,32,0,0,233.30000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.69999999999999996,ITERATION_LIMIT_ONLY,12000915146729567181,1761607903058328781,12186165683474984563,17781878007750625128,15161510320016789906,3,3209244407168069316,3,32,0,0,222.40000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.75,ITERATION_LIMIT_ONLY,12000915146729567181,1761607903058328781,12186165683474984563,17781878007750625128,15161510320016789906,3,3209244407168069316,3,32,0,0,214.30000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.80000000000000004,ITERATION_LIMIT_ONLY,12000915146729567181,1761607903058328781,12186165683474984563,17781878007750625128,15161510320016789906,3,3209244407168069316,3,32,0,0,207.19999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.84999999999999998,ITERATION_LIMIT_ONLY,12000915146729567181,1761607903058328781,12186165683474984563,2653802246461752814,10802415289032092664,1,11073833617026837292,1,32,0,0,219.80000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.90000000000000002,ITERATION_LIMIT_ONLY,12000915146729567181,1761607903058328781,12186165683474984563,2653802246461752814,4501778449065104503,1,11073833617026837292,0,32,0,1,224.40000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_NMS,0.94999999999999996,ITERATION_LIMIT_ONLY,12000915146729567181,1761607903058328781,12186165683474984563,2653802246461752814,4501778449065104503,1,11073833617026837292,0,32,0,1,231,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30003,3,DIRECT_LAYERED_MS,1,ITERATION_LIMIT_ONLY,12000915146729567181,1761607903058328781,12186165683474984563,2653802246461752814,4501778449065104503,1,11073833617026837292,0,32,0,1,219.30000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_SPA_BP,0,SYNDROME_AFTER_FULL_ITERATION,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,2,1,1,99.599999999999994,192,1344,1344,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,2169672159544888771,12727582135014841013,8660615049860234119,8725162006065787846,18341346632464006308,1,11191492356338421727,1,32,0,0,556.60000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,2,1,1,36.899999999999999,192,1344,1344,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,2,1,1,36.200000000000003,192,1344,1344,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.75,SYNDROME_AFTER_FULL_ITERATION,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,2,1,1,35.700000000000003,192,1344,1344,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.80000000000000004,SYNDROME_AFTER_FULL_ITERATION,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,2,1,1,36.100000000000001,192,1344,1344,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.84999999999999998,SYNDROME_AFTER_FULL_ITERATION,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,2,1,1,36.5,192,1344,1344,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.90000000000000002,SYNDROME_AFTER_FULL_ITERATION,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,2,1,1,36.5,192,1344,1344,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.94999999999999996,SYNDROME_AFTER_FULL_ITERATION,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,2,1,1,36,192,1344,1344,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_MS,1,SYNDROME_AFTER_FULL_ITERATION,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,2,1,1,35.899999999999999,192,1344,1344,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_SPA_BP,0,ITERATION_LIMIT_ONLY,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,32,1,1,1730.2,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.59999999999999998,ITERATION_LIMIT_ONLY,2169672159544888771,12727582135014841013,8660615049860234119,8725162006065787846,18341346632464006308,1,11191492356338421727,1,32,0,0,410.19999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.65000000000000002,ITERATION_LIMIT_ONLY,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,32,1,1,336.30000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.69999999999999996,ITERATION_LIMIT_ONLY,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,32,1,1,261,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.75,ITERATION_LIMIT_ONLY,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,32,1,1,214.90000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.80000000000000004,ITERATION_LIMIT_ONLY,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,32,1,1,214.09999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30004,3,DIRECT_LAYERED_NMS,0.84999999999999998,ITERATION_LIMIT_ONLY,2169672159544888771,12727582135014841013,8660615049860234119,2169672159544888771,12727582135014841013,0,1469598103934665603,0,32,1,1,225.30000000000001,3072,21504,21504,0
