caseId,actualLength,frameIndex,snrDb,decoderType,alpha,earlyStopPolicy,payloadHash,transmittedCodewordHash,llrHash,decodedPayloadHash,decodedCodewordHash,errorBitCount,payloadErrorPositionsHash,finalSyndromeWeight,usedIterations,isPayloadCorrect,isCodewordValid,decodeTimeUs,checkNodeUpdates,variableNodeUpdates,messageUpdates,nanInfCount
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,553.39999999999998,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,529.20000000000005,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,529.5,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.75,SYNDROME_AFTER_FULL_ITERATION,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,571.89999999999998,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.80000000000000004,SYNDROME_AFTER_FULL_ITERATION,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,519.60000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.84999999999999998,SYNDROME_AFTER_FULL_ITERATION,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,803.20000000000005,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.90000000000000002,SYNDROME_AFTER_FULL_ITERATION,11454770815979896279,5025970749946693650,3960615791245505022,14160394921611922310,9142729008023684989,3,6448578575594075917,0,2,0,1,56,192,1344,1344,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.94999999999999996,SYNDROME_AFTER_FULL_ITERATION,11454770815979896279,5025970749946693650,3960615791245505022,14160394921611922310,9142729008023684989,3,6448578575594075917,0,2,0,1,50.200000000000003,192,1344,1344,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_MS,1,SYNDROME_AFTER_FULL_ITERATION,11454770815979896279,5025970749946693650,3960615791245505022,14160394921611922310,9142729008023684989,3,6448578575594075917,0,2,0,1,47.299999999999997,192,1344,1344,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_SPA_BP,0,ITERATION_LIMIT_ONLY,11454770815979896279,5025970749946693650,3960615791245505022,14160394921611922310,9142729008023684989,3,6448578575594075917,0,32,0,1,1401.5999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.59999999999999998,ITERATION_LIMIT_ONLY,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,213.40000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.65000000000000002,ITERATION_LIMIT_ONLY,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,194.5,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.69999999999999996,ITERATION_LIMIT_ONLY,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,211.40000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.75,ITERATION_LIMIT_ONLY,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,198.59999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.80000000000000004,ITERATION_LIMIT_ONLY,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,187,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.84999999999999998,ITERATION_LIMIT_ONLY,11454770815979896279,5025970749946693650,3960615791245505022,1043599153937527293,14266248455047935990,2,6069916003278192514,1,32,0,0,190.19999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.90000000000000002,ITERATION_LIMIT_ONLY,11454770815979896279,5025970749946693650,3960615791245505022,14160394921611922310,9142729008023684989,3,6448578575594075917,0,32,0,1,198.80000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_NMS,0.94999999999999996,ITERATION_LIMIT_ONLY,11454770815979896279,5025970749946693650,3960615791245505022,14160394921611922310,9142729008023684989,3,6448578575594075917,0,32,0,1,214.59999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30071,3,DIRECT_LAYERED_MS,1,ITERATION_LIMIT_ONLY,11454770815979896279,5025970749946693650,3960615791245505022,14160394921611922310,9142729008023684989,3,6448578575594075917,0,32,0,1,207.80000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_SPA_BP,0,SYNDROME_AFTER_FULL_ITERATION,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,1,0,1,46.399999999999999,96,672,672,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,9143991273248166642,2,8025598194980303142,1,32,0,0,551.60000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,9143991273248166642,2,8025598194980303142,1,32,0,0,525.39999999999998,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,9143991273248166642,2,8025598194980303142,1,32,0,0,895.39999999999998,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.75,SYNDROME_AFTER_FULL_ITERATION,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,9143991273248166642,2,8025598194980303142,1,32,0,0,823.10000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.80000000000000004,SYNDROME_AFTER_FULL_ITERATION,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,1,0,1,33.5,96,672,672,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.84999999999999998,SYNDROME_AFTER_FULL_ITERATION,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,1,0,1,25.399999999999999,96,672,672,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.90000000000000002,SYNDROME_AFTER_FULL_ITERATION,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,1,0,1,82.900000000000006,96,672,672,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.94999999999999996,SYNDROME_AFTER_FULL_ITERATION,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,1,0,1,18.399999999999999,96,672,672,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_MS,1,SYNDROME_AFTER_FULL_ITERATION,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,1,0,1,51.399999999999999,96,672,672,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_SPA_BP,0,ITERATION_LIMIT_ONLY,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,32,0,1,1085.5,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.59999999999999998,ITERATION_LIMIT_ONLY,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,9143991273248166642,2,8025598194980303142,1,32,0,0,355.19999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.65000000000000002,ITERATION_LIMIT_ONLY,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,9143991273248166642,2,8025598194980303142,1,32,0,0,216.59999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.69999999999999996,ITERATION_LIMIT_ONLY,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,9143991273248166642,2,8025598194980303142,1,32,0,0,206.09999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.75,ITERATION_LIMIT_ONLY,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,9143991273248166642,2,8025598194980303142,1,32,0,0,208.40000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.80000000000000004,ITERATION_LIMIT_ONLY,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,32,0,1,208,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.84999999999999998,ITERATION_LIMIT_ONLY,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,32,0,1,214.09999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.90000000000000002,ITERATION_LIMIT_ONLY,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,32,0,1,205.80000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_NMS,0.94999999999999996,ITERATION_LIMIT_ONLY,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,32,0,1,215.90000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30072,3,DIRECT_LAYERED_MS,1,ITERATION_LIMIT_ONLY,1580372945864291079,1273588082321876509,15794685811697686049,11375844912922992213,815028405634982471,2,8025598194980303142,0,32,0,1,531.70000000000005,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_SPA_BP,0,SYNDROME_AFTER_FULL_ITERATION,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,2,1,1,154,192,1344,1344,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,2,1,1,53.299999999999997,192,1344,1344,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,2,1,1,49.100000000000001,192,1344,1344,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,2,1,1,49,192,1344,1344,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.75,SYNDROME_AFTER_FULL_ITERATION,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,2,1,1,46.700000000000003,192,1344,1344,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.80000000000000004,SYNDROME_AFTER_FULL_ITERATION,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,2,1,1,43.299999999999997,192,1344,1344,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.84999999999999998,SYNDROME_AFTER_FULL_ITERATION,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,2,1,1,37.299999999999997,192,1344,1344,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.90000000000000002,SYNDROME_AFTER_FULL_ITERATION,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,2,1,1,39.200000000000003,192,1344,1344,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.94999999999999996,SYNDROME_AFTER_FULL_ITERATION,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,2,1,1,37.799999999999997,192,1344,1344,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_MS,1,SYNDROME_AFTER_FULL_ITERATION,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,2,1,1,36.600000000000001,192,1344,1344,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_SPA_BP,0,ITERATION_LIMIT_ONLY,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,32,1,1,1565.4000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.59999999999999998,ITERATION_LIMIT_ONLY,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,32,1,1,294.89999999999998,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.65000000000000002,ITERATION_LIMIT_ONLY,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,32,1,1,233.69999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.69999999999999996,ITERATION_LIMIT_ONLY,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,32,1,1,301.30000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.75,ITERATION_LIMIT_ONLY,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,32,1,1,236.59999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.80000000000000004,ITERATION_LIMIT_ONLY,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,32,1,1,221.09999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.84999999999999998,ITERATION_LIMIT_ONLY,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,32,1,1,222.09999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.90000000000000002,ITERATION_LIMIT_ONLY,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,32,1,1,241.69999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_NMS,0.94999999999999996,ITERATION_LIMIT_ONLY,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,32,1,1,264.69999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30073,3,DIRECT_LAYERED_MS,1,ITERATION_LIMIT_ONLY,12569353881028349450,16792602033337266285,9713912506508014504,12569353881028349450,16792602033337266285,0,1469598103934665603,0,32,1,1,230.69999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_SPA_BP,0,SYNDROME_AFTER_FULL_ITERATION,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,1,0,1,54.799999999999997,96,672,672,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,5083522783281178280,9213814227766055394,5204684427487127747,17711091143678403647,2611364912486438453,1,11127402923054308823,1,32,0,0,830.70000000000005,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,2,0,1,43.100000000000001,192,1344,1344,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,2,0,1,41.399999999999999,192,1344,1344,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.75,SYNDROME_AFTER_FULL_ITERATION,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,2,0,1,41.200000000000003,192,1344,1344,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.80000000000000004,SYNDROME_AFTER_FULL_ITERATION,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,1,0,1,20.399999999999999,96,672,672,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.84999999999999998,SYNDROME_AFTER_FULL_ITERATION,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,1,0,1,20,96,672,672,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.90000000000000002,SYNDROME_AFTER_FULL_ITERATION,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,1,0,1,28.800000000000001,96,672,672,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.94999999999999996,SYNDROME_AFTER_FULL_ITERATION,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,1,0,1,21.600000000000001,96,672,672,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_MS,1,SYNDROME_AFTER_FULL_ITERATION,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,1,0,1,21.100000000000001,96,672,672,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_SPA_BP,0,ITERATION_LIMIT_ONLY,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,32,0,1,1370,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.59999999999999998,ITERATION_LIMIT_ONLY,5083522783281178280,9213814227766055394,5204684427487127747,17711091143678403647,2611364912486438453,1,11127402923054308823,1,32,0,0,226.5,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.65000000000000002,ITERATION_LIMIT_ONLY,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,32,0,1,214.19999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.69999999999999996,ITERATION_LIMIT_ONLY,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,32,0,1,216.5,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.75,ITERATION_LIMIT_ONLY,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,32,0,1,210.09999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.80000000000000004,ITERATION_LIMIT_ONLY,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,32,0,1,214.19999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.84999999999999998,ITERATION_LIMIT_ONLY,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,32,0,1,207.59999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.90000000000000002,ITERATION_LIMIT_ONLY,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,32,0,1,224.09999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_NMS,0.94999999999999996,ITERATION_LIMIT_ONLY,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,32,0,1,273.60000000000002,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30074,3,DIRECT_LAYERED_MS,1,ITERATION_LIMIT_ONLY,5083522783281178280,9213814227766055394,5204684427487127747,9011780340848345136,1739483502593900010,2,5931568613016189252,0,32,0,1,220.19999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_SPA_BP,0,SYNDROME_AFTER_FULL_ITERATION,14382769769170635326,6757203321878067938,8665703371002745377,15619996562289024167,13768529590380457252,1,11093921694470278537,0,2,0,1,90.400000000000006,192,1344,1344,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,14382769769170635326,6757203321878067938,8665703371002745377,634429318487036458,15974662609877148508,2,17548799166688835819,3,32,0,0,544.89999999999998,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,14382769769170635326,6757203321878067938,8665703371002745377,634429318487036458,15974662609877148508,2,17548799166688835819,3,32,0,0,692.79999999999995,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,14382769769170635326,6757203321878067938,8665703371002745377,634429318487036458,15974662609877148508,2,17548799166688835819,3,32,0,0,549.29999999999995,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.75,SYNDROME_AFTER_FULL_ITERATION,14382769769170635326,6757203321878067938,8665703371002745377,634429318487036458,14001935893156861437,2,17548799166688835819,2,32,0,0,541.79999999999995,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.80000000000000004,SYNDROME_AFTER_FULL_ITERATION,14382769769170635326,6757203321878067938,8665703371002745377,634429318487036458,14001935893156861437,2,17548799166688835819,2,32,0,0,528.5,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.84999999999999998,SYNDROME_AFTER_FULL_ITERATION,14382769769170635326,6757203321878067938,8665703371002745377,15619996562289024167,13768529590380457252,1,11093921694470278537,0,1,0,1,19.699999999999999,96,672,672,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.90000000000000002,SYNDROME_AFTER_FULL_ITERATION,14382769769170635326,6757203321878067938,8665703371002745377,15619996562289024167,13768529590380457252,1,11093921694470278537,0,2,0,1,36.899999999999999,192,1344,1344,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.94999999999999996,SYNDROME_AFTER_FULL_ITERATION,14382769769170635326,6757203321878067938,8665703371002745377,15619996562289024167,13768529590380457252,1,11093921694470278537,0,2,0,1,41.899999999999999,192,1344,1344,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_MS,1,SYNDROME_AFTER_FULL_ITERATION,14382769769170635326,6757203321878067938,8665703371002745377,15619996562289024167,13768529590380457252,1,11093921694470278537,0,2,0,1,36.299999999999997,192,1344,1344,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_SPA_BP,0,ITERATION_LIMIT_ONLY,14382769769170635326,6757203321878067938,8665703371002745377,15619996562289024167,13768529590380457252,1,11093921694470278537,0,32,0,1,954.39999999999998,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.59999999999999998,ITERATION_LIMIT_ONLY,14382769769170635326,6757203321878067938,8665703371002745377,634429318487036458,15974662609877148508,2,17548799166688835819,3,32,0,0,233,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.65000000000000002,ITERATION_LIMIT_ONLY,14382769769170635326,6757203321878067938,8665703371002745377,634429318487036458,15974662609877148508,2,17548799166688835819,3,32,0,0,223.69999999999999,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.69999999999999996,ITERATION_LIMIT_ONLY,14382769769170635326,6757203321878067938,8665703371002745377,634429318487036458,15974662609877148508,2,17548799166688835819,3,32,0,0,229.40000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.75,ITERATION_LIMIT_ONLY,14382769769170635326,6757203321878067938,8665703371002745377,634429318487036458,14001935893156861437,2,17548799166688835819,2,32,0,0,212.5,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.80000000000000004,ITERATION_LIMIT_ONLY,14382769769170635326,6757203321878067938,8665703371002745377,634429318487036458,14001935893156861437,2,17548799166688835819,2,32,0,0,214.80000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.84999999999999998,ITERATION_LIMIT_ONLY,14382769769170635326,6757203321878067938,8665703371002745377,15619996562289024167,13768529590380457252,1,11093921694470278537,0,32,0,1,216.90000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.90000000000000002,ITERATION_LIMIT_ONLY,14382769769170635326,6757203321878067938,8665703371002745377,15619996562289024167,13768529590380457252,1,11093921694470278537,0,32,0,1,213.90000000000001,3072,21504,21504,0
LDPC_BG2_K300_N480,480,30075,3,DIRECT_LAYERED_NMS,0.94999999999999996,ITERATION_LIMIT_ONLY,14382769769170635326,6757203321878067938,8665703371002745377,15619996562289024167,13768529590380457252,1,11093921694470278537,0,32,0,1,222.19999999999999,3072,21504,21504,0
