caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,19,4.500000,segmentCount,30001,19,19,19
BCH-S200,19,4.500000,initialSyndromeCount,30001,19,19,19
BCH-S200,19,4.500000,nonzeroSyndromeCount,3644,2.3077897403419887,5,9
BCH-S200,19,4.500000,syndromeCalculationCount,33645,21.307789740341988,24,28
BCH-S200,19,4.500000,syndromeBitTestCount,370095,234.38568714376188,264,308
BCH-S200,19,4.500000,syndromeXorCount,552285,349.76884103863205,411,525
BCH-S200,19,4.500000,syndromeShiftCount,184095,116.58961367954402,137,175
BCH-S200,19,4.500000,tableLookupCount,3644,2.3077897403419887,5,9
BCH-S200,19,4.500000,lookupHitCount,3644,2.3077897403419887,5,9
BCH-S200,19,4.500000,lookupMissCount,0,0,0,0
BCH-S200,19,4.500000,bitFlipCount,3644,2.3077897403419887,5,9
BCH-S200,19,4.500000,postSyndromeCheckCount,3644,2.3077897403419887,5,9
BCH-S200,19,4.500000,correctedSegmentCount,3644,2.3077897403419887,5,9
BCH-S200,19,4.500000,failedSegmentCount,0,0,0,0
BCH-S200,19,4.500000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,19,4.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,19,4.500000,syndromeValueCount,0,0,0,0
BCH-S200,19,4.500000,syndromeEvaluationCount,0,0,0,0
BCH-S200,19,4.500000,bmIterationCount,0,0,0,0
BCH-S200,19,4.500000,bmDiscrepancyCount,0,0,0,0
BCH-S200,19,4.500000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,19,4.500000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,19,4.500000,chienPositionTestCount,0,0,0,0
BCH-S200,19,4.500000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,19,4.500000,chienRootCount,0,0,0,0
BCH-S200,19,4.500000,gfAddCount,0,0,0,0
BCH-S200,19,4.500000,gfMultiplyCount,0,0,0,0
BCH-S200,19,4.500000,gfDivideCount,0,0,0,0
BCH-S200,19,4.500000,gfInverseCount,0,0,0,0
BCH-S200,19,4.500000,locatorDegree,0,0,0,0
BCH-S200,19,4.500000,rootCount,0,0,0,0
BCH-S200,19,4.500000,decoderFailureCount,0,0,0,0
BCH-S200,19,4.500000,miscorrectionCount,200,0.1266624445851805,1,1
