caseName,ebn0Db,metric,rawValue,plottedValue,zeroHandlingPolicy
BCH-S200,4.5,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,4.7000000000000002,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,4.9000000000000004,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,5.0999999999999996,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,5.2999999999999998,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,5.5,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,5.7000000000000002,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,5.9000000000000004,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,6.0999999999999996,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,6.2999999999999998,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,6.5,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,6.7000000000000002,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S200,6.9000000000000004,processedFrames,5380.0,5380.0,RAW_LINEAR
BCH-S200,7.0999999999999996,processedFrames,8129.0,8129.0,RAW_LINEAR
BCH-S200,7.2999999999999998,processedFrames,11728.0,11728.0,RAW_LINEAR
BCH-S200,7.5,processedFrames,17566.0,17566.0,RAW_LINEAR
BCH-S200,7.7000000000000002,processedFrames,23186.0,23186.0,RAW_LINEAR
BCH-S200,7.9000000000000004,processedFrames,45446.0,45446.0,RAW_LINEAR
BCH-S200,8.0999999999999996,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-S200,8.3000000000000007,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-S200,8.5,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-B200,3.5,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B200,3.7000000000000002,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B200,3.8999999999999999,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B200,4.0999999999999996,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B200,4.2999999999999998,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B200,4.5,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B200,4.7000000000000002,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B200,4.9000000000000004,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B200,5.0999999999999996,processedFrames,9354.0,9354.0,RAW_LINEAR
BCH-B200,5.2999999999999998,processedFrames,16373.0,16373.0,RAW_LINEAR
BCH-B200,5.5,processedFrames,37581.0,37581.0,RAW_LINEAR
BCH-B200,5.7000000000000002,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-B200,5.9000000000000004,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-B200,6,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-S300,5,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S300,5.2000000000000002,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S300,5.4000000000000004,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S300,5.5999999999999996,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S300,5.7999999999999998,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S300,6,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S300,6.2000000000000002,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S300,6.4000000000000004,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S300,6.5999999999999996,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S300,6.7999999999999998,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S300,7,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-S300,7.2000000000000002,processedFrames,8012.0,8012.0,RAW_LINEAR
BCH-S300,7.4000000000000004,processedFrames,12028.0,12028.0,RAW_LINEAR
BCH-S300,7.5999999999999996,processedFrames,16211.0,16211.0,RAW_LINEAR
BCH-S300,7.7999999999999998,processedFrames,23806.0,23806.0,RAW_LINEAR
BCH-S300,8,processedFrames,35919.0,35919.0,RAW_LINEAR
BCH-S300,8.1999999999999993,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-S300,8.4000000000000004,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-S300,8.5999999999999996,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-S300,8.8000000000000007,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-S300,9,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-B300,4,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B300,4.2000000000000002,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B300,4.4000000000000004,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B300,4.5999999999999996,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B300,4.7999999999999998,processedFrames,5000.0,5000.0,RAW_LINEAR
BCH-B300,5,processedFrames,9580.0,9580.0,RAW_LINEAR
BCH-B300,5.2000000000000002,processedFrames,24419.0,24419.0,RAW_LINEAR
BCH-B300,5.4000000000000004,processedFrames,50000.0,50000.0,RAW_LINEAR
BCH-B300,5.5,processedFrames,50000.0,50000.0,RAW_LINEAR
