schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,frameStart,requestedFrameCount,logicalFrameCount,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,firstNoiseHash,lastNoiseHash,stopReason,targetFrameErrors,minFrames,maxFrames,checkpointCount,resumeCount,shardIndex,shardCount,configHash,runId,ferCiLower95,ferCiUpper95,ferUpper95RuleOfThree,gitCommit
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.5,4.4668359215096318,0.39938562958999185,0.15950888112299419,2026072201,1,65,0,50000,50000,5000,1000000,8714,4129,755,328,0.00075500000000000003,0.065600000000000006,4672,0.93440000000000001,5000,1,328,0.065600000000000006,0,0,871,4129,0,5.4151200000000319,13.374119999999992,11.4,20.600000000000001,28.506000000000132,113.40000000000001,b7309b6835bf1c722e5d05225109f484bbf76e31aaafc95ab4aa357827264492,ec54d7b36295f6d5d2aa05bfb804b4d53b40ee59e7edc7ec5bfc1281561a76ea,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,4716bac96f777d9da8e1d78a2326129a2636dc23be340e4d9feddf83f49846ed,bch15-seed2026072201,0.05906553769029381,0.072801441759571831,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.7000000000000002,4.6773514128719826,0.39029450275021044,0.15232979887703402,2026072201,1,67,0,50000,50000,5000,1000000,7429,3890,468,207,0.00046799999999999999,0.041399999999999999,4793,0.95860000000000001,5000,1,207,0.041399999999999999,0,0,1110,3890,0,5.2895200000000138,13.419199999999931,11.4,20,29.703000000000063,175.30000000000001,7f8de532482d328a58da66710f68253d662ce975a62a393327ef7eb1d038a76a,80908aab7e013860f87ec47ef1fb24c0aa743c8a26603c58c211d21a44574ff7,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,deebc4b5fcb9d69b14e596ed7e5e785bae206f0b3f7afe43060978029892b5ed,bch15-seed2026072201,0.036221154800885016,0.047282981423121387,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.9000000000000004,4.8977881936844625,0.38141031522194568,0.14547382855770397,2026072201,1,69,0,50000,50000,5380,1076000,6658,3842,461,200,0.00042843866171003719,0.03717472118959108,5180,0.96282527881040891,5380,1,200,0.03717472118959108,0,0,1538,3842,0,5.4731784386617335,13.589368029739775,11.6,20.300000000000001,27.921000000000003,279.39999999999998,28a55bc5b93dbe2db55b5dec58376ab54b794eb97f9415a94a0bcf32ee365623,bf68e04c9c56ef4295fef9d25aa8630f83c2cc0b4aa31f45dd36bb7ab6093f4b,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,ab9a93fa3f8f0eb3ba97b7a20acaec774291a60e2f3582dbd734b91803134c16,bch15-seed2026072201,0.032440591455150526,0.042569317716497655,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7.0999999999999996,5.1286138399136485,0.37272835649137398,0.13892642773276076,2026072201,1,71,0,50000,50000,8129,1625800,8455,5315,435,200,0.00026756058555787922,0.024603272235207283,7929,0.97539672776479269,8129,1,200,0.024603272235207283,0,0,2814,5315,0,5.2221306433756354,13.146844630335824,11.199999999999999,20.300000000000001,29.972000000000023,422.80000000000001,e16ce73c89da7e9745b23af3858a5bccdd04f4f8526653b88b693456e713552a,4510e36e46f3deae4247dfd621856e078e15c063562be36d855a54ce0fccc9da,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,5,0,0,1,7bf0f50e4f7b00987fe14c099d86ee2c80f829505b63e68a4bb001827b2354ac,bch15-seed2026072201,0.021453566380706696,0.028202074992050782,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7.2999999999999998,5.3703179637025267,0.36424402326905703,0.13267370848722937,2026072201,1,73,0,50000,50000,11728,2345600,10040,6733,419,200,0.00017863233287858117,0.017053206002728513,11528,0.98294679399727147,11728,1,200,0.017053206002728513,0,0,4995,6733,0,5.3898874488402484,13.443954638472023,11.300000000000001,20.300000000000001,28.772999999999957,498.69999999999999,29f79e3f90db29fa959172f39cd3042c796bcb807be4c3ae4cb552b5d8f3693d,7622285a6ff353c42f7cea762ae1d74d7082de28dd94a60a5400477e44a40f02,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,6,0,0,1,88499fa19ea938283e92914475f5d3347b303a8134daecfd7a632cf5d17dbe13,bch15-seed2026072201,0.014863222382589445,0.019559460555821907,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7.5,5.6234132519034912,0.35595281704921683,0.12670240796527324,2026072201,1,75,0,50000,50000,17566,3513200,12506,8965,457,200,0.00013008083798246613,0.011385631333257429,17366,0.98861436866674257,17566,1,200,0.011385631333257429,0,0,8601,8965,0,5.3730331321872047,13.140845952408064,11.199999999999999,19.800000000000001,26.734999999999854,490.39999999999998,60e87a06fa91e8b19f6b674dc1b2c7f023901332dc83edf3bd02bd798dfed084,01a8bc063aeb315db8a766c3323d870082c9c3e000880c0dc9e4485e454f629d,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,9,0,0,1,6e6e9b6953f4ae787ee674e8621a0c0391683b7b0879ef874b8a79f161e109f6,bch15-seed2026072201,0.0099200695269660039,0.013064853801294947,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7.7000000000000002,5.8884365535558896,0.3478503417245688,0.12099986023789928,2026072201,1,77,0,50000,50000,23186,4637200,13534,10210,446,200,9.6178728543086346e-05,0.0086258949365996714,22986,0.99137410506340029,23186,1,200,0.0086258949365996714,0,0,12976,10210,0,5.255891486241663,13.141443112222946,11.199999999999999,20,30.100000000000001,326.19999999999999,002dba8fd227a29713f8af5c4a23f18f2ed323cad30bdbe4f088748961a469f7,2ef3ba3ee97706e84d84d2122dea62f734bdf276b03440a086466a92c1aa5265,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,12,0,0,1,b41036cf1f90468aef839e817ffbd68ba0eed5a754507cba67b5ee8a5617bafe,bch15-seed2026072201,0.0075143119002694467,0.0099002728237276797,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7.9000000000000004,6.1659500186148222,0.33993230125544666,0.11555396943682374,2026072201,1,79,0,50000,50000,45446,9089200,20964,16789,432,200,4.7528935439862692e-05,0.0044008273555428421,45246,0.99559917264445719,45446,1,200,0.0044008273555428421,0,0,28658,16788,0,6.1224266162038079,15.513345508955645,12.800000000000001,22.600000000000001,43.210000000000583,758.5,e3ed7c8805dc040fdf43af14df580c75134b9210f8b3489cac271758b83eeb55,4f952e6a297e3678d53699c0c1f11aeabc08a2952d890704db465b1ee4d59d43,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,23,0,0,1,d26e7f5cb8ba7e730ae6e7221033984d6efbe58d5432dd86cdc7f0163e551368,bch15-seed2026072201,0.0038327327547872138,0.0050526988739807328,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,8.0999999999999996,6.4565422903465546,0.3321944973919862,0.11035318409751432,2026072201,1,81,0,50000,50000,50000,10000000,18671,15570,367,166,3.6699999999999998e-05,0.00332,49834,0.99668000000000001,50000,1,166,0.00332,0,0,34430,15570,0,6.4153859999998426,15.772884000000051,14.699999999999999,22.800000000000001,43.5,670.60000000000002,7a09af6ef92fd7cc5302e41d1a5f2d975932275cb073797f908d7c464e84d6ab,86ae161b15f0cdf5d4d49b07bac678632a37884da461935d1669e72c3aef13cb,MAX_FRAMES_REACHED,200,5000,50000,26,0,0,1,09e970b75bec889c9fc12a1a92e3649c800145379faa4685a0f248edfb8093cf,bch15-seed2026072201,0.0028525258705422254,0.0038637872970624519,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,8.3000000000000007,6.7608297539198192,0.32463282744815686,0.10538647265698478,2026072201,1,83,0,50000,50000,50000,10000000,14609,12576,228,113,2.2799999999999999e-05,0.0022599999999999999,49887,0.99773999999999996,50000,1,113,0.0022599999999999999,0,0,37424,12576,0,6.2735479999999582,15.435189999999896,13.699999999999999,22.399999999999999,39.200000000000003,584.70000000000005,c97725fc5b85ecc845d21c924ddaeeb5d2c0b17645b8e2c493c69197d8c2a9f1,dbf6d9d7b356766866713274f9bc4f65e106aba117f535235535fd404977dda6,MAX_FRAMES_REACHED,200,5000,50000,26,0,0,1,8e1ec4728f1cdaeaaabc03a9db8524b6abc36bd5f3940bd9baf0b245c4857fa8,bch15-seed2026072201,0.0018802782541554783,0.002716197778790386,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,8.5,7.0794578438413787,0.31724328212646402,0.10064330005437125,2026072201,1,85,0,50000,50000,50000,10000000,11730,10439,146,70,1.4600000000000001e-05,0.0014,49930,0.99860000000000004,50000,1,70,0.0014,0,0,39561,10439,0,6.2919739999999633,15.376423999999863,14,22.199999999999999,39.402000000000406,461.10000000000002,80993499bfe7194f85aef47984c0904ce60ce101c41c92a64f26759a3f3f792e,ddb81c240906bcd1570e6e459cda381785a6fce7efae7d43ae5f9623469a4ba2,MAX_FRAMES_REACHED,200,5000,50000,26,0,0,1,6d25b0336552da0c31545bad7ef67b055771da88ad522f993ebe9d62e488ba38,bch15-seed2026072201,0.0011083507346433081,0.0017682574343340866,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,3.5,2.2387211385683394,0.5262545269483172,0.27694382713359711,2026072201,1,35,0,50000,50000,5000,1000000,35223,4997,19910,2771,0.019910000000000001,0.55420000000000003,2229,0.44579999999999997,2232,0.44640000000000002,3,0.00059999999999999995,2768,0.55359999999999998,3,2229,2768,24.674160000000025,49.02721999999995,44.5,68.299999999999997,105.00100000000002,696.20000000000005,1860061e005fae72d2b11a138577ec9bdcd68a08544e405b9ed6c28e2b7eb0b9,64ed4591dea44ccdcc1f145167e31fdde85eed4d7b0f23dc09c6a50e5b4fe7d6,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,5955d5ee80b59dd876bd97179e04fa49112095b2ac723744343f24984aa4505d,bch15-seed2026072201,0.54038624527258383,0.56793053583657205,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,3.7000000000000002,2.344228815319922,0.51427551143038841,0.26447930165698758,2026072201,1,37,0,50000,50000,5000,1000000,32260,4993,16460,2355,0.016459999999999999,0.47099999999999997,2645,0.52900000000000003,2651,0.5302,6,0.0011999999999999999,2349,0.4698,7,2644,2349,25.651979999999959,50.190680000000029,45.299999999999997,69.205000000000027,105.70400000000009,474.69999999999999,a541b4bb482507904cc7e6fb0044f7f2d4824815041c107240bb0a440646cb44,797eb761318b275fa23d66a247ce30e284eef928e44ea8078e20b2e691a43d5f,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,ff3ded5efe7d12cf30a19af05fd3ae80e21a2ee93228c571ef1852a5167c31a4,bch15-seed2026072201,0.45719184960317694,0.48485267710963642,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,3.8999999999999999,2.4547089156850306,0.5025691715958609,0.25257577223854988,2026072201,1,39,0,50000,50000,5000,1000000,28883,4981,11990,1783,0.011990000000000001,0.35659999999999997,3217,0.64339999999999997,3218,0.64359999999999995,1,0.00020000000000000001,1782,0.35639999999999999,19,3199,1782,25.921160000000057,50.602340000000076,44.75,72.5,131.1050000000001,655.60000000000002,ca09ed62811e429146b82ec0de37080aa1d6871becfa20ed2c43ea6f5077848b,b141839684fc38c7b7a65cea5744ff803415643f2fef97b232e6d49a5743e8ea,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,7824e7b0a83af3c150fb5bd0939e59eceed5386fcbc74fabf62bd4ca7313dfea,bch15-seed2026072201,0.34343790247756267,0.36998227444027976,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.0999999999999996,2.5703957827688635,0.49112930058840315,0.24120798989645406,2026072201,1,41,0,50000,50000,5000,1000000,25794,4972,8577,1311,0.0085769999999999996,0.26219999999999999,3689,0.73780000000000001,3689,0.73780000000000001,0,0,1311,0.26219999999999999,28,3661,1311,28.967720000000106,52.290019999999878,46.700000000000003,75.599999999999994,115.2090000000002,327.5,00511afb6a8964235e26c7d26497afb9da9c3e6c18455ee1a8564f29cc51c62d,311bbbdad5ed5a08722289bd87f43e128f72239e6e26a85dee6f2453433f779c,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,735f7f6167c6ffe59c9ccd959c0584778b448c177b3e269418804e24182d5c9d,bch15-seed2026072201,0.25019460810382499,0.27457051094124418,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.2999999999999998,2.6915348039269156,0.47994983283698206,0.23035184204024703,2026072201,1,43,0,50000,50000,5000,1000000,22983,4948,5885,927,0.0058849999999999996,0.18540000000000001,4073,0.81459999999999999,4075,0.81499999999999995,2,0.00040000000000000002,925,0.185,52,4023,925,25.272320000000018,48.212239999999923,43.899999999999999,68.705000000000027,116.80800000000016,739,c9c1ca979f7d930bfd682ff1ed932663afc9fb0b2ebb80ea1bae6ba1a5aa51ac,14fea3b7577517bc71cb740e216207853fe551bcd49564956a6726be61281509,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,bce739daa7680782ab3d6d75f2f28bc60aac476097b00558dcc3157408afb66e,bch15-seed2026072201,0.17487109980764112,0.19641193825618888,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.5,2.8183829312644537,0.46902484083981816,0.21998430132481675,2026072201,1,45,0,50000,50000,5000,1000000,20961,4913,4133,651,0.0041330000000000004,0.13020000000000001,4349,0.86980000000000002,4350,0.87,1,0.00020000000000000001,650,0.13,87,4263,650,27.267399999999999,49.633220000000087,44.600000000000001,73.599999999999994,116.7,400.39999999999998,181a30cf0f661ccd49115e460da34d47220513be8495bebc52794a687592273a,bbb2538d697ef4f8aa15ce5fe5f4846a12c145f7ba3bea5ff0666af4cc447f91,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,cdab48b343560bdca65259f97443fceac791e826cd04aa6384a4b29d2926bb3a,bch15-seed2026072201,0.12115537667153806,0.13981241568702626,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.7000000000000002,2.9512092266663861,0.45834853202154535,0.21008337680630559,2026072201,1,47,0,50000,50000,5000,1000000,17892,4857,2187,356,0.0021870000000000001,0.071199999999999999,4644,0.92879999999999996,4644,0.92879999999999996,0,0,356,0.071199999999999999,143,4501,356,26.856699999999947,47.845359999999978,43.75,69.299999999999997,107.23800000000084,613.10000000000002,d4a8b260d02d3bb9c2d1f4674bb9e39d3e4e9e7b0ebac892a93c1d35d1600a12,2ec654cb223e4e066707d453066925162b446b93b385563b379179577c0ec716,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,15e18219f40fcae58398ed92fcaac4d0766797351a45d47751f57505713651b0,bch15-seed2026072201,0.064396384274861371,0.078661996913219609,,ad57f9cac5946e842160d085e8ddbc19acafbf15
