schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,frameStart,requestedFrameCount,logicalFrameCount,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,firstNoiseHash,lastNoiseHash,stopReason,targetFrameErrors,minFrames,maxFrames,checkpointCount,resumeCount,shardIndex,shardCount,configHash,runId,ferCiLower95,ferCiUpper95,ferUpper95RuleOfThree,gitCommit
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,4.5,2.8183829312644537,0.50279671819625327,0.25280453982892254,2026072201,1,45,0,50000,50000,5000,1000000,33463,4998,9817,2968,0.0098169999999999993,0.59360000000000002,2032,0.40639999999999998,5000,1,2968,0.59360000000000002,0,0,2,4998,0,5.4911200000000546,14.701479999999989,12.4,22.300000000000001,29.699999999999999,566.5,0db7cd110b6b30445ce5ecba74999ac1bb70697daa553dee783d74fda8a1e48c,72fa56301bbcfae357791aa5d92eab2358e5b80d8aca7beed3b0187b03006a6a,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,fc127b5894ccc21cff1b9f6f3e39b577d9bf41d270a30e1bbeac2f381fffd091,bch15-seed2026072201,0.57991914447034021,0.60713714172554512,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,4.7000000000000002,2.9512092266663861,0.49135166759580845,0.24142646124918185,2026072201,1,47,0,50000,50000,5000,1000000,29578,4984,7842,2534,0.007842,0.50680000000000003,2466,0.49320000000000003,5000,1,2534,0.50680000000000003,0,0,16,4984,0,6.0475000000000243,15.716319999999932,13,23,38.807000000000151,546.29999999999995,d84b39d4455237cffb87372b237e8e99278e20172e87c27b284d42717217b866,66b4cb19e1ee9b6379dd94b955cf12cd3063ee2118f4bc1bf15a2ef96cd94830,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,3ff66cc97d3f168b83d890d794ce611df3c695a1ac369dcb883ea684ca19f9c7,bch15-seed2026072201,0.49294234247735341,0.52064721677619397,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,4.9000000000000004,3.090295432513591,0.48016713815333106,0.23056048056236012,2026072201,1,49,0,50000,50000,5000,1000000,26629,4981,6284,2199,0.0062839999999999997,0.43980000000000002,2801,0.56020000000000003,5000,1,2199,0.43980000000000002,0,0,19,4981,0,6.1150800000000363,15.897380000000011,12.6,23.5,45.100000000000001,328.19999999999999,4ce3da313d7a6a3beb5a6223dbdaa2653153b70f17f021c789c522852604a382,072fc2d26e7f03154e8c0713252f12f877f709e089df62135733ddb38ea024a9,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,b6fdc38fdaad1011cd88b4a401460fdda4fe03bde62d81234b598e85796a24da,bch15-seed2026072201,0.4260932000025433,0.45359923131164176,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,5.0999999999999996,3.2359365692962827,0.4692371996832661,0.22018354956659333,2026072201,1,51,0,50000,50000,5000,1000000,23437,4955,4901,1788,0.004901,0.35759999999999997,3212,0.64239999999999997,5000,1,1788,0.35759999999999997,0,0,45,4955,0,5.1391600000000155,13.930540000000015,12,20.399999999999999,29.003000000000064,504.69999999999999,31a731cea0ffa86a41b2e5dc8088eae4c829e61329b9945730c315694d9a09d4,d0eeccf643a5005e61eaf7af8fa6ff04034cf53fc51fb4324d812c2ef45919c1,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,ace7fee0ad3c64233d95d0690bc82f4a8441aa57506d865459f479f6ada13ada,bch15-seed2026072201,0.34442887793684451,0.37098976357710778,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,5.2999999999999998,3.3884415613920256,0.45855605698756174,0.21027365739997997,2026072201,1,53,0,50000,50000,5000,1000000,20981,4923,4053,1544,0.0040530000000000002,0.30880000000000002,3456,0.69120000000000004,5000,1,1544,0.30880000000000002,0,0,77,4923,0,5.6508400000000423,14.465299999999967,12.1,21.5,30.801000000000023,295,e83faf8d6dfd5ea6fee19d0e2b5454f8767a3bd92f7e69d491dd2ed39ae2ebc9,ef0d37e1f6ab70d587f96dbb0e9912ece834ddff819d085f847b2dc0ff49eb1f,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,19c7152e229144be554c8bee67d2382950f8d6cfe8903768b0ae145cbf04f4c6,bch15-seed2026072201,0.29614515134921082,0.32174841787457908,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,5.5,3.548133892335755,0.44811804678297917,0.20080978385259232,2026072201,1,55,0,50000,50000,5000,1000000,18012,4839,3109,1213,0.0031089999999999998,0.24260000000000001,3787,0.75739999999999996,5000,1,1213,0.24260000000000001,0,0,161,4839,0,5.2409200000000142,13.758560000000001,12,20.399999999999999,30.003000000000064,204.19999999999999,9841b39f4c3478474f2611308f85061c2d0786bf7b9ccbf1966aa98b6f81cc5d,172440706fa14e48dc07a5b406ed6d54f6b252e79fd537c60c4e6bb9794d426b,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,d4bf03da5d9f0be26a682a27957f53594c9c5526eff88d3ecfa5c29e2d31c978,bch15-seed2026072201,0.23091902801081607,0.25467618495049943,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,5.7000000000000002,3.715352290971726,0.43791763469834455,0.19177185477979275,2026072201,1,57,0,50000,50000,5000,1000000,15896,4805,2475,996,0.0024750000000000002,0.19919999999999999,4004,0.80079999999999996,5000,1,996,0.19919999999999999,0,0,195,4805,0,5.334120000000028,13.881620000000026,11.9,20.899999999999999,29.201000000000018,234,33d595d2d8279bd4c8b38868508c6d5f3f2f952204d4f5afdf41f9d76e2ed24f,db2411caef918a2f43b59931546361af1f64eae4eb56d4c07711680aa40c7bf7,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,3531d2a0cc043ef60ac5aff79414e806ec52b29f653c01712d57c43adc49c024,bch15-seed2026072201,0.18836220082656505,0.21049964866358137,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,5.9000000000000004,3.8904514499428067,0.4279494123401521,0.18314069952228154,2026072201,1,59,0,50000,50000,5000,1000000,14025,4719,1940,809,0.0019400000000000001,0.1618,4191,0.83819999999999995,5000,1,809,0.1618,0,0,281,4719,0,5.5340000000000247,14.114459999999992,11.9,20.899999999999999,30.401000000000021,154.30000000000001,1f009ba9e96503562982e1f33bc6af2a3f743d2f911f4960a0e0533b5f72d794,0b6170717082c73757d4c5fe0f37358a176f17f1797235eca1382ed8b6d43b4a,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,52715d83469c4ab168e49ac071cec249450d74e7c70895618b437cb4271d471a,bch15-seed2026072201,0.15185259351835162,0.17226668007728507,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.0999999999999996,4.0738027780411272,0.4182080944249626,0.17489801024255844,2026072201,1,61,0,50000,50000,5000,1000000,11907,4525,1393,591,0.0013929999999999999,0.1182,4409,0.88180000000000003,5000,1,591,0.1182,0,0,476,4524,0,5.5382200000000195,14.084680000000025,11.9,21.300000000000001,29.100000000000001,160.5,9213c64b3a45fcc1ee1b90517a0ada22b6ff6222b71fe344d7b22102a19f9e23,5089d21f350be3e7c745d61660aa504842a997a011bbcb09f80ffd943c2d86e1,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,e6983e5ad970c5ed9b721409d6c6532e0ddfccb0281c7aae7aa7a0b2a27088d4,bch15-seed2026072201,0.10954310667883399,0.12744311052641163,,ad57f9cac5946e842160d085e8ddbc19acafbf15
bch.group4.result.v1,BCH15,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.2999999999999998,4.2657951880159271,0.40868851597707567,0.16702630309154443,2026072201,1,63,0,50000,50000,5000,1000000,10101,4325,976,427,0.00097599999999999998,0.085400000000000004,4573,0.91459999999999997,5000,1,427,0.085400000000000004,0,0,675,4325,0,5.9354200000000317,14.705999999999966,12.199999999999999,21.600000000000001,31.501000000000023,220.30000000000001,29c2342f4703b1b8e93e0a64db1da1e342e6d1b04003504891277039f1164486,019211ecd94b9814542ddd8fc1e5d3580a112633c6b5073bbcc110f733f43527,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,6387cfe94ab790aee2a7e6855338f4e439a77d0e3af224da6924cd752342ea15,bch15-seed2026072201,0.077968187225677665,0.093468391227163716,,ad57f9cac5946e842160d085e8ddbc19acafbf15
