organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer,decisionMode
B_CONT_50x6,R12,1.5,3,17,12610,0.00134814,0.000841914,0.00215808,coarse,Hard
B_CONT_50x6,R12,1.5,4,16,12610,0.00126883,0.000781193,0.00206025,coarse,Hard
B_CONT_50x6,R12,1.5,5,21,12610,0.00166534,0.00108954,0.00254468,coarse,Hard
B_CONT_50x6,R12,1.5,6,22,12610,0.00174465,0.00115247,0.00264031,coarse,Hard
B_CONT_50x6,R12,1.5,7,24,12610,0.00190325,0.00127936,0.00283053,coarse,Hard
B_CONT_50x6,R12,1.5,8,26,12610,0.00206186,0.00140751,0.00301949,coarse,Hard
B_CONT_50x6,R12,1.5,9,25,12610,0.00198255,0.00134329,0.00292516,coarse,Hard
C_CONT_100x3,R12,1.5,-10,7,5044,0.00138779,0.000672414,0.00286206,coarse,Hard
C_CONT_100x3,R12,1.5,-9,9,5044,0.0017843,0.000939028,0.00338786,coarse,Hard
C_CONT_100x3,R12,1.5,-8,4,5044,0.000793021,0.000308432,0.00203741,coarse,Hard
C_CONT_100x3,R12,1.5,-7,3,5044,0.000594766,0.000202294,0.00174734,coarse,Hard
C_CONT_100x3,R12,1.5,-6,2,5044,0.000396511,0.000108744,0.00144468,coarse,Hard
C_CONT_100x3,R12,1.5,-5,8,5044,0.00158604,0.000803899,0.00312678,coarse,Hard
C_CONT_100x3,R12,1.5,-4,1,5044,0.000198255,3.49978e-05,0.00112222,coarse,Hard
C_CONT_100x3,R12,1.5,-3,5,5044,0.000991277,0.000423486,0.00231857,coarse,Hard
C_CONT_100x3,R12,1.5,-2,7,5044,0.00138779,0.000672414,0.00286206,coarse,Hard
C_CONT_100x3,R12,1.5,-1,6,5044,0.00118953,0.000545284,0.00259298,coarse,Hard
C_CONT_100x3,R12,1.5,0,4,5044,0.000793021,0.000308432,0.00203741,coarse,Hard
C_CONT_100x3,R12,1.5,1,8,5044,0.00158604,0.000803899,0.00312678,coarse,Hard
C_CONT_100x3,R12,1.5,2,7,5044,0.00138779,0.000672414,0.00286206,coarse,Hard
C_CONT_100x3,R12,1.5,3,5,5044,0.000991277,0.000423486,0.00231857,coarse,Hard
C_CONT_100x3,R12,1.5,4,8,5044,0.00158604,0.000803899,0.00312678,coarse,Hard
C_CONT_100x3,R12,1.5,5,12,5044,0.00237906,0.00136148,0.00415404,coarse,Hard
C_CONT_100x3,R12,1.5,6,9,5044,0.0017843,0.000939028,0.00338786,coarse,Hard
C_CONT_100x3,R12,1.5,7,6,5044,0.00118953,0.000545284,0.00259298,coarse,Hard
C_CONT_100x3,R12,1.5,8,12,5044,0.00237906,0.00136148,0.00415404,coarse,Hard
C_CONT_100x3,R12,1.5,9,14,5044,0.00277557,0.00165411,0.00465382,coarse,Hard
D_CONT_150x2,R12,1.5,-10,4,2522,0.00158604,0.000616949,0.00407118,coarse,Hard
D_CONT_150x2,R12,1.5,-9,3,2522,0.00118953,0.000404629,0.00349168,coarse,Hard
D_CONT_150x2,R12,1.5,-8,6,2522,0.00237906,0.00109079,0.00518097,coarse,Hard
D_CONT_150x2,R12,1.5,-7,3,2522,0.00118953,0.000404629,0.00349168,coarse,Hard
D_CONT_150x2,R12,1.5,-6,2,2522,0.000793021,0.000217502,0.00288699,coarse,Hard
D_CONT_150x2,R12,1.5,-5,2,2522,0.000793021,0.000217502,0.00288699,coarse,Hard
D_CONT_150x2,R12,1.5,-4,2,2522,0.000793021,0.000217502,0.00288699,coarse,Hard
D_CONT_150x2,R12,1.5,-3,3,2522,0.00118953,0.000404629,0.00349168,coarse,Hard
D_CONT_150x2,R12,1.5,-2,5,2522,0.00198255,0.000847116,0.00463282,coarse,Hard
D_CONT_150x2,R12,1.5,-1,3,2522,0.00118953,0.000404629,0.00349168,coarse,Hard
D_CONT_150x2,R12,1.5,0,3,2522,0.00118953,0.000404629,0.00349168,coarse,Hard
D_CONT_150x2,R12,1.5,1,1,2522,0.000396511,6.99973e-05,0.00224268,coarse,Hard
D_CONT_150x2,R12,1.5,2,4,2522,0.00158604,0.000616949,0.00407118,coarse,Hard
D_CONT_150x2,R12,1.5,3,3,2522,0.00118953,0.000404629,0.00349168,coarse,Hard
D_CONT_150x2,R12,1.5,4,2,2522,0.000793021,0.000217502,0.00288699,coarse,Hard
D_CONT_150x2,R12,1.5,5,0,2522,0.0,0.0,0.00152086,coarse,Hard
D_CONT_150x2,R12,1.5,6,3,2522,0.00118953,0.000404629,0.00349168,coarse,Hard
D_CONT_150x2,R12,1.5,7,5,2522,0.00198255,0.000847116,0.00463282,coarse,Hard
D_CONT_150x2,R12,1.5,8,5,2522,0.00198255,0.000847116,0.00463282,coarse,Hard
D_CONT_150x2,R12,1.5,9,4,2522,0.00158604,0.000616949,0.00407118,coarse,Hard
B_CONT_50x6,R12,2.0,-10,19,35195,0.000539849,0.000345649,0.000843068,coarse,Hard
B_CONT_50x6,R12,2.0,-9,20,35195,0.000568263,0.000367909,0.000877628,coarse,Hard
B_CONT_50x6,R12,2.0,-8,15,35195,0.000426197,0.000258308,0.000703128,coarse,Hard
B_CONT_50x6,R12,2.0,-7,15,35195,0.000426197,0.000258308,0.000703128,coarse,Hard
B_CONT_50x6,R12,2.0,-6,17,35195,0.000483023,0.000301611,0.000773466,coarse,Hard
B_CONT_50x6,R12,2.0,-5,20,35195,0.000568263,0.000367909,0.000877628,coarse,Hard
B_CONT_50x6,R12,2.0,-4,17,35195,0.000483023,0.000301611,0.000773466,coarse,Hard
B_CONT_50x6,R12,2.0,-3,21,35195,0.000596676,0.000390314,0.000912043,coarse,Hard
B_CONT_50x6,R12,2.0,-2,15,35195,0.000426197,0.000258308,0.000703128,coarse,Hard
B_CONT_50x6,R12,2.0,-1,17,35195,0.000483023,0.000301611,0.000773466,coarse,Hard
B_CONT_50x6,R12,2.0,0,17,35195,0.000483023,0.000301611,0.000773466,coarse,Hard
B_CONT_50x6,R12,2.0,1,18,35195,0.000511436,0.000323546,0.000808351,coarse,Hard
B_CONT_50x6,R12,2.0,2,14,35195,0.000397784,0.000236976,0.000667641,coarse,Hard
B_CONT_50x6,R12,2.0,3,19,35195,0.000539849,0.000345649,0.000843068,coarse,Hard
B_CONT_50x6,R12,2.0,4,20,35195,0.000568263,0.000367909,0.000877628,coarse,Hard
B_CONT_50x6,R12,2.0,5,21,35195,0.000596676,0.000390314,0.000912043,coarse,Hard
B_CONT_50x6,R12,2.0,6,12,35195,0.000340958,0.00019506,0.000595917,coarse,Hard
B_CONT_50x6,R12,2.0,7,14,35195,0.000397784,0.000236976,0.000667641,coarse,Hard
B_CONT_50x6,R12,2.0,8,17,35195,0.000483023,0.000301611,0.000773466,coarse,Hard
B_CONT_50x6,R12,2.0,9,18,35195,0.000511436,0.000323546,0.000808351,coarse,Hard
C_CONT_100x3,R12,2.0,-10,12,14078,0.000852394,0.000487688,0.00148943,coarse,Hard
C_CONT_100x3,R12,2.0,-9,8,14078,0.000568263,0.00028798,0.00112103,coarse,Hard
C_CONT_100x3,R12,2.0,-8,4,14078,0.000284131,0.000110498,0.000730404,coarse,Hard
C_CONT_100x3,R12,2.0,-7,3,14078,0.000213098,7.24753e-05,0.000626401,coarse,Hard
C_CONT_100x3,R12,2.0,-6,7,14078,0.00049723,0.000240883,0.0010261,coarse,Hard
C_CONT_100x3,R12,2.0,-5,9,14078,0.000639295,0.000336381,0.00121466,coarse,Hard
C_CONT_100x3,R12,2.0,-4,9,14078,0.000639295,0.000336381,0.00121466,coarse,Hard
C_CONT_100x3,R12,2.0,-3,9,14078,0.000639295,0.000336381,0.00121466,coarse,Hard
C_CONT_100x3,R12,2.0,-2,4,14078,0.000284131,0.000110498,0.000730404,coarse,Hard
C_CONT_100x3,R12,2.0,-1,4,14078,0.000284131,0.000110498,0.000730404,coarse,Hard
C_CONT_100x3,R12,2.0,0,7,14078,0.00049723,0.000240883,0.0010261,coarse,Hard
C_CONT_100x3,R12,2.0,1,8,14078,0.000568263,0.00028798,0.00112103,coarse,Hard
C_CONT_100x3,R12,2.0,2,6,14078,0.000426197,0.000195344,0.000929612,coarse,Hard
C_CONT_100x3,R12,2.0,3,5,14078,0.000355164,0.000151714,0.000831215,coarse,Hard
C_CONT_100x3,R12,2.0,4,8,14078,0.000568263,0.00028798,0.00112103,coarse,Hard
C_CONT_100x3,R12,2.0,5,9,14078,0.000639295,0.000336381,0.00121466,coarse,Hard
C_CONT_100x3,R12,2.0,6,5,14078,0.000355164,0.000151714,0.000831215,coarse,Hard
C_CONT_100x3,R12,2.0,7,3,14078,0.000213098,7.24753e-05,0.000626401,coarse,Hard
C_CONT_100x3,R12,2.0,8,7,14078,0.00049723,0.000240883,0.0010261,coarse,Hard
C_CONT_100x3,R12,2.0,9,8,14078,0.000568263,0.00028798,0.00112103,coarse,Hard
D_CONT_150x2,R12,2.0,-10,1,7039,0.000142066,2.50785e-05,0.000804339,coarse,Hard
D_CONT_150x2,R12,2.0,-9,1,7039,0.000142066,2.50785e-05,0.000804339,coarse,Hard
D_CONT_150x2,R12,2.0,-8,5,7039,0.000710328,0.000303447,0.00166188,coarse,Hard
D_CONT_150x2,R12,2.0,-7,4,7039,0.000568263,0.000221008,0.00146034,coarse,Hard
D_CONT_150x2,R12,2.0,-6,2,7039,0.000284131,7.79225e-05,0.00103547,coarse,Hard
D_CONT_150x2,R12,2.0,-5,1,7039,0.000142066,2.50785e-05,0.000804339,coarse,Hard
D_CONT_150x2,R12,2.0,-4,1,7039,0.000142066,2.50785e-05,0.000804339,coarse,Hard
D_CONT_150x2,R12,2.0,-3,4,7039,0.000568263,0.000221008,0.00146034,coarse,Hard
D_CONT_150x2,R12,2.0,-2,3,7039,0.000426197,0.000144956,0.00125241,coarse,Hard
D_CONT_150x2,R12,2.0,-1,4,7039,0.000568263,0.000221008,0.00146034,coarse,Hard
D_CONT_150x2,R12,2.0,0,3,7039,0.000426197,0.000144956,0.00125241,coarse,Hard
D_CONT_150x2,R12,2.0,1,3,7039,0.000426197,0.000144956,0.00125241,coarse,Hard
D_CONT_150x2,R12,2.0,2,1,7039,0.000142066,2.50785e-05,0.000804339,coarse,Hard
D_CONT_150x2,R12,2.0,3,5,7039,0.000710328,0.000303447,0.00166188,coarse,Hard
D_CONT_150x2,R12,2.0,4,1,7039,0.000142066,2.50785e-05,0.000804339,coarse,Hard
D_CONT_150x2,R12,2.0,5,2,7039,0.000284131,7.79225e-05,0.00103547,coarse,Hard
D_CONT_150x2,R12,2.0,6,2,7039,0.000284131,7.79225e-05,0.00103547,coarse,Hard
D_CONT_150x2,R12,2.0,7,1,7039,0.000142066,2.50785e-05,0.000804339,coarse,Hard
D_CONT_150x2,R12,2.0,8,2,7039,0.000284131,7.79225e-05,0.00103547,coarse,Hard
D_CONT_150x2,R12,2.0,9,5,7039,0.000710328,0.000303447,0.00166188,coarse,Hard
B_CONT_50x6,R12,2.5,-10,16,102410,0.000156235,9.61746e-05,0.000253792,coarse,Hard
B_CONT_50x6,R12,2.5,-9,14,102410,0.000136705,8.14376e-05,0.000229472,coarse,Hard
B_CONT_50x6,R12,2.5,-8,16,102410,0.000156235,9.61746e-05,0.000253792,coarse,Hard
B_CONT_50x6,R12,2.5,-7,15,102410,0.00014647,8.87686e-05,0.00024167,coarse,Hard
B_CONT_50x6,R12,2.5,-6,15,102410,0.00014647,8.87686e-05,0.00024167,coarse,Hard
B_CONT_50x6,R12,2.5,-5,8,102410,7.81174e-05,3.95845e-05,0.000154154,coarse,Hard
B_CONT_50x6,R12,2.5,-4,11,102410,0.000107411,5.99799e-05,0.000192344,coarse,Hard
B_CONT_50x6,R12,2.5,-3,11,102410,0.000107411,5.99799e-05,0.000192344,coarse,Hard
B_CONT_50x6,R12,2.5,-2,15,102410,0.00014647,8.87686e-05,0.00024167,coarse,Hard
B_CONT_50x6,R12,2.5,-1,8,102410,7.81174e-05,3.95845e-05,0.000154154,coarse,Hard
B_CONT_50x6,R12,2.5,0,13,102410,0.000126941,7.41896e-05,0.000217192,coarse,Hard
B_CONT_50x6,R12,2.5,1,14,102410,0.000136705,8.14376e-05,0.000229472,coarse,Hard
B_CONT_50x6,R12,2.5,2,10,102410,9.76467e-05,5.30424e-05,0.000179753,coarse,Hard
B_CONT_50x6,R12,2.5,3,13,102410,0.000126941,7.41896e-05,0.000217192,coarse,Hard
B_CONT_50x6,R12,2.5,4,17,102410,0.000165999,0.000103649,0.000265846,coarse,Hard
B_CONT_50x6,R12,2.5,5,18,102410,0.000175764,0.000111187,0.000277837,coarse,Hard
B_CONT_50x6,R12,2.5,6,13,102410,0.000126941,7.41896e-05,0.000217192,coarse,Hard
B_CONT_50x6,R12,2.5,7,13,102410,0.000126941,7.41896e-05,0.000217192,coarse,Hard
B_CONT_50x6,R12,2.5,8,11,102410,0.000107411,5.99799e-05,0.000192344,coarse,Hard
B_CONT_50x6,R12,2.5,9,15,102410,0.00014647,8.87686e-05,0.00024167,coarse,Hard
C_CONT_100x3,R12,2.5,-10,7,40964,0.000170882,8.27791e-05,0.00035272,coarse,Hard
C_CONT_100x3,R12,2.5,-9,5,40964,0.000122058,5.21371e-05,0.000285724,coarse,Hard
C_CONT_100x3,R12,2.5,-8,3,40964,7.3235e-05,2.49068e-05,0.000215317,coarse,Hard
C_CONT_100x3,R12,2.5,-7,3,40964,7.3235e-05,2.49068e-05,0.000215317,coarse,Hard
C_CONT_100x3,R12,2.5,-6,4,40964,9.76467e-05,3.79735e-05,0.000251069,coarse,Hard
C_CONT_100x3,R12,2.5,-5,3,40964,7.3235e-05,2.49068e-05,0.000215317,coarse,Hard
C_CONT_100x3,R12,2.5,-4,2,40964,4.88234e-05,1.33892e-05,0.000178016,coarse,Hard
C_CONT_100x3,R12,2.5,-3,2,40964,4.88234e-05,1.33892e-05,0.000178016,coarse,Hard
C_CONT_100x3,R12,2.5,-2,4,40964,9.76467e-05,3.79735e-05,0.000251069,coarse,Hard
C_CONT_100x3,R12,2.5,-1,2,40964,4.88234e-05,1.33892e-05,0.000178016,coarse,Hard
C_CONT_100x3,R12,2.5,0,4,40964,9.76467e-05,3.79735e-05,0.000251069,coarse,Hard
C_CONT_100x3,R12,2.5,1,7,40964,0.000170882,8.27791e-05,0.00035272,coarse,Hard
C_CONT_100x3,R12,2.5,2,4,40964,9.76467e-05,3.79735e-05,0.000251069,coarse,Hard
C_CONT_100x3,R12,2.5,3,5,40964,0.000122058,5.21371e-05,0.000285724,coarse,Hard
C_CONT_100x3,R12,2.5,4,7,40964,0.000170882,8.27791e-05,0.00035272,coarse,Hard
C_CONT_100x3,R12,2.5,5,6,40964,0.00014647,6.71302e-05,0.00031955,coarse,Hard
C_CONT_100x3,R12,2.5,6,3,40964,7.3235e-05,2.49068e-05,0.000215317,coarse,Hard
C_CONT_100x3,R12,2.5,7,6,40964,0.00014647,6.71302e-05,0.00031955,coarse,Hard
C_CONT_100x3,R12,2.5,8,3,40964,7.3235e-05,2.49068e-05,0.000215317,coarse,Hard
C_CONT_100x3,R12,2.5,9,7,40964,0.000170882,8.27791e-05,0.00035272,coarse,Hard
D_CONT_150x2,R12,2.5,-10,4,20482,0.000195293,7.59483e-05,0.000502083,coarse,Hard
D_CONT_150x2,R12,2.5,-9,1,20482,4.88234e-05,8.61857e-06,0.000276528,coarse,Hard
D_CONT_150x2,R12,2.5,-8,5,20482,0.000244117,0.000104276,0.000571383,coarse,Hard
D_CONT_150x2,R12,2.5,-7,4,20482,0.000195293,7.59483e-05,0.000502083,coarse,Hard
D_CONT_150x2,R12,2.5,-6,2,20482,9.76467e-05,2.67787e-05,0.000355996,coarse,Hard
D_CONT_150x2,R12,2.5,-5,2,20482,9.76467e-05,2.67787e-05,0.000355996,coarse,Hard
D_CONT_150x2,R12,2.5,-4,3,20482,0.00014647,4.98143e-05,0.000430589,coarse,Hard
D_CONT_150x2,R12,2.5,-3,2,20482,9.76467e-05,2.67787e-05,0.000355996,coarse,Hard
D_CONT_150x2,R12,2.5,-2,4,20482,0.000195293,7.59483e-05,0.000502083,coarse,Hard
D_CONT_150x2,R12,2.5,-1,1,20482,4.88234e-05,8.61857e-06,0.000276528,coarse,Hard
D_CONT_150x2,R12,2.5,0,0,20482,0.0,1.3552499999999998e-20,0.000187518,coarse,Hard
D_CONT_150x2,R12,2.5,1,3,20482,0.00014647,4.98143e-05,0.000430589,coarse,Hard
D_CONT_150x2,R12,2.5,2,2,20482,9.76467e-05,2.67787e-05,0.000355996,coarse,Hard
D_CONT_150x2,R12,2.5,3,2,20482,9.76467e-05,2.67787e-05,0.000355996,coarse,Hard
D_CONT_150x2,R12,2.5,4,3,20482,0.00014647,4.98143e-05,0.000430589,coarse,Hard
D_CONT_150x2,R12,2.5,5,3,20482,0.00014647,4.98143e-05,0.000430589,coarse,Hard
D_CONT_150x2,R12,2.5,6,5,20482,0.000244117,0.000104276,0.000571383,coarse,Hard
D_CONT_150x2,R12,2.5,7,2,20482,9.76467e-05,2.67787e-05,0.000355996,coarse,Hard
D_CONT_150x2,R12,2.5,8,4,20482,0.000195293,7.59483e-05,0.000502083,coarse,Hard
D_CONT_150x2,R12,2.5,9,5,20482,0.000244117,0.000104276,0.000571383,coarse,Hard
B_CONT_50x6,R12,3.0,-10,4,250000,1.6e-05,6.2221e-06,4.1143e-05,coarse,Hard
B_CONT_50x6,R12,3.0,-9,7,250000,2.8e-05,1.35635e-05,5.78012e-05,coarse,Hard
B_CONT_50x6,R12,3.0,-8,6,250000,2.4e-05,1.09995e-05,5.23654e-05,coarse,Hard
B_CONT_50x6,R12,3.0,-7,8,250000,3.2e-05,1.62153e-05,6.31493e-05,coarse,Hard
B_CONT_50x6,R12,3.0,-6,12,250000,4.8e-05,2.74592e-05,8.39049e-05,coarse,Hard
B_CONT_50x6,R12,3.0,-5,5,250000,2e-05,8.54283e-06,4.68222e-05,coarse,Hard
B_CONT_50x6,R12,3.0,-4,8,250000,3.2e-05,1.62153e-05,6.31493e-05,coarse,Hard
B_CONT_50x6,R12,3.0,-3,10,250000,4e-05,2.17281e-05,7.36363e-05,coarse,Hard
B_CONT_50x6,R12,3.0,-2,10,250000,4e-05,2.17281e-05,7.36363e-05,coarse,Hard
B_CONT_50x6,R12,3.0,-1,5,250000,2e-05,8.54283e-06,4.68222e-05,coarse,Hard
B_CONT_50x6,R12,3.0,0,10,250000,4e-05,2.17281e-05,7.36363e-05,coarse,Hard
B_CONT_50x6,R12,3.0,1,11,250000,4.4e-05,2.45699e-05,7.87943e-05,coarse,Hard
B_CONT_50x6,R12,3.0,2,9,250000,3.6e-05,1.89404e-05,6.84241e-05,coarse,Hard
B_CONT_50x6,R12,3.0,3,7,250000,2.8e-05,1.35635e-05,5.78012e-05,coarse,Hard
B_CONT_50x6,R12,3.0,4,8,250000,3.2e-05,1.62153e-05,6.31493e-05,coarse,Hard
B_CONT_50x6,R12,3.0,5,14,250000,5.6e-05,3.33597e-05,9.40042e-05,coarse,Hard
B_CONT_50x6,R12,3.0,6,12,250000,4.8e-05,2.74592e-05,8.39049e-05,coarse,Hard
B_CONT_50x6,R12,3.0,7,5,250000,2e-05,8.54283e-06,4.68222e-05,coarse,Hard
B_CONT_50x6,R12,3.0,8,8,250000,3.2e-05,1.62153e-05,6.31493e-05,coarse,Hard
B_CONT_50x6,R12,3.0,9,11,250000,4.4e-05,2.45699e-05,7.87943e-05,coarse,Hard
C_CONT_100x3,R12,3.0,-10,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse,Hard
C_CONT_100x3,R12,3.0,-9,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse,Hard
C_CONT_100x3,R12,3.0,-8,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.0,-7,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.0,-6,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse,Hard
C_CONT_100x3,R12,3.0,-5,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse,Hard
C_CONT_100x3,R12,3.0,-4,4,100000,4e-05,1.55553e-05,0.000102855,coarse,Hard
C_CONT_100x3,R12,3.0,-3,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse,Hard
C_CONT_100x3,R12,3.0,-2,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse,Hard
C_CONT_100x3,R12,3.0,-1,4,100000,4e-05,1.55553e-05,0.000102855,coarse,Hard
C_CONT_100x3,R12,3.0,0,6,100000,6e-05,2.74988e-05,0.00013091,coarse,Hard
C_CONT_100x3,R12,3.0,1,6,100000,6e-05,2.74988e-05,0.00013091,coarse,Hard
C_CONT_100x3,R12,3.0,2,5,100000,5e-05,2.13572e-05,0.000117052,coarse,Hard
C_CONT_100x3,R12,3.0,3,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.0,4,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse,Hard
C_CONT_100x3,R12,3.0,5,4,100000,4e-05,1.55553e-05,0.000102855,coarse,Hard
C_CONT_100x3,R12,3.0,6,4,100000,4e-05,1.55553e-05,0.000102855,coarse,Hard
C_CONT_100x3,R12,3.0,7,4,100000,4e-05,1.55553e-05,0.000102855,coarse,Hard
C_CONT_100x3,R12,3.0,8,4,100000,4e-05,1.55553e-05,0.000102855,coarse,Hard
C_CONT_100x3,R12,3.0,9,5,100000,5e-05,2.13572e-05,0.000117052,coarse,Hard
D_CONT_150x2,R12,3.0,-10,1,50000,2e-05,3.5305e-06,0.00011329,coarse,Hard
D_CONT_150x2,R12,3.0,-9,2,50000,4e-05,1.09695e-05,0.000145848,coarse,Hard
D_CONT_150x2,R12,3.0,-8,0,50000,0.0,0.0,7.68233e-05,coarse,Hard
D_CONT_150x2,R12,3.0,-7,2,50000,4e-05,1.09695e-05,0.000145848,coarse,Hard
D_CONT_150x2,R12,3.0,-6,2,50000,4e-05,1.09695e-05,0.000145848,coarse,Hard
D_CONT_150x2,R12,3.0,-5,1,50000,2e-05,3.5305e-06,0.00011329,coarse,Hard
D_CONT_150x2,R12,3.0,-4,1,50000,2e-05,3.5305e-06,0.00011329,coarse,Hard
D_CONT_150x2,R12,3.0,-3,2,50000,4e-05,1.09695e-05,0.000145848,coarse,Hard
D_CONT_150x2,R12,3.0,-2,5,50000,0.0001,4.27148e-05,0.000234093,coarse,Hard
D_CONT_150x2,R12,3.0,-1,1,50000,2e-05,3.5305e-06,0.00011329,coarse,Hard
D_CONT_150x2,R12,3.0,0,1,50000,2e-05,3.5305e-06,0.00011329,coarse,Hard
D_CONT_150x2,R12,3.0,1,3,50000,6e-05,2.04056e-05,0.000176408,coarse,Hard
D_CONT_150x2,R12,3.0,2,3,50000,6e-05,2.04056e-05,0.000176408,coarse,Hard
D_CONT_150x2,R12,3.0,3,5,50000,0.0001,4.27148e-05,0.000234093,coarse,Hard
D_CONT_150x2,R12,3.0,4,2,50000,4e-05,1.09695e-05,0.000145848,coarse,Hard
D_CONT_150x2,R12,3.0,5,5,50000,0.0001,4.27148e-05,0.000234093,coarse,Hard
D_CONT_150x2,R12,3.0,6,6,50000,0.00012,5.49982e-05,0.000261807,coarse,Hard
D_CONT_150x2,R12,3.0,7,1,50000,2e-05,3.5305e-06,0.00011329,coarse,Hard
D_CONT_150x2,R12,3.0,8,3,50000,6e-05,2.04056e-05,0.000176408,coarse,Hard
D_CONT_150x2,R12,3.0,9,3,50000,6e-05,2.04056e-05,0.000176408,coarse,Hard
B_CONT_50x6,R12,3.5,-10,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse,Hard
B_CONT_50x6,R12,3.5,-9,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse,Hard
B_CONT_50x6,R12,3.5,-8,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse,Hard
B_CONT_50x6,R12,3.5,-7,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse,Hard
B_CONT_50x6,R12,3.5,-6,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse,Hard
B_CONT_50x6,R12,3.5,-5,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse,Hard
B_CONT_50x6,R12,3.5,-4,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse,Hard
B_CONT_50x6,R12,3.5,-3,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse,Hard
B_CONT_50x6,R12,3.5,-2,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse,Hard
B_CONT_50x6,R12,3.5,-1,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse,Hard
B_CONT_50x6,R12,3.5,0,0,250000,0.0,1.69407e-21,1.53656e-05,coarse,Hard
B_CONT_50x6,R12,3.5,1,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse,Hard
B_CONT_50x6,R12,3.5,2,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse,Hard
B_CONT_50x6,R12,3.5,3,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse,Hard
B_CONT_50x6,R12,3.5,4,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse,Hard
B_CONT_50x6,R12,3.5,5,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse,Hard
B_CONT_50x6,R12,3.5,6,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse,Hard
B_CONT_50x6,R12,3.5,7,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse,Hard
B_CONT_50x6,R12,3.5,8,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse,Hard
B_CONT_50x6,R12,3.5,9,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse,Hard
C_CONT_100x3,R12,3.5,-10,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,-9,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,-8,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,-7,0,100000,0.0,0.0,3.84131e-05,coarse,Hard
C_CONT_100x3,R12,3.5,-6,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,-5,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,-4,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,-3,0,100000,0.0,0.0,3.84131e-05,coarse,Hard
C_CONT_100x3,R12,3.5,-2,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,-1,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,0,0,100000,0.0,0.0,3.84131e-05,coarse,Hard
C_CONT_100x3,R12,3.5,1,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse,Hard
C_CONT_100x3,R12,3.5,2,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,3,0,100000,0.0,0.0,3.84131e-05,coarse,Hard
C_CONT_100x3,R12,3.5,4,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,5,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,6,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,7,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse,Hard
C_CONT_100x3,R12,3.5,8,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse,Hard
C_CONT_100x3,R12,3.5,9,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse,Hard
