caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,11,0.500000,segmentCount,19000,19,19,19
BCH-S200,11,0.500000,initialSyndromeCount,19000,19,19,19
BCH-S200,11,0.500000,nonzeroSyndromeCount,12247,12.247,16,17
BCH-S200,11,0.500000,syndromeCalculationCount,31247,31.247,35,36
BCH-S200,11,0.500000,syndromeBitTestCount,343717,343.71699999999998,385,396
BCH-S200,11,0.500000,syndromeXorCount,513609,513.60900000000004,591,678
BCH-S200,11,0.500000,syndromeShiftCount,171203,171.203,197,226
BCH-S200,11,0.500000,tableLookupCount,12247,12.247,16,17
BCH-S200,11,0.500000,lookupHitCount,12247,12.247,16,17
BCH-S200,11,0.500000,lookupMissCount,0,0,0,0
BCH-S200,11,0.500000,bitFlipCount,12247,12.247,16,17
BCH-S200,11,0.500000,postSyndromeCheckCount,12247,12.247,16,17
BCH-S200,11,0.500000,correctedSegmentCount,12247,12.247,16,17
BCH-S200,11,0.500000,failedSegmentCount,0,0,0,0
BCH-S200,11,0.500000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,11,0.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,11,0.500000,syndromeValueCount,0,0,0,0
BCH-S200,11,0.500000,syndromeEvaluationCount,0,0,0,0
BCH-S200,11,0.500000,bmIterationCount,0,0,0,0
BCH-S200,11,0.500000,bmDiscrepancyCount,0,0,0,0
BCH-S200,11,0.500000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,11,0.500000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,11,0.500000,chienPositionTestCount,0,0,0,0
BCH-S200,11,0.500000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,11,0.500000,chienRootCount,0,0,0,0
BCH-S200,11,0.500000,gfAddCount,0,0,0,0
BCH-S200,11,0.500000,gfMultiplyCount,0,0,0,0
BCH-S200,11,0.500000,gfDivideCount,0,0,0,0
BCH-S200,11,0.500000,gfInverseCount,0,0,0,0
BCH-S200,11,0.500000,locatorDegree,0,0,0,0
BCH-S200,11,0.500000,rootCount,0,0,0,0
BCH-S200,11,0.500000,decoderFailureCount,0,0,0,0
BCH-S200,11,0.500000,miscorrectionCount,995,0.995,1,1
