channelType,profileId,caseName,payloadGroup,payloadLength,encodedLength,frameRate,sourcePayloadEbN0Db,snrDb,processedFrames,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessRate,miscorrectionRate,decoderFailureRate,channelHardBER,avgDecodeTimeUs,avgPreprocessingTimeUs,medianPreprocessingTimeUs,p95PreprocessingTimeUs,p99PreprocessingTimeUs,avgTotalReceiverTimeUs,medianReceiverTimeUs,p95ReceiverTimeUs,p99ReceiverTimeUs,timingSemantics,xSemantic,bandwidthConvention,plotStatus
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,5.3,3.7618513565547094,5000,22830,4790,0.02283,0.95799999999999996,0.042000000000000003,0.95799999999999996,0,0.030366315789473686,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,5.5,3.9618513565547095,5000,21588,4736,0.021588,0.94720000000000004,0.0528,0.94720000000000004,0,0.028178947368421053,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,5.7,4.16185135655471,5000,20464,4696,0.020464,0.93920000000000003,0.0608,0.93920000000000003,0,0.026526315789473683,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,5.9,4.36185135655471,5000,19301,4627,0.019300999999999999,0.9254,0.0746,0.9254,0,0.024736140350877192,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,6.1,4.561851356554709,5000,18893,4626,0.018893,0.92520000000000002,0.074800000000000005,0.92520000000000002,0,0.023070877192982456,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,6.3,4.761851356554709,5000,18042,4586,0.018041999999999999,0.91720000000000002,0.082799999999999999,0.91720000000000002,0,0.021825263157894736,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,6.5,4.9618513565547095,5000,17809,4547,0.017808999999999998,0.90939999999999999,0.0906,0.90939999999999999,0,0.020667368421052632,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,6.7,5.16185135655471,5000,17007,4507,0.017007000000000001,0.90139999999999998,0.098599999999999993,0.90139999999999998,0,0.019498245614035088,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,6.9,5.36185135655471,5000,16540,4478,0.016539999999999999,0.89559999999999995,0.10440000000000001,0.89559999999999995,0,0.018476491228070175,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,7.1,5.561851356554709,5000,16162,4405,0.016161999999999999,0.88100000000000001,0.11899999999999999,0.88100000000000001,0,0.017537543859649122,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,7.3,5.761851356554709,5000,15728,4403,0.015727999999999999,0.88060000000000005,0.11940000000000001,0.88060000000000005,0,0.01663017543859649,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,7.5,5.9618513565547095,5000,15253,4346,0.015252999999999999,0.86919999999999997,0.1308,0.86919999999999997,0,0.015851929824561403,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,7.7,6.16185135655471,5000,14705,4252,0.014704999999999999,0.85040000000000004,0.14960000000000001,0.85040000000000004,0,0.015105964912280702,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,7.9,6.36185135655471,5000,14389,4224,0.014389000000000001,0.8448,0.1552,0.8448,0,0.01444701754385965,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,8.1,6.561851356554709,5000,13862,4136,0.013861999999999999,0.82720000000000005,0.17280000000000001,0.82720000000000005,0,0.013799298245614036,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,8.3,6.76185135655471,5000,13714,4124,0.013714,0.82479999999999998,0.17519999999999999,0.82479999999999998,0,0.013359298245614035,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-S200,200,200,285,0.70175438596491224,8.5,6.9618513565547095,5000,12965,3994,0.012965000000000001,0.79879999999999995,0.20119999999999999,0.79879999999999995,0,0.012649122807017544,18.183119999999992,25.130039999999994,22.900000000000002,40.305000000000014,70.513000000000289,43.313159999999918,38.100000000000001,68.400000000000006,124.90600000000013,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,5.3,3.7618513565547094,5000,54948,5000,0.054947999999999997,1,0,1,0,0.05965473684210526,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,5.5,3.9618513565547095,5000,53428,5000,0.053428000000000003,1,0,1,0,0.057450526315789473,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,5.7,4.16185135655471,5000,52639,5000,0.052638999999999998,1,0,1,0,0.055960701754385965,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,5.9,4.36185135655471,5000,51924,5000,0.051923999999999998,1,0,1,0,0.05452842105263158,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,6.1,4.561851356554709,5000,51345,4999,0.051345000000000002,0.99980000000000002,0.00020000000000000001,0.99980000000000002,0,0.052957192982456137,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,6.3,4.761851356554709,5000,50249,5000,0.050249000000000002,1,0,1,0,0.051513684210526316,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,6.5,4.9618513565547095,5000,50187,5000,0.050187000000000002,1,0,1,0,0.050473684210526316,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,6.7,5.16185135655471,5000,49465,5000,0.049465000000000002,1,0,1,0,0.049319298245614034,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,6.9,5.36185135655471,5000,49252,5000,0.049251999999999997,1,0,1,0,0.048448421052631578,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,7.1,5.561851356554709,5000,48651,4999,0.048651,0.99980000000000002,0.00020000000000000001,0.99980000000000002,0,0.047347368421052631,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,7.3,5.761851356554709,5000,48375,4999,0.048375000000000001,0.99980000000000002,0.00020000000000000001,0.99980000000000002,0,0.046632280701754389,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,7.5,5.9618513565547095,5000,48039,5000,0.048038999999999998,1,0,1,0,0.046029473684210523,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,7.7,6.16185135655471,5000,47779,5000,0.047779000000000002,1,0,1,0,0.045157192982456143,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,7.9,6.36185135655471,5000,47128,5000,0.047128000000000003,1,0,1,0,0.044609824561403506,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,8.1,6.561851356554709,5000,47038,5000,0.047038000000000003,1,0,1,0,0.044070877192982458,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,8.3,6.76185135655471,5000,46761,4999,0.046760999999999997,0.99980000000000002,0.00020000000000000001,0.99980000000000002,0,0.043571929824561401,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_H,BLOCKAGE_H,BCH-S200,200,200,285,0.70175438596491224,8.5,6.9618513565547095,5000,46348,5000,0.046348,1,0,1,0,0.042880701754385964,17.930599999999952,24.57195999999999,22.75,28.705000000000016,52.603000000000073,42.50255999999991,37.700000000000003,57.700000000000003,110.61100000000023,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-B200,200,200,248,0.80645161290322576,3.5,2.565783148377649,5000,46680,4813,0.046679999999999999,0.96260000000000001,0.037400000000000003,0.00059999999999999995,0.96199999999999997,0.047217741935483871,32.946899999999971,21.00989999999998,19.299999999999997,23.799999999999997,39.304000000000094,53.956800000000023,49,68.505000000000024,121.81200000000025,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-B200,200,200,248,0.80645161290322576,3.7,2.765783148377649,5000,43443,4694,0.043443000000000002,0.93879999999999997,0.061199999999999997,0.0011999999999999999,0.93799999999999994,0.044641935483870965,32.946899999999971,21.00989999999998,19.299999999999997,23.799999999999997,39.304000000000094,53.956800000000023,49,68.505000000000024,121.81200000000025,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-B200,200,200,248,0.80645161290322576,3.9,2.965783148377649,5000,39996,4556,0.039995999999999997,0.91120000000000001,0.088800000000000004,0.00059999999999999995,0.91159999999999997,0.041709677419354836,32.946899999999971,21.00989999999998,19.299999999999997,23.799999999999997,39.304000000000094,53.956800000000023,49,68.505000000000024,121.81200000000025,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
BLOCKAGE_M,BLOCKAGE_M,BCH-B200,200,200,248,0.80645161290322576,4.1,3.1657831483776486,5000,36596,4345,0.036595999999999997,0.86899999999999999,0.13100000000000001,0.00080000000000000004,0.86860000000000004,0.039238709677419353,32.946899999999971,21.00989999999998,19.299999999999997,23.799999999999997,39.304000000000094,53.956800000000023,49,68.505000000000024,121.81200000000025,TIMING_ONLY_RERUN_PROFILE_PREINITIALIZED,NORMALIZED_WAVEFORM_SNR_PS_OVER_PN,Bn_EQUALS_Rs,PLOTTED
