caseName,legend,sourceEbN0Db,frameRate,snrDb,BER
BCH-S200,"分段 BCH(15,11)",4.5,0.70175438596491224,2.9618513565547095,0.0098169999999999993
BCH-S200,"分段 BCH(15,11)",4.7000000000000002,0.70175438596491224,3.1618513565547097,0.007842
BCH-S200,"分段 BCH(15,11)",4.9000000000000004,0.70175438596491224,3.3618513565547099,0.0062839999999999997
BCH-S200,"分段 BCH(15,11)",5.0999999999999996,0.70175438596491224,3.5618513565547092,0.004901
BCH-S200,"分段 BCH(15,11)",5.2999999999999998,0.70175438596491224,3.7618513565547094,0.0040530000000000002
BCH-S200,"分段 BCH(15,11)",5.5,0.70175438596491224,3.9618513565547095,0.0031089999999999998
BCH-S200,"分段 BCH(15,11)",5.7000000000000002,0.70175438596491224,4.1618513565547097,0.0024750000000000002
BCH-S200,"分段 BCH(15,11)",5.9000000000000004,0.70175438596491224,4.3618513565547099,0.0019400000000000001
BCH-S200,"分段 BCH(15,11)",6.0999999999999996,0.70175438596491224,4.5618513565547092,0.0013929999999999999
BCH-S200,"分段 BCH(15,11)",6.2999999999999998,0.70175438596491224,4.7618513565547094,0.00097599999999999998
BCH-S200,"分段 BCH(15,11)",6.5,0.70175438596491224,4.9618513565547095,0.00075500000000000003
BCH-S200,"分段 BCH(15,11)",6.7000000000000002,0.70175438596491224,5.1618513565547097,0.00046799999999999999
BCH-S200,"分段 BCH(15,11)",6.9000000000000004,0.70175438596491224,5.3618513565547099,0.00042843866171003719
BCH-S200,"分段 BCH(15,11)",7.0999999999999996,0.70175438596491224,5.5618513565547092,0.00026756058555787922
BCH-S200,"分段 BCH(15,11)",7.2999999999999998,0.70175438596491224,5.7618513565547094,0.00017863233287858117
BCH-S200,"分段 BCH(15,11)",7.5,0.70175438596491224,5.9618513565547095,0.00013008083798246613
BCH-S200,"分段 BCH(15,11)",7.7000000000000002,0.70175438596491224,6.1618513565547097,9.6178728543086346e-05
BCH-S200,"分段 BCH(15,11)",7.9000000000000004,0.70175438596491224,6.3618513565547099,4.7528935439862692e-05
BCH-S200,"分段 BCH(15,11)",8.0999999999999996,0.70175438596491224,6.5618513565547092,3.6699999999999998e-05
BCH-S200,"分段 BCH(15,11)",8.3000000000000007,0.70175438596491224,6.7618513565547103,2.2799999999999999e-05
BCH-S200,"分段 BCH(15,11)",8.5,0.70175438596491224,6.9618513565547095,1.4600000000000001e-05
BCH-B200,"缩短 BCH(255,207)",3.5,0.80645161290322576,2.565783148377649,0.019910000000000001
BCH-B200,"缩短 BCH(255,207)",3.7000000000000002,0.80645161290322576,2.7657831483776492,0.016459999999999999
BCH-B200,"缩短 BCH(255,207)",3.8999999999999999,0.80645161290322576,2.9657831483776489,0.011990000000000001
BCH-B200,"缩短 BCH(255,207)",4.0999999999999996,0.80645161290322576,3.1657831483776486,0.0085769999999999996
BCH-B200,"缩短 BCH(255,207)",4.2999999999999998,0.80645161290322576,3.3657831483776488,0.0058849999999999996
BCH-B200,"缩短 BCH(255,207)",4.5,0.80645161290322576,3.565783148377649,0.0041330000000000004
BCH-B200,"缩短 BCH(255,207)",4.7000000000000002,0.80645161290322576,3.7657831483776492,0.0021870000000000001
BCH-B200,"缩短 BCH(255,207)",4.9000000000000004,0.80645161290322576,3.9657831483776493,0.001291
BCH-B200,"缩短 BCH(255,207)",5.0999999999999996,0.80645161290322576,4.1657831483776491,0.00063181526619627963
BCH-B200,"缩短 BCH(255,207)",5.2999999999999998,0.80645161290322576,4.3657831483776492,0.00036462468698466986
BCH-B200,"缩短 BCH(255,207)",5.5,0.80645161290322576,4.5657831483776494,0.00015859077725446368
BCH-B200,"缩短 BCH(255,207)",5.7000000000000002,0.80645161290322576,4.7657831483776496,6.0099999999999997e-05
BCH-B200,"缩短 BCH(255,207)",5.9000000000000004,0.80645161290322576,4.9657831483776498,2.1399999999999998e-05
BCH-B200,"缩短 BCH(255,207)",6,0.80645161290322576,5.0657831483776494,1.2799999999999999e-05
