caseName,legend,sourceEbN0Db,frameRate,snrDb,BER
BCH-S300,"分段 BCH(15,11)",5,0.7142857142857143,3.53871964321762,0.00528
BCH-S300,"分段 BCH(15,11)",5.2000000000000002,0.7142857142857143,3.7387196432176202,0.004006
BCH-S300,"分段 BCH(15,11)",5.4000000000000004,0.7142857142857143,3.9387196432176204,0.0032100000000000002
BCH-S300,"分段 BCH(15,11)",5.5999999999999996,0.7142857142857143,4.1387196432176196,0.0025926666666666667
BCH-S300,"分段 BCH(15,11)",5.7999999999999998,0.7142857142857143,4.3387196432176198,0.001874
BCH-S300,"分段 BCH(15,11)",6,0.7142857142857143,4.53871964321762,0.0014319999999999999
BCH-S300,"分段 BCH(15,11)",6.2000000000000002,0.7142857142857143,4.7387196432176202,0.0010560000000000001
BCH-S300,"分段 BCH(15,11)",6.4000000000000004,0.7142857142857143,4.9387196432176204,0.00079866666666666671
BCH-S300,"分段 BCH(15,11)",6.5999999999999996,0.7142857142857143,5.1387196432176196,0.00055599999999999996
BCH-S300,"分段 BCH(15,11)",6.7999999999999998,0.7142857142857143,5.3387196432176198,0.00044000000000000002
BCH-S300,"分段 BCH(15,11)",7,0.7142857142857143,5.53871964321762,0.00030400000000000002
BCH-S300,"分段 BCH(15,11)",7.2000000000000002,0.7142857142857143,5.7387196432176202,0.0001801464469961724
BCH-S300,"分段 BCH(15,11)",7.4000000000000004,0.7142857142857143,5.9387196432176204,0.00012554040571998671
BCH-S300,"分段 BCH(15,11)",7.5999999999999996,0.7142857142857143,6.1387196432176196,8.8828573191043116e-05
BCH-S300,"分段 BCH(15,11)",7.7999999999999998,0.7142857142857143,6.3387196432176198,5.8528662242011818e-05
BCH-S300,"分段 BCH(15,11)",8,0.7142857142857143,6.53871964321762,4.0461408539584437e-05
BCH-S300,"分段 BCH(15,11)",8.1999999999999993,0.7142857142857143,6.7387196432176193,2.2333333333333332e-05
BCH-S300,"分段 BCH(15,11)",8.4000000000000004,0.7142857142857143,6.9387196432176204,1.5e-05
BCH-S300,"分段 BCH(15,11)",8.5999999999999996,0.7142857142857143,7.1387196432176196,8.7333333333333333e-06
BCH-S300,"分段 BCH(15,11)",8.8000000000000007,0.7142857142857143,7.3387196432176207,5.5999999999999997e-06
BCH-S300,"分段 BCH(15,11)",9,0.7142857142857143,7.53871964321762,3.4000000000000001e-06
BCH-B300,"缩短 BCH(511,421)",4,0.76923076923076927,2.8605664769316324,0.011857333333333333
BCH-B300,"缩短 BCH(511,421)",4.2000000000000002,0.76923076923076927,3.0605664769316325,0.0077226666666666667
BCH-B300,"缩短 BCH(511,421)",4.4000000000000004,0.76923076923076927,3.2605664769316327,0.0046899999999999997
BCH-B300,"缩短 BCH(511,421)",4.5999999999999996,0.76923076923076927,3.460566476931632,0.0026713333333333333
BCH-B300,"缩短 BCH(511,421)",4.7999999999999998,0.76923076923076927,3.6605664769316322,0.0014239999999999999
BCH-B300,"缩短 BCH(511,421)",5,0.76923076923076927,3.8605664769316324,0.0006217814892136395
BCH-B300,"缩短 BCH(511,421)",5.2000000000000002,0.76923076923076927,4.0605664769316325,0.00024284368729268193
BCH-B300,"缩短 BCH(511,421)",5.4000000000000004,0.76923076923076927,4.2605664769316327,9.4066666666666672e-05
BCH-B300,"缩短 BCH(511,421)",5.5,0.76923076923076927,4.3605664769316324,5.0599999999999997e-05
BCH-B300-426,"缩短 BCH(511,385)",4,0.70422535211267601,2.4771165561694346,0.011819333333333333
BCH-B300-426,"缩短 BCH(511,385)",4.2000000000000002,0.70422535211267601,2.6771165561694348,0.007397333333333333
BCH-B300-426,"缩短 BCH(511,385)",4.4000000000000004,0.70422535211267601,2.877116556169435,0.0042633333333333334
BCH-B300-426,"缩短 BCH(511,385)",4.5999999999999996,0.70422535211267601,3.0771165561694342,0.0018793333333333333
BCH-B300-426,"缩短 BCH(511,385)",4.7999999999999998,0.70422535211267601,3.2771165561694344,0.00082974544905204317
BCH-B300-426,"缩短 BCH(511,385)",5,0.70422535211267601,3.4771165561694346,0.0003239504443374338
BCH-B300-426,"缩短 BCH(511,385)",5.2000000000000002,0.70422535211267601,3.6771165561694348,9.1199999999999994e-05
BCH-B300-426,"缩短 BCH(511,385)",5.4000000000000004,0.70422535211267601,3.877116556169435,2.9066666666666667e-05
BCH-B300-426,"缩短 BCH(511,385)",5.5,0.70422535211267601,3.9771165561694346,2.4066666666666668e-05
