caseName,legend,sourceEbN0Db,frameRate,snrDb,avgDecodeTimeUs
BCH-S300,"分段 BCH(15,11)",5,0.7142857142857143,3.53871964321762,23.058280000000039
BCH-S300,"分段 BCH(15,11)",5.2000000000000002,0.7142857142857143,3.7387196432176202,20.914699999999975
BCH-S300,"分段 BCH(15,11)",5.4000000000000004,0.7142857142857143,3.9387196432176204,20.636719999999954
BCH-S300,"分段 BCH(15,11)",5.5999999999999996,0.7142857142857143,4.1387196432176196,21.817139999999949
BCH-S300,"分段 BCH(15,11)",5.7999999999999998,0.7142857142857143,4.3387196432176198,20.673360000000031
BCH-S300,"分段 BCH(15,11)",6,0.7142857142857143,4.53871964321762,22.149499999999943
BCH-S300,"分段 BCH(15,11)",6.2000000000000002,0.7142857142857143,4.7387196432176202,20.977740000000022
BCH-S300,"分段 BCH(15,11)",6.4000000000000004,0.7142857142857143,4.9387196432176204,22.01815999999997
BCH-S300,"分段 BCH(15,11)",6.5999999999999996,0.7142857142857143,5.1387196432176196,21.549300000000013
BCH-S300,"分段 BCH(15,11)",6.7999999999999998,0.7142857142857143,5.3387196432176198,21.291919999999962
BCH-S300,"分段 BCH(15,11)",7,0.7142857142857143,5.53871964321762,22.82553999999999
BCH-S300,"分段 BCH(15,11)",7.2000000000000002,0.7142857142857143,5.7387196432176202,24.663639999999944
BCH-S300,"分段 BCH(15,11)",7.4000000000000004,0.7142857142857143,5.9387196432176204,24.608640000000047
BCH-S300,"分段 BCH(15,11)",7.5999999999999996,0.7142857142857143,6.1387196432176196,26.793100000000042
BCH-S300,"分段 BCH(15,11)",7.7999999999999998,0.7142857142857143,6.3387196432176198,20.477519999999952
BCH-S300,"分段 BCH(15,11)",8,0.7142857142857143,6.53871964321762,19.49770000000003
BCH-S300,"分段 BCH(15,11)",8.1999999999999993,0.7142857142857143,6.7387196432176193,20.793400000000048
BCH-S300,"分段 BCH(15,11)",8.4000000000000004,0.7142857142857143,6.9387196432176204,19.224720000000008
BCH-S300,"分段 BCH(15,11)",8.5999999999999996,0.7142857142857143,7.1387196432176196,18.402079999999991
BCH-S300,"分段 BCH(15,11)",8.8000000000000007,0.7142857142857143,7.3387196432176207,19.697880000000026
BCH-S300,"分段 BCH(15,11)",9,0.7142857142857143,7.53871964321762,19.064920000000011
BCH-B300,"缩短 BCH(511,421)",4,0.76923076923076927,2.8605664769316324,102.47679999999991
BCH-B300,"缩短 BCH(511,421)",4.2000000000000002,0.76923076923076927,3.0605664769316325,101.02784000000007
BCH-B300,"缩短 BCH(511,421)",4.4000000000000004,0.76923076923076927,3.2605664769316327,87.631959999999808
BCH-B300,"缩短 BCH(511,421)",4.5999999999999996,0.76923076923076927,3.460566476931632,83.368840000000318
BCH-B300,"缩短 BCH(511,421)",4.7999999999999998,0.76923076923076927,3.6605664769316322,82.159639999999939
BCH-B300,"缩短 BCH(511,421)",5,0.76923076923076927,3.8605664769316324,77.125619999999984
BCH-B300,"缩短 BCH(511,421)",5.2000000000000002,0.76923076923076927,4.0605664769316325,73.960279999999813
BCH-B300,"缩短 BCH(511,421)",5.4000000000000004,0.76923076923076927,4.2605664769316327,67.988279999999705
BCH-B300,"缩短 BCH(511,421)",5.5,0.76923076923076927,4.3605664769316324,68.15225999999987
BCH-B300-426,"缩短 BCH(511,385)",4,0.70422535211267601,2.4771165561694346,127.74875999999934
BCH-B300-426,"缩短 BCH(511,385)",4.2000000000000002,0.70422535211267601,2.6771165561694348,124.1544599999997
BCH-B300-426,"缩短 BCH(511,385)",4.4000000000000004,0.70422535211267601,2.877116556169435,120.79249999999998
BCH-B300-426,"缩短 BCH(511,385)",4.5999999999999996,0.70422535211267601,3.0771165561694342,118.65647999999992
BCH-B300-426,"缩短 BCH(511,385)",4.7999999999999998,0.70422535211267601,3.2771165561694344,112.02104000000008
BCH-B300-426,"缩短 BCH(511,385)",5,0.70422535211267601,3.4771165561694346,104.70983999999962
BCH-B300-426,"缩短 BCH(511,385)",5.2000000000000002,0.70422535211267601,3.6771165561694348,100.20512000000021
BCH-B300-426,"缩短 BCH(511,385)",5.4000000000000004,0.70422535211267601,3.877116556169435,97.456679999999864
BCH-B300-426,"缩短 BCH(511,385)",5.5,0.70422535211267601,3.9771165561694346,103.97985999999975
