schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,frameStart,requestedFrameCount,logicalFrameCount,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,firstNoiseHash,lastNoiseHash,stopReason,targetFrameErrors,minFrames,maxFrames,checkpointCount,resumeCount,shardIndex,shardCount,configHash
bch.group4.result.v1,BCH15,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.2999999999999998,2.6915348039269156,0.47994983283698206,0.23035184204024703,2026072201,1,43,0,50000,50000,5000,1000000,22983,4948,5885,927,0.0058849999999999996,0.18540000000000001,4073,0.81459999999999999,4075,0.81499999999999995,2,0.00040000000000000002,925,0.185,52,4023,925,25.272320000000018,48.212239999999923,43.899999999999999,68.705000000000027,116.80800000000016,739,c9c1ca979f7d930bfd682ff1ed932663afc9fb0b2ebb80ea1bae6ba1a5aa51ac,14fea3b7577517bc71cb740e216207853fe551bcd49564956a6726be61281509,TARGET_FRAME_ERRORS_REACHED,200,5000,50000,3,0,0,1,bce739daa7680782ab3d6d75f2f28bc60aac476097b00558dcc3157408afb66e
