caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,3,-3.500000,segmentCount,19000,19,19,19
BCH-S200,3,-3.500000,initialSyndromeCount,19000,19,19,19
BCH-S200,3,-3.500000,nonzeroSyndromeCount,17196,17.196000000000002,19,19
BCH-S200,3,-3.500000,syndromeCalculationCount,36196,36.195999999999998,38,38
BCH-S200,3,-3.500000,syndromeBitTestCount,398156,398.15600000000001,418,418
BCH-S200,3,-3.500000,syndromeXorCount,595269,595.26900000000001,666,741
BCH-S200,3,-3.500000,syndromeShiftCount,198423,198.423,222,247
BCH-S200,3,-3.500000,tableLookupCount,17196,17.196000000000002,19,19
BCH-S200,3,-3.500000,lookupHitCount,17196,17.196000000000002,19,19
BCH-S200,3,-3.500000,lookupMissCount,0,0,0,0
BCH-S200,3,-3.500000,bitFlipCount,17196,17.196000000000002,19,19
BCH-S200,3,-3.500000,postSyndromeCheckCount,17196,17.196000000000002,19,19
BCH-S200,3,-3.500000,correctedSegmentCount,17196,17.196000000000002,19,19
BCH-S200,3,-3.500000,failedSegmentCount,0,0,0,0
BCH-S200,3,-3.500000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,3,-3.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,3,-3.500000,syndromeValueCount,0,0,0,0
BCH-S200,3,-3.500000,syndromeEvaluationCount,0,0,0,0
BCH-S200,3,-3.500000,bmIterationCount,0,0,0,0
BCH-S200,3,-3.500000,bmDiscrepancyCount,0,0,0,0
BCH-S200,3,-3.500000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,3,-3.500000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,3,-3.500000,chienPositionTestCount,0,0,0,0
BCH-S200,3,-3.500000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,3,-3.500000,chienRootCount,0,0,0,0
BCH-S200,3,-3.500000,gfAddCount,0,0,0,0
BCH-S200,3,-3.500000,gfMultiplyCount,0,0,0,0
BCH-S200,3,-3.500000,gfDivideCount,0,0,0,0
BCH-S200,3,-3.500000,gfInverseCount,0,0,0,0
BCH-S200,3,-3.500000,locatorDegree,0,0,0,0
BCH-S200,3,-3.500000,rootCount,0,0,0,0
BCH-S200,3,-3.500000,decoderFailureCount,0,0,0,0
BCH-S200,3,-3.500000,miscorrectionCount,1000,1,1,1
