"schemaVersion","stage","caseName","organization","decoderType","payloadLength","encodedLength","frameRate","esN0Db","ebn0Db","ebn0Linear","noiseSigma","noiseVariance","globalSeed","noisePolicyVersion","snrIndex","frameStart","requestedFrameCount","logicalFrameCount","processedFrames","processedPayloadBits","channelHardBitErrors","channelHardFrameErrors","decodedBitErrors","decodedFrameErrors","BER","FER","trueSuccessFrames","trueSuccessRate","reportedSuccessFrames","reportedSuccessRate","miscorrectedFrames","miscorrectionRate","decoderFailureFrames","decoderFailureRate","noErrorStatusFrames","correctedStatusFrames","failedStatusFrames","avgEncodeTimeUs","avgDecodeTimeUs","medianDecodeTimeUs","p95DecodeTimeUs","p99DecodeTimeUs","maxDecodeTimeUs","totalDecodeTimeUs","timedFrames","decoderMemoryBytes","peakWorkspaceBytes","memoryMeasurementMethod","firstNoiseHash","lastNoiseHash","stopReason","targetFrameErrors","minFrames","maxFrames","checkpointCount","resumeCount","shardIndex","shardCount","configHash","gitCommit","environmentHash"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","-5.000000","-3.4618513565547095","0.45062456657399413","1.2574334296829353","1.5811388300841893","20260804","1","0","0","1000","1000","1000","200000","60931","1000","48459","1000","0.24229500000000001","1","0","0","1000","1","1000","1","0","0","0","1000","0","3.056399999999976","8.9583999999999957","8.1999999999999993","14.004999999999995","17.304999999999996","39.100000000000001","8958.399999999996","1000","1580","779","EXACT_FROM_TYPE_AND_COUNT","3f6c5bbeafb23dbd1186167b6adf8aafa2503db867644c8e43e279698642c737","249a26e5762c8ac24068374d78149dbd35ce7301b81359b16298939dda2e5ffd","MAX_FRAMES_REACHED","200","1000","1000","1","0","0","1","7d6f2ad1f89efa5c895c9333e2af3f088e2ddd9545b47d0564cd418325692f0b","9d51fabdaa8446966f70c395d552576b3ab7fb52","f4e161383f2f471dcd7fd4e0a6ee7dadf7d7494ac0a40b5e26b5fdf48d12c57d"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-B200","WHOLE_BLOCK_SHORTENED","BERLEKAMP_MASSEY_CHIEN","200","248","0.80645161290322576","-5.000000","-4.0657831483776494","0.39212242986087903","1.2574334296829355","1.5811388300841898","20260804","1","0","0","1000","1000","1000","200000","52798","1000","42584","1000","0.21292","1","0","0","2","0.002","2","0.002","998","0.998","0","2","998","4.7481000000000027","20.187099999999973","18.899999999999999","25.214999999999986","32.703000000000003","82.700000000000003","20187.099999999973","1000","2408","810","EXACT_FROM_TYPE_AND_COUNT","acbff4d215e45f80fa960c0c0630cb7d0a2433b40a4d1a64c16c81de4a78928a","53d2cf7d24c35e3e29108109b64d4938a0d7154fe06bdad74b37e453aed1d866","MAX_FRAMES_REACHED","200","1000","1000","1","0","0","1","b390d045d92d353ebcede5c6454934dbe27c64b81b35b76d62933a7f357f28f3","9d51fabdaa8446966f70c395d552576b3ab7fb52","f4e161383f2f471dcd7fd4e0a6ee7dadf7d7494ac0a40b5e26b5fdf48d12c57d"
