schemeId,organizationMode,slotOrganization,decisionInformation,inputPrecision,payloadBits,transmittedBits,actualRate,esN0Db,ebN0Db,frames,bitErrors,frameErrors,BER,FER,tracebackDepthD,windowLengthW,slideStepS,ACSCount,tracebackOperations,windowTriggerCount,decoderMemoryBytes,avgCpuDecodeTimeUs,medianCpuDecodeTimeUs,p95CpuDecodeTimeUs,maxCpuDecodeTimeUs,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,timingSeparation,stopPolicyLimitation,sourceFile,sourceSha256,sourceCaseId,sourceNoiseId
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,0.0,3.096301674258988,11368,1087,200,0.0003187309406521,0.0175932441942294,306,306,300,445261824,3478608,0,59776,453.9741819141456,428.6,609.6,5489.0,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,0.5,3.596301674258988,39060,959,200,8.18399044205496e-05,0.0051203277009728,306,306,300,1529902080,11952360,0,59776,491.565153609833,443.5,748.0,14731.0,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,1.0,4.096301674258988,50000,253,61,1.6866666666666666e-05,0.0012199999999999,306,306,300,1958400000,15300000,0,59776,482.4724319999988,441.7,724.6,11109.3,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,1.5,4.596301674258988,50000,55,12,3.6666666666666666e-06,0.00024,306,306,300,1958400000,15300000,0,59776,484.7282839999981,442.7,730.5,27341.1,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,2.0,5.096301674258988,50000,6,1,4.0000000000000003e-07,2e-05,306,306,300,1958400000,15300000,0,59776,476.59843200000455,440.2,710.6,13227.1,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,2.5,5.596301674258988,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,438.79143800000014,431.5,589.1,12248.0,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,3.0,6.096301674258988,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,532.6126980000022,468.2,906.8,11130.3,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,3.5,6.596301674258988,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,532.566665999999,467.6,902.7,14247.8,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,4.0,7.096301674258988,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,531.4899880000016,466.8,894.2999999999998,45633.1,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,4.5,7.596301674258987,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,533.3141499999979,468.6,902.5,17457.1,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,5.0,8.096301674258989,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,531.1831040000036,465.7,904.8,29846.4,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,5.5,8.596301674258989,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,533.4816859999971,466.7,900.5,56591.0,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,6.0,9.096301674258989,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,528.986662,465.5,895.2,16041.7,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,6.5,9.596301674258989,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,532.0768179999957,466.4,904.7,43810.4,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,7.0,10.096301674258989,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,553.4604620000033,469.1,977.2,49798.5,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,7.5,10.596301674258989,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,553.2215520000043,468.8,981.7,39894.6,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,8.0,11.096301674258989,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,553.5745720000032,467.8,984.3,37902.1,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,8.5,11.596301674258989,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,556.6996119999967,470.4,988.1,32150.7,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,9.0,12.096301674258989,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,555.5914720000039,468.0,992.0,65607.2,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,9.5,12.596301674258989,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,554.0883980000024,468.9,993.5,21746.8,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_FLOAT_SOFT,BLOCK,NOT_APPLICABLE,Float Soft,Float,300,612,0.4901960784313725,10.0,13.096301674258989,50000,0,0,0.0,0.0,306,306,300,1958400000,15300000,0,59776,553.1499219999994,468.0,986.8,33639.4,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,-5.0,-1.9036983257410125,1000,138425,1000,0.4614166666666666,1.0,306,306,300,39168000,306000,0,59776,297.9423,300.6,386.4,1060.8,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,-4.5,-1.4036983257410125,1000,133552,1000,0.4451733333333333,1.0,306,306,300,39168000,306000,0,59776,303.91879999999986,301.6,401.7,1980.6,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,-4.0,-0.9036983257410122,1000,127649,1000,0.4254966666666666,1.0,306,306,300,39168000,306000,0,59776,303.3826000000002,302.2,401.7,1869.5,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,-3.5,-0.4036983257410122,1000,119667,1000,0.39889,1.0,306,306,300,39168000,306000,0,59776,305.37070000000017,302.1,428.0,1441.5,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,-3.0,0.0963016742589877,1000,107239,1000,0.3574633333333333,1.0,306,306,300,39168000,306000,0,59776,306.50540000000024,302.6,390.7,1446.4,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,-2.5,0.5963016742589877,1000,91637,1000,0.3054566666666666,1.0,306,306,300,39168000,306000,0,59776,303.9782999999999,303.0,408.3,992.4,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,-2.0,1.0963016742589875,1000,71343,999,0.2378099999999999,0.999,306,306,300,39168000,306000,0,59776,308.83729999999963,303.7,428.3,1659.0,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,-1.5,1.5963016742589875,1000,50083,989,0.1669433333333333,0.989,306,306,300,39168000,306000,0,59776,306.3205000000001,304.5,398.4,1639.4,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,-1.0,2.096301674258988,1000,32110,949,0.1070333333333333,0.949,306,306,300,39168000,306000,0,59776,369.8485000000002,353.5,566.9,1331.9,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,-0.5,2.596301674258988,1000,17624,822,0.0587466666666666,0.822,306,306,300,39168000,306000,0,59776,365.4387000000005,354.2,488.7,2527.0,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,0.0,3.096301674258988,1000,8766,603,0.0292199999999999,0.6029999999999999,306,306,300,39168000,306000,0,59776,368.53920000000016,355.9,494.7,1621.3,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,0.5,3.596301674258988,1000,3503,356,0.0116766666666666,0.3559999999999999,306,306,300,39168000,306000,0,59776,385.300799999999,357.6,539.6,7546.1,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
BLOCK_HARD,BLOCK,NOT_APPLICABLE,Hard,1 bit,300,612,0.4901960784313725,1.0,4.096301674258988,1055,1601,200,0.0050584518167456,0.1895734597156398,306,306,300,41322240,322830,0,59776,362.1127962085311,354.9,466.8,1571.8,610,311.0,310,580,610,CPU译码时间（微秒）与实时决策时延（符号）分列,历史结果非严格pair-stop,Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,CC-O-R12-A_BLOCK_300,STAGE14-1200
