sourceFile,fileSizeBytes,sha256,sourceRows,selectedRows,selection
Task/CC/simulation/stages/S3/stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,380357,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8,744,248,R12; A_BLOCK_300/B_CONT_50x6/C_CONT_100x3/D_CONT_150x2; Hard/Soft Float
