actualLength,meanIterations,meanDelayUs,meanP95DelayUs,meanEdgeUpdates,meanTheoreticalOperations
480,12.209913666120508,179.4806752292623,348.5651612903224,8205.061983632982,54170.96128253912
560,13.113142342763725,207.49167016713795,399.1932258064515,10280.70359672676,67874.52329998504
640,8.76818631459005,476.89653659605773,734.221451612903,19640.737344681715,129857.32885238671
