series,x,rawY,plotted,exclusionReason,nonMonotonicHighSnrAnomaly
行列交织 rows=15,-5.0,10.0,true,,false
行列交织 rows=15,-4.5,10.0,true,,false
行列交织 rows=15,-4.0,10.0,true,,false
行列交织 rows=15,-3.5,10.0,true,,false
行列交织 rows=15,-3.0,10.0,true,,false
行列交织 rows=15,-2.5,10.0,true,,false
行列交织 rows=15,-2.0,9.0,true,,false
行列交织 rows=15,-1.5,9.0,true,,false
行列交织 rows=15,-1.0,9.0,true,,false
行列交织 rows=15,-0.5,9.0,true,,false
行列交织 rows=15,0.0,8.0,true,,false
行列交织 rows=15,0.5,8.0,true,,false
行列交织 rows=15,1.0,7.0,true,,false
行列交织 rows=15,1.5,7.0,true,,false
行列交织 rows=15,2.0,6.0,true,,false
行列交织 rows=15,2.5,6.0,true,,false
行列交织 rows=15,3.0,5.0,true,,false
行列交织 rows=15,3.5,5.0,true,,false
行列交织 rows=15,4.0,5.0,true,,false
行列交织 rows=15,4.5,4.0,true,,false
行列交织 rows=15,5.0,4.0,true,,false
行列交织 rows=15,5.5,4.0,true,,false
行列交织 rows=15,6.0,4.0,true,,false
行列交织 rows=15,6.5,3.0,true,,false
行列交织 rows=15,7.0,3.0,true,,false
行列交织 rows=15,7.5,3.0,true,,false
行列交织 rows=15,8.0,2.0,true,,false
行列交织 rows=15,8.5,2.0,true,,false
行列交织 rows=15,9.0,2.0,true,,false
行列交织 rows=15,9.5,2.0,true,,false
行列交织 rows=15,10.0,2.0,true,,false
