organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,-3.5,-10,2446,5000,0.4892,0.475358,0.503059,coarse
B_CONT_50x6,R34,-3.5,-9,2470,5000,0.494,0.480152,0.507857,coarse
B_CONT_50x6,R34,-3.5,-8,2466,5000,0.4932,0.479353,0.507058,coarse
B_CONT_50x6,R34,-3.5,-7,2426,5000,0.4852,0.471364,0.499059,coarse
B_CONT_50x6,R34,-3.5,-6,2398,5000,0.4796,0.465773,0.493458,coarse
B_CONT_50x6,R34,-3.5,-5,2376,5000,0.4752,0.461382,0.489056,coarse
B_CONT_50x6,R34,-3.5,-4,2467,5000,0.4934,0.479553,0.507258,coarse
B_CONT_50x6,R34,-3.5,-3,2453,5000,0.4906,0.476756,0.504458,coarse
B_CONT_50x6,R34,-3.5,-2,2439,5000,0.4878,0.47396,0.501659,coarse
B_CONT_50x6,R34,-3.5,-1,2415,5000,0.483,0.469167,0.496859,coarse
B_CONT_50x6,R34,-3.5,0,2435,5000,0.487,0.473161,0.500859,coarse
B_CONT_50x6,R34,-3.5,1,2379,5000,0.4758,0.461981,0.489656,coarse
B_CONT_50x6,R34,-3.5,2,2495,5000,0.499,0.485147,0.512854,coarse
B_CONT_50x6,R34,-3.5,3,2409,5000,0.4818,0.467969,0.495659,coarse
B_CONT_50x6,R34,-3.5,4,2389,5000,0.4778,0.463977,0.491657,coarse
B_CONT_50x6,R34,-3.5,5,2445,5000,0.489,0.475158,0.502859,coarse
B_CONT_50x6,R34,-3.5,6,2472,5000,0.4944,0.480551,0.508257,coarse
B_CONT_50x6,R34,-3.5,7,2405,5000,0.481,0.467171,0.494858,coarse
B_CONT_50x6,R34,-3.5,8,2413,5000,0.4826,0.468768,0.496459,coarse
B_CONT_50x6,R34,-3.5,9,2460,5000,0.492,0.478154,0.505858,coarse
C_CONT_100x3,R34,-3.5,-10,977,2000,0.4885,0.466636,0.510408,coarse
C_CONT_100x3,R34,-3.5,-9,1010,2000,0.505,0.483099,0.526881,coarse
C_CONT_100x3,R34,-3.5,-8,954,2000,0.477,0.455175,0.498913,coarse
C_CONT_100x3,R34,-3.5,-7,971,2000,0.4855,0.463645,0.507411,coarse
C_CONT_100x3,R34,-3.5,-6,972,2000,0.486,0.464143,0.50791,coarse
C_CONT_100x3,R34,-3.5,-5,975,2000,0.4875,0.465639,0.509409,coarse
C_CONT_100x3,R34,-3.5,-4,1018,2000,0.509,0.487094,0.530871,coarse
C_CONT_100x3,R34,-3.5,-3,983,2000,0.4915,0.469627,0.513405,coarse
C_CONT_100x3,R34,-3.5,-2,967,2000,0.4835,0.461651,0.505412,coarse
C_CONT_100x3,R34,-3.5,-1,974,2000,0.487,0.46514,0.50891,coarse
C_CONT_100x3,R34,-3.5,0,965,2000,0.4825,0.460655,0.504412,coarse
C_CONT_100x3,R34,-3.5,1,952,2000,0.476,0.454179,0.497913,coarse
C_CONT_100x3,R34,-3.5,2,961,2000,0.4805,0.458662,0.502413,coarse
C_CONT_100x3,R34,-3.5,3,950,2000,0.475,0.453183,0.496913,coarse
C_CONT_100x3,R34,-3.5,4,978,2000,0.489,0.467134,0.510908,coarse
C_CONT_100x3,R34,-3.5,5,971,2000,0.4855,0.463645,0.507411,coarse
C_CONT_100x3,R34,-3.5,6,974,2000,0.487,0.46514,0.50891,coarse
C_CONT_100x3,R34,-3.5,7,938,2000,0.469,0.447209,0.490909,coarse
C_CONT_100x3,R34,-3.5,8,988,2000,0.494,0.472121,0.515902,coarse
C_CONT_100x3,R34,-3.5,9,981,2000,0.4905,0.46863,0.512406,coarse
D_CONT_150x2,R34,-3.5,-10,476,1000,0.476,0.445197,0.506987,coarse
D_CONT_150x2,R34,-3.5,-9,508,1000,0.508,0.477043,0.538896,coarse
D_CONT_150x2,R34,-3.5,-8,513,1000,0.513,0.48203,0.54387,coarse
D_CONT_150x2,R34,-3.5,-7,459,1000,0.459,0.42833,0.489984,coarse
D_CONT_150x2,R34,-3.5,-6,499,1000,0.499,0.468073,0.529934,coarse
D_CONT_150x2,R34,-3.5,-5,475,1000,0.475,0.444204,0.505988,coarse
D_CONT_150x2,R34,-3.5,-4,497,1000,0.497,0.466082,0.527941,coarse
D_CONT_150x2,R34,-3.5,-3,496,1000,0.496,0.465086,0.526945,coarse
D_CONT_150x2,R34,-3.5,-2,512,1000,0.512,0.481033,0.542876,coarse
D_CONT_150x2,R34,-3.5,-1,472,1000,0.472,0.441225,0.502989,coarse
D_CONT_150x2,R34,-3.5,0,506,1000,0.506,0.475049,0.536905,coarse
D_CONT_150x2,R34,-3.5,1,501,1000,0.501,0.470066,0.531927,coarse
D_CONT_150x2,R34,-3.5,2,492,1000,0.492,0.461104,0.522957,coarse
D_CONT_150x2,R34,-3.5,3,490,1000,0.49,0.459114,0.520963,coarse
D_CONT_150x2,R34,-3.5,4,458,1000,0.458,0.427339,0.488982,coarse
D_CONT_150x2,R34,-3.5,5,480,1000,0.48,0.449171,0.510982,coarse
D_CONT_150x2,R34,-3.5,6,516,1000,0.516,0.485024,0.546853,coarse
D_CONT_150x2,R34,-3.5,7,495,1000,0.495,0.46409,0.525948,coarse
D_CONT_150x2,R34,-3.5,8,463,1000,0.463,0.432296,0.493988,coarse
D_CONT_150x2,R34,-3.5,9,516,1000,0.516,0.485024,0.546853,coarse
