organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,-3,-10,2409,5000,0.4818,0.467969,0.495659,coarse
B_CONT_50x6,R34,-3,-9,2434,5000,0.4868,0.472961,0.500659,coarse
B_CONT_50x6,R34,-3,-8,2399,5000,0.4798,0.465973,0.493658,coarse
B_CONT_50x6,R34,-3,-7,2340,5000,0.468,0.454199,0.48185,coarse
B_CONT_50x6,R34,-3,-6,2359,5000,0.4718,0.45799,0.485653,coarse
B_CONT_50x6,R34,-3,-5,2321,5000,0.4642,0.450409,0.478046,coarse
B_CONT_50x6,R34,-3,-4,2440,5000,0.488,0.474159,0.501859,coarse
B_CONT_50x6,R34,-3,-3,2396,5000,0.4792,0.465374,0.493058,coarse
B_CONT_50x6,R34,-3,-2,2379,5000,0.4758,0.461981,0.489656,coarse
B_CONT_50x6,R34,-3,-1,2380,5000,0.476,0.462181,0.489856,coarse
B_CONT_50x6,R34,-3,0,2388,5000,0.4776,0.463777,0.491457,coarse
B_CONT_50x6,R34,-3,1,2345,5000,0.469,0.455197,0.482851,coarse
B_CONT_50x6,R34,-3,2,2419,5000,0.4838,0.469966,0.497659,coarse
B_CONT_50x6,R34,-3,3,2354,5000,0.4708,0.456992,0.484653,coarse
B_CONT_50x6,R34,-3,4,2344,5000,0.4688,0.454997,0.482651,coarse
B_CONT_50x6,R34,-3,5,2418,5000,0.4836,0.469766,0.497459,coarse
B_CONT_50x6,R34,-3,6,2347,5000,0.4694,0.455596,0.483251,coarse
B_CONT_50x6,R34,-3,7,2316,5000,0.4632,0.449412,0.477044,coarse
B_CONT_50x6,R34,-3,8,2352,5000,0.4704,0.456593,0.484252,coarse
B_CONT_50x6,R34,-3,9,2393,5000,0.4786,0.464775,0.492457,coarse
C_CONT_100x3,R34,-3,-10,970,2000,0.485,0.463147,0.506911,coarse
C_CONT_100x3,R34,-3,-9,986,2000,0.493,0.471124,0.514903,coarse
C_CONT_100x3,R34,-3,-8,919,2000,0.4595,0.437757,0.481398,coarse
C_CONT_100x3,R34,-3,-7,941,2000,0.4705,0.448703,0.492411,coarse
C_CONT_100x3,R34,-3,-6,957,2000,0.4785,0.456669,0.500413,coarse
C_CONT_100x3,R34,-3,-5,953,2000,0.4765,0.454677,0.498413,coarse
C_CONT_100x3,R34,-3,-4,976,2000,0.488,0.466137,0.509909,coarse
C_CONT_100x3,R34,-3,-3,970,2000,0.485,0.463147,0.506911,coarse
C_CONT_100x3,R34,-3,-2,940,2000,0.47,0.448205,0.49191,coarse
C_CONT_100x3,R34,-3,-1,974,2000,0.487,0.46514,0.50891,coarse
C_CONT_100x3,R34,-3,0,951,2000,0.4755,0.453681,0.497413,coarse
C_CONT_100x3,R34,-3,1,934,2000,0.467,0.445219,0.488908,coarse
C_CONT_100x3,R34,-3,2,941,2000,0.4705,0.448703,0.492411,coarse
C_CONT_100x3,R34,-3,3,935,2000,0.4675,0.445716,0.489408,coarse
C_CONT_100x3,R34,-3,4,958,2000,0.479,0.457167,0.500913,coarse
C_CONT_100x3,R34,-3,5,984,2000,0.492,0.470126,0.513905,coarse
C_CONT_100x3,R34,-3,6,943,2000,0.4715,0.449698,0.493411,coarse
C_CONT_100x3,R34,-3,7,888,2000,0.444,0.422353,0.465862,coarse
C_CONT_100x3,R34,-3,8,950,2000,0.475,0.453183,0.496913,coarse
C_CONT_100x3,R34,-3,9,943,2000,0.4715,0.449698,0.493411,coarse
D_CONT_150x2,R34,-3,-10,478,1000,0.478,0.447184,0.508985,coarse
D_CONT_150x2,R34,-3,-9,496,1000,0.496,0.465086,0.526945,coarse
D_CONT_150x2,R34,-3,-8,497,1000,0.497,0.466082,0.527941,coarse
D_CONT_150x2,R34,-3,-7,462,1000,0.462,0.431304,0.492987,coarse
D_CONT_150x2,R34,-3,-6,481,1000,0.481,0.450165,0.511981,coarse
D_CONT_150x2,R34,-3,-5,450,1000,0.45,0.419415,0.480967,coarse
D_CONT_150x2,R34,-3,-4,482,1000,0.482,0.451158,0.512979,coarse
D_CONT_150x2,R34,-3,-3,496,1000,0.496,0.465086,0.526945,coarse
D_CONT_150x2,R34,-3,-2,490,1000,0.49,0.459114,0.520963,coarse
D_CONT_150x2,R34,-3,-1,447,1000,0.447,0.416446,0.47796,coarse
D_CONT_150x2,R34,-3,0,504,1000,0.504,0.473055,0.534914,coarse
D_CONT_150x2,R34,-3,1,500,1000,0.5,0.46907,0.53093,coarse
D_CONT_150x2,R34,-3,2,481,1000,0.481,0.450165,0.511981,coarse
D_CONT_150x2,R34,-3,3,467,1000,0.467,0.436263,0.49799,coarse
D_CONT_150x2,R34,-3,4,456,1000,0.456,0.425358,0.486979,coarse
D_CONT_150x2,R34,-3,5,488,1000,0.488,0.457124,0.518967,coarse
D_CONT_150x2,R34,-3,6,475,1000,0.475,0.444204,0.505988,coarse
D_CONT_150x2,R34,-3,7,480,1000,0.48,0.449171,0.510982,coarse
D_CONT_150x2,R34,-3,8,447,1000,0.447,0.416446,0.47796,coarse
D_CONT_150x2,R34,-3,9,491,1000,0.491,0.460109,0.52196,coarse
