organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R12,1,-10,5,250000,2e-05,8.54283e-06,4.68222e-05,coarse
B_CONT_50x6,R12,1,-9,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse
B_CONT_50x6,R12,1,-8,7,250000,2.8e-05,1.35635e-05,5.78012e-05,coarse
B_CONT_50x6,R12,1,-7,8,250000,3.2e-05,1.62153e-05,6.31493e-05,coarse
B_CONT_50x6,R12,1,-6,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse
B_CONT_50x6,R12,1,-5,5,250000,2e-05,8.54283e-06,4.68222e-05,coarse
B_CONT_50x6,R12,1,-4,5,250000,2e-05,8.54283e-06,4.68222e-05,coarse
B_CONT_50x6,R12,1,-3,4,250000,1.6e-05,6.2221e-06,4.1143e-05,coarse
B_CONT_50x6,R12,1,-2,8,250000,3.2e-05,1.62153e-05,6.31493e-05,coarse
B_CONT_50x6,R12,1,-1,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse
B_CONT_50x6,R12,1,0,4,250000,1.6e-05,6.2221e-06,4.1143e-05,coarse
B_CONT_50x6,R12,1,1,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse
B_CONT_50x6,R12,1,2,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse
B_CONT_50x6,R12,1,3,4,250000,1.6e-05,6.2221e-06,4.1143e-05,coarse
B_CONT_50x6,R12,1,4,4,250000,1.6e-05,6.2221e-06,4.1143e-05,coarse
B_CONT_50x6,R12,1,5,5,250000,2e-05,8.54283e-06,4.68222e-05,coarse
B_CONT_50x6,R12,1,6,5,250000,2e-05,8.54283e-06,4.68222e-05,coarse
B_CONT_50x6,R12,1,7,4,250000,1.6e-05,6.2221e-06,4.1143e-05,coarse
B_CONT_50x6,R12,1,8,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse
B_CONT_50x6,R12,1,9,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse
C_CONT_100x3,R12,1,-10,4,100000,4e-05,1.55553e-05,0.000102855,coarse
C_CONT_100x3,R12,1,-9,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse
C_CONT_100x3,R12,1,-8,5,100000,5e-05,2.13572e-05,0.000117052,coarse
C_CONT_100x3,R12,1,-7,6,100000,6e-05,2.74988e-05,0.00013091,coarse
C_CONT_100x3,R12,1,-6,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse
C_CONT_100x3,R12,1,-5,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse
C_CONT_100x3,R12,1,-4,4,100000,4e-05,1.55553e-05,0.000102855,coarse
C_CONT_100x3,R12,1,-3,4,100000,4e-05,1.55553e-05,0.000102855,coarse
C_CONT_100x3,R12,1,-2,6,100000,6e-05,2.74988e-05,0.00013091,coarse
C_CONT_100x3,R12,1,-1,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse
C_CONT_100x3,R12,1,0,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse
C_CONT_100x3,R12,1,1,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse
C_CONT_100x3,R12,1,2,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse
C_CONT_100x3,R12,1,3,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse
C_CONT_100x3,R12,1,4,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse
C_CONT_100x3,R12,1,5,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse
C_CONT_100x3,R12,1,6,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse
C_CONT_100x3,R12,1,7,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse
C_CONT_100x3,R12,1,8,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,1,9,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse
D_CONT_150x2,R12,1,-10,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,-9,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,-8,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,-7,2,50000,4e-05,1.09695e-05,0.000145848,coarse
D_CONT_150x2,R12,1,-6,1,50000,2e-05,3.5305e-06,0.00011329,coarse
D_CONT_150x2,R12,1,-5,1,50000,2e-05,3.5305e-06,0.00011329,coarse
D_CONT_150x2,R12,1,-4,1,50000,2e-05,3.5305e-06,0.00011329,coarse
D_CONT_150x2,R12,1,-3,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,-2,2,50000,4e-05,1.09695e-05,0.000145848,coarse
D_CONT_150x2,R12,1,-1,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,0,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,1,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,2,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,3,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,4,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,5,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,6,1,50000,2e-05,3.5305e-06,0.00011329,coarse
D_CONT_150x2,R12,1,7,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,1,8,1,50000,2e-05,3.5305e-06,0.00011329,coarse
D_CONT_150x2,R12,1,9,1,50000,2e-05,3.5305e-06,0.00011329,coarse
