organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R23,-4.5,-10,2354,5000,0.4708,0.456992,0.484653,coarse
B_CONT_50x6,R23,-4.5,-9,2401,5000,0.4802,0.466372,0.494058,coarse
B_CONT_50x6,R23,-4.5,-8,2435,5000,0.487,0.473161,0.500859,coarse
B_CONT_50x6,R23,-4.5,-7,2354,5000,0.4708,0.456992,0.484653,coarse
B_CONT_50x6,R23,-4.5,-6,2383,5000,0.4766,0.462779,0.490457,coarse
B_CONT_50x6,R23,-4.5,-5,2418,5000,0.4836,0.469766,0.497459,coarse
B_CONT_50x6,R23,-4.5,-4,2452,5000,0.4904,0.476556,0.504259,coarse
B_CONT_50x6,R23,-4.5,-3,2448,5000,0.4896,0.475757,0.503459,coarse
B_CONT_50x6,R23,-4.5,-2,2450,5000,0.49,0.476157,0.503859,coarse
B_CONT_50x6,R23,-4.5,-1,2411,5000,0.4822,0.468369,0.496059,coarse
B_CONT_50x6,R23,-4.5,0,2440,5000,0.488,0.474159,0.501859,coarse
B_CONT_50x6,R23,-4.5,1,2427,5000,0.4854,0.471563,0.499259,coarse
B_CONT_50x6,R23,-4.5,2,2426,5000,0.4852,0.471364,0.499059,coarse
B_CONT_50x6,R23,-4.5,3,2372,5000,0.4744,0.460584,0.488255,coarse
B_CONT_50x6,R23,-4.5,4,2418,5000,0.4836,0.469766,0.497459,coarse
B_CONT_50x6,R23,-4.5,5,2392,5000,0.4784,0.464576,0.492257,coarse
B_CONT_50x6,R23,-4.5,6,2443,5000,0.4886,0.474759,0.502459,coarse
B_CONT_50x6,R23,-4.5,7,2356,5000,0.4712,0.457391,0.485053,coarse
B_CONT_50x6,R23,-4.5,8,2460,5000,0.492,0.478154,0.505858,coarse
B_CONT_50x6,R23,-4.5,9,2372,5000,0.4744,0.460584,0.488255,coarse
C_CONT_100x3,R23,-4.5,-10,961,2000,0.4805,0.458662,0.502413,coarse
C_CONT_100x3,R23,-4.5,-9,967,2000,0.4835,0.461651,0.505412,coarse
C_CONT_100x3,R23,-4.5,-8,968,2000,0.484,0.46215,0.505912,coarse
C_CONT_100x3,R23,-4.5,-7,973,2000,0.4865,0.464642,0.50841,coarse
C_CONT_100x3,R23,-4.5,-6,970,2000,0.485,0.463147,0.506911,coarse
C_CONT_100x3,R23,-4.5,-5,965,2000,0.4825,0.460655,0.504412,coarse
C_CONT_100x3,R23,-4.5,-4,995,2000,0.4975,0.475613,0.519397,coarse
C_CONT_100x3,R23,-4.5,-3,999,2000,0.4995,0.477609,0.521393,coarse
C_CONT_100x3,R23,-4.5,-2,972,2000,0.486,0.464143,0.50791,coarse
C_CONT_100x3,R23,-4.5,-1,970,2000,0.485,0.463147,0.506911,coarse
C_CONT_100x3,R23,-4.5,0,1015,2000,0.5075,0.485596,0.529375,coarse
C_CONT_100x3,R23,-4.5,1,1024,2000,0.512,0.490091,0.533863,coarse
C_CONT_100x3,R23,-4.5,2,978,2000,0.489,0.467134,0.510908,coarse
C_CONT_100x3,R23,-4.5,3,932,2000,0.466,0.444224,0.487907,coarse
C_CONT_100x3,R23,-4.5,4,963,2000,0.4815,0.459658,0.503413,coarse
C_CONT_100x3,R23,-4.5,5,971,2000,0.4855,0.463645,0.507411,coarse
C_CONT_100x3,R23,-4.5,6,951,2000,0.4755,0.453681,0.497413,coarse
C_CONT_100x3,R23,-4.5,7,975,2000,0.4875,0.465639,0.509409,coarse
C_CONT_100x3,R23,-4.5,8,998,2000,0.499,0.47711,0.520894,coarse
C_CONT_100x3,R23,-4.5,9,967,2000,0.4835,0.461651,0.505412,coarse
D_CONT_150x2,R23,-4.5,-10,462,1000,0.462,0.431304,0.492987,coarse
D_CONT_150x2,R23,-4.5,-9,463,1000,0.463,0.432296,0.493988,coarse
D_CONT_150x2,R23,-4.5,-8,471,1000,0.471,0.440232,0.50199,coarse
D_CONT_150x2,R23,-4.5,-7,450,1000,0.45,0.419415,0.480967,coarse
D_CONT_150x2,R23,-4.5,-6,469,1000,0.469,0.438248,0.49999,coarse
D_CONT_150x2,R23,-4.5,-5,478,1000,0.478,0.447184,0.508985,coarse
D_CONT_150x2,R23,-4.5,-4,509,1000,0.509,0.47804,0.539891,coarse
D_CONT_150x2,R23,-4.5,-3,486,1000,0.486,0.455135,0.516972,coarse
D_CONT_150x2,R23,-4.5,-2,489,1000,0.489,0.458119,0.519965,coarse
D_CONT_150x2,R23,-4.5,-1,486,1000,0.486,0.455135,0.516972,coarse
D_CONT_150x2,R23,-4.5,0,476,1000,0.476,0.445197,0.506987,coarse
D_CONT_150x2,R23,-4.5,1,458,1000,0.458,0.427339,0.488982,coarse
D_CONT_150x2,R23,-4.5,2,469,1000,0.469,0.438248,0.49999,coarse
D_CONT_150x2,R23,-4.5,3,466,1000,0.466,0.435271,0.496989,coarse
D_CONT_150x2,R23,-4.5,4,475,1000,0.475,0.444204,0.505988,coarse
D_CONT_150x2,R23,-4.5,5,479,1000,0.479,0.448177,0.509984,coarse
D_CONT_150x2,R23,-4.5,6,502,1000,0.502,0.471062,0.532922,coarse
D_CONT_150x2,R23,-4.5,7,464,1000,0.464,0.433287,0.494988,coarse
D_CONT_150x2,R23,-4.5,8,477,1000,0.477,0.44619,0.507986,coarse
D_CONT_150x2,R23,-4.5,9,468,1000,0.468,0.437255,0.49899,coarse
