organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,-5,-10,2469,5000,0.4938,0.479952,0.507657,coarse
B_CONT_50x6,R34,-5,-9,2494,5000,0.4988,0.484947,0.512655,coarse
B_CONT_50x6,R34,-5,-8,2486,5000,0.4972,0.483349,0.511056,coarse
B_CONT_50x6,R34,-5,-7,2430,5000,0.486,0.472162,0.499859,coarse
B_CONT_50x6,R34,-5,-6,2490,5000,0.498,0.484148,0.511855,coarse
B_CONT_50x6,R34,-5,-5,2409,5000,0.4818,0.467969,0.495659,coarse
B_CONT_50x6,R34,-5,-4,2486,5000,0.4972,0.483349,0.511056,coarse
B_CONT_50x6,R34,-5,-3,2457,5000,0.4914,0.477555,0.505258,coarse
B_CONT_50x6,R34,-5,-2,2479,5000,0.4958,0.48195,0.509656,coarse
B_CONT_50x6,R34,-5,-1,2450,5000,0.49,0.476157,0.503859,coarse
B_CONT_50x6,R34,-5,0,2486,5000,0.4972,0.483349,0.511056,coarse
B_CONT_50x6,R34,-5,1,2453,5000,0.4906,0.476756,0.504458,coarse
B_CONT_50x6,R34,-5,2,2475,5000,0.495,0.481151,0.508857,coarse
B_CONT_50x6,R34,-5,3,2440,5000,0.488,0.474159,0.501859,coarse
B_CONT_50x6,R34,-5,4,2491,5000,0.4982,0.484348,0.512055,coarse
B_CONT_50x6,R34,-5,5,2482,5000,0.4964,0.482549,0.510256,coarse
B_CONT_50x6,R34,-5,6,2497,5000,0.4994,0.485547,0.513254,coarse
B_CONT_50x6,R34,-5,7,2482,5000,0.4964,0.482549,0.510256,coarse
B_CONT_50x6,R34,-5,8,2496,5000,0.4992,0.485347,0.513054,coarse
B_CONT_50x6,R34,-5,9,2510,5000,0.502,0.488145,0.515852,coarse
C_CONT_100x3,R34,-5,-10,972,2000,0.486,0.464143,0.50791,coarse
C_CONT_100x3,R34,-5,-9,1027,2000,0.5135,0.49159,0.535358,coarse
C_CONT_100x3,R34,-5,-8,976,2000,0.488,0.466137,0.509909,coarse
C_CONT_100x3,R34,-5,-7,970,2000,0.485,0.463147,0.506911,coarse
C_CONT_100x3,R34,-5,-6,1024,2000,0.512,0.490091,0.533863,coarse
C_CONT_100x3,R34,-5,-5,966,2000,0.483,0.461153,0.504912,coarse
C_CONT_100x3,R34,-5,-4,1004,2000,0.502,0.480104,0.523888,coarse
C_CONT_100x3,R34,-5,-3,987,2000,0.4935,0.471622,0.515403,coarse
C_CONT_100x3,R34,-5,-2,985,2000,0.4925,0.470625,0.514404,coarse
C_CONT_100x3,R34,-5,-1,959,2000,0.4795,0.457666,0.501413,coarse
C_CONT_100x3,R34,-5,0,1002,2000,0.501,0.479106,0.52289,coarse
C_CONT_100x3,R34,-5,1,979,2000,0.4895,0.467633,0.511407,coarse
C_CONT_100x3,R34,-5,2,978,2000,0.489,0.467134,0.510908,coarse
C_CONT_100x3,R34,-5,3,975,2000,0.4875,0.465639,0.509409,coarse
C_CONT_100x3,R34,-5,4,990,2000,0.495,0.473119,0.516901,coarse
C_CONT_100x3,R34,-5,5,1018,2000,0.509,0.487094,0.530871,coarse
C_CONT_100x3,R34,-5,6,1003,2000,0.5015,0.479605,0.523389,coarse
C_CONT_100x3,R34,-5,7,972,2000,0.486,0.464143,0.50791,coarse
C_CONT_100x3,R34,-5,8,1000,2000,0.5,0.478108,0.521892,coarse
C_CONT_100x3,R34,-5,9,1004,2000,0.502,0.480104,0.523888,coarse
D_CONT_150x2,R34,-5,-10,478,1000,0.478,0.447184,0.508985,coarse
D_CONT_150x2,R34,-5,-9,509,1000,0.509,0.47804,0.539891,coarse
D_CONT_150x2,R34,-5,-8,498,1000,0.498,0.467078,0.528938,coarse
D_CONT_150x2,R34,-5,-7,469,1000,0.469,0.438248,0.49999,coarse
D_CONT_150x2,R34,-5,-6,501,1000,0.501,0.470066,0.531927,coarse
D_CONT_150x2,R34,-5,-5,479,1000,0.479,0.448177,0.509984,coarse
D_CONT_150x2,R34,-5,-4,503,1000,0.503,0.472059,0.533918,coarse
D_CONT_150x2,R34,-5,-3,496,1000,0.496,0.465086,0.526945,coarse
D_CONT_150x2,R34,-5,-2,514,1000,0.514,0.483028,0.544865,coarse
D_CONT_150x2,R34,-5,-1,483,1000,0.483,0.452152,0.513978,coarse
D_CONT_150x2,R34,-5,0,518,1000,0.518,0.487021,0.548842,coarse
D_CONT_150x2,R34,-5,1,494,1000,0.494,0.463095,0.524951,coarse
D_CONT_150x2,R34,-5,2,500,1000,0.5,0.46907,0.53093,coarse
D_CONT_150x2,R34,-5,3,493,1000,0.493,0.462099,0.523954,coarse
D_CONT_150x2,R34,-5,4,484,1000,0.484,0.453147,0.514976,coarse
D_CONT_150x2,R34,-5,5,487,1000,0.487,0.45613,0.51797,coarse
D_CONT_150x2,R34,-5,6,522,1000,0.522,0.491015,0.552816,coarse
D_CONT_150x2,R34,-5,7,495,1000,0.495,0.46409,0.525948,coarse
D_CONT_150x2,R34,-5,8,510,1000,0.51,0.479037,0.540886,coarse
D_CONT_150x2,R34,-5,9,509,1000,0.509,0.47804,0.539891,coarse
