organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R12,-3,-10,763,5000,0.1526,0.142899,0.162834,coarse
B_CONT_50x6,R12,-3,-9,755,5000,0.151,0.141344,0.161192,coarse
B_CONT_50x6,R12,-3,-8,752,5000,0.1504,0.14076,0.160576,coarse
B_CONT_50x6,R12,-3,-7,773,5000,0.1546,0.144845,0.164886,coarse
B_CONT_50x6,R12,-3,-6,750,5000,0.15,0.140372,0.160166,coarse
B_CONT_50x6,R12,-3,-5,743,5000,0.1486,0.139011,0.158729,coarse
B_CONT_50x6,R12,-3,-4,780,5000,0.156,0.146207,0.166321,coarse
B_CONT_50x6,R12,-3,-3,768,5000,0.1536,0.143872,0.16386,coarse
B_CONT_50x6,R12,-3,-2,736,5000,0.1472,0.13765,0.157291,coarse
B_CONT_50x6,R12,-3,-1,751,5000,0.1502,0.140566,0.160371,coarse
B_CONT_50x6,R12,-3,0,740,5000,0.148,0.138428,0.158113,coarse
B_CONT_50x6,R12,-3,1,729,5000,0.1458,0.13629,0.155854,coarse
B_CONT_50x6,R12,-3,2,703,5000,0.1406,0.131241,0.150511,coarse
B_CONT_50x6,R12,-3,3,727,5000,0.1454,0.135901,0.155443,coarse
B_CONT_50x6,R12,-3,4,739,5000,0.1478,0.138233,0.157908,coarse
B_CONT_50x6,R12,-3,5,748,5000,0.1496,0.139983,0.159755,coarse
B_CONT_50x6,R12,-3,6,732,5000,0.1464,0.136873,0.15647,coarse
B_CONT_50x6,R12,-3,7,758,5000,0.1516,0.141927,0.161808,coarse
B_CONT_50x6,R12,-3,8,756,5000,0.1512,0.141538,0.161397,coarse
B_CONT_50x6,R12,-3,9,750,5000,0.15,0.140372,0.160166,coarse
C_CONT_100x3,R12,-3,-10,311,2000,0.1555,0.14028,0.172041,coarse
C_CONT_100x3,R12,-3,-9,311,2000,0.1555,0.14028,0.172041,coarse
C_CONT_100x3,R12,-3,-8,318,2000,0.159,0.14363,0.175678,coarse
C_CONT_100x3,R12,-3,-7,320,2000,0.16,0.144587,0.176717,coarse
C_CONT_100x3,R12,-3,-6,313,2000,0.1565,0.141237,0.17308,coarse
C_CONT_100x3,R12,-3,-5,306,2000,0.153,0.137889,0.169441,coarse
C_CONT_100x3,R12,-3,-4,317,2000,0.1585,0.143151,0.175158,coarse
C_CONT_100x3,R12,-3,-3,313,2000,0.1565,0.141237,0.17308,coarse
C_CONT_100x3,R12,-3,-2,302,2000,0.151,0.135978,0.16736,coarse
C_CONT_100x3,R12,-3,-1,311,2000,0.1555,0.14028,0.172041,coarse
C_CONT_100x3,R12,-3,0,298,2000,0.149,0.134067,0.165278,coarse
C_CONT_100x3,R12,-3,1,310,2000,0.155,0.139802,0.171521,coarse
C_CONT_100x3,R12,-3,2,300,2000,0.15,0.135023,0.166319,coarse
C_CONT_100x3,R12,-3,3,297,2000,0.1485,0.13359,0.164758,coarse
C_CONT_100x3,R12,-3,4,291,2000,0.1455,0.130726,0.161633,coarse
C_CONT_100x3,R12,-3,5,322,2000,0.161,0.145545,0.177755,coarse
C_CONT_100x3,R12,-3,6,284,2000,0.142,0.127388,0.157985,coarse
C_CONT_100x3,R12,-3,7,311,2000,0.1555,0.14028,0.172041,coarse
C_CONT_100x3,R12,-3,8,301,2000,0.1505,0.1355,0.16684,coarse
C_CONT_100x3,R12,-3,9,313,2000,0.1565,0.141237,0.17308,coarse
D_CONT_150x2,R12,-3,-10,145,1000,0.145,0.124535,0.168182,coarse
D_CONT_150x2,R12,-3,-9,148,1000,0.148,0.127339,0.171355,coarse
D_CONT_150x2,R12,-3,-8,147,1000,0.147,0.126404,0.170298,coarse
D_CONT_150x2,R12,-3,-7,162,1000,0.162,0.140464,0.186123,coarse
D_CONT_150x2,R12,-3,-6,150,1000,0.15,0.12921,0.173469,coarse
D_CONT_150x2,R12,-3,-5,158,1000,0.158,0.136708,0.18191,coarse
D_CONT_150x2,R12,-3,-4,165,1000,0.165,0.143285,0.189279,coarse
D_CONT_150x2,R12,-3,-3,160,1000,0.16,0.138585,0.184017,coarse
D_CONT_150x2,R12,-3,-2,153,1000,0.153,0.132019,0.176637,coarse
D_CONT_150x2,R12,-3,-1,170,1000,0.17,0.147992,0.194534,coarse
D_CONT_150x2,R12,-3,0,145,1000,0.145,0.124535,0.168182,coarse
D_CONT_150x2,R12,-3,1,138,1000,0.138,0.118005,0.160766,coarse
D_CONT_150x2,R12,-3,2,134,1000,0.134,0.114281,0.15652,coarse
D_CONT_150x2,R12,-3,3,149,1000,0.149,0.128274,0.172412,coarse
D_CONT_150x2,R12,-3,4,147,1000,0.147,0.126404,0.170298,coarse
D_CONT_150x2,R12,-3,5,143,1000,0.143,0.122667,0.166065,coarse
D_CONT_150x2,R12,-3,6,145,1000,0.145,0.124535,0.168182,coarse
D_CONT_150x2,R12,-3,7,155,1000,0.155,0.133894,0.178747,coarse
D_CONT_150x2,R12,-3,8,167,1000,0.167,0.145167,0.191382,coarse
D_CONT_150x2,R12,-3,9,150,1000,0.15,0.12921,0.173469,coarse
